년월일,호기,구분,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-07-01,1,발전량,276.561 ,12.000 ,45.926 ,0.000 ,45.920 ,0.850 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,4.853 ,13.862 ,23.568 ,40.118 ,39.490 ,23.059 ,45.926 ,33.758 ,36.144 ,12.653 ,2.280 ,0.850 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-01,2,발전량,3876.290 ,162.000 ,617.952 ,0.000 ,617.950 ,1.056 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.056 ,22.656 ,127.584 ,208.512 ,317.184 ,575.616 ,617.952 ,293.088 ,585.216 ,412.704 ,483.456 ,165.120 ,45.504 ,20.640 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-01,3,발전량,1313.390 ,55.000 ,200.880 ,0.000 ,200.880 ,3.348 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,3.348 ,41.616 ,69.516 ,107.136 ,197.928 ,199.512 ,94.176 ,200.880 ,145.584 ,177.516 ,56.880 ,13.572 ,5.724 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-01,4,발전량,6732.360 ,281.000 ,1485.540 ,0.000 ,1485.540 ,23.760 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,23.760 ,298.980 ,475.920 ,550.800 ,146.880 ,150.120 ,123.840 ,114.300 ,106.920 ,504.000 ,301.140 ,72.180 ,36.000 ,0.000 ,1389.960 ,1485.540 ,952.020 ,0.000 
2020-07-02,1,발전량,268.550 ,11.000 ,38.554 ,0.000 ,38.550 ,2.467 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.467 ,10.339 ,16.056 ,20.486 ,25.286 ,21.970 ,29.650 ,38.554 ,34.512 ,27.456 ,22.728 ,14.544 ,4.502 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-02,2,발전량,3561.890 ,148.000 ,504.864 ,0.000 ,504.860 ,0.576 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.576 ,62.208 ,174.528 ,226.272 ,278.784 ,338.688 ,291.168 ,381.408 ,504.864 ,437.472 ,342.048 ,281.472 ,170.016 ,68.928 ,3.456 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-02,3,발전량,1193.290 ,50.000 ,169.524 ,0.000 ,169.520 ,0.036 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.036 ,19.692 ,57.564 ,75.528 ,92.844 ,113.184 ,96.732 ,127.620 ,169.524 ,146.772 ,115.812 ,95.256 ,59.904 ,22.608 ,0.216 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-02,4,발전량,6399.720 ,267.000 ,1484.100 ,0.000 ,1484.100 ,0.180 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,106.020 ,345.420 ,409.140 ,517.860 ,127.620 ,100.440 ,100.800 ,100.980 ,100.800 ,100.800 ,514.980 ,407.160 ,149.400 ,0.180 ,1388.520 ,1484.100 ,445.500 ,0.000 
2020-07-03,1,발전량,105.668 ,4.000 ,30.586 ,0.000 ,30.580 ,0.245 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.245 ,3.178 ,4.877 ,4.819 ,4.637 ,5.683 ,14.765 ,30.586 ,17.827 ,9.816 ,7.805 ,1.430 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-03,2,발전량,1551.260 ,65.000 ,400.704 ,0.000 ,400.700 ,6.432 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,18.720 ,58.464 ,79.296 ,82.848 ,78.528 ,93.120 ,200.832 ,400.704 ,240.384 ,137.568 ,118.080 ,36.288 ,6.432 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-03,3,발전량,512.784 ,21.000 ,136.476 ,0.000 ,136.470 ,0.576 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,2.592 ,19.044 ,26.676 ,27.684 ,26.424 ,31.140 ,68.220 ,136.476 ,78.948 ,45.684 ,39.204 ,10.116 ,0.576 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
2020-07-03,4,발전량,2767.320 ,115.000 ,1386.360 ,0.000 ,1386.360 ,0.360 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,12.420 ,107.100 ,146.340 ,165.780 ,106.740 ,100.440 ,100.620 ,100.620 ,100.440 ,100.440 ,225.900 ,57.960 ,0.360 ,0.000 ,1386.360 ,55.800 ,0.000 ,0.000 
2020-07-04,1,발전량,213.020 ,9.000 ,35.818 ,0.000 ,35.810 ,1.531 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.642 ,8.770 ,19.843 ,26.107 ,35.818 ,25.906 ,20.102 ,16.896 ,16.853 ,25.195 ,11.472 ,2.885 ,1.531 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 
