瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
165,格器,2018-01-04 03:00,-.1,,79,,,,9,Sc,2000,,1.1
165,格器,2018-01-04 04:00,.1,,80,,,,9,Sc,2000,,1
165,格器,2018-01-04 05:00,-.3,,79,,,,8,Sc,2000,,.9
165,格器,2018-01-04 06:00,-.4,,79,,,,8,Sc,2000,,.9
165,格器,2018-01-04 07:00,-.5,,78,,,,9,Sc,2000,,.8
165,格器,2018-01-04 08:00,-.8,,79,0,0,,10,ScAs,2000,,.8
165,格器,2018-01-04 09:00,-1,,79,0,.1,,10,ScAs,1972,,1.5
165,格器,2018-01-04 10:00,-.9,,77,0,.3,,10,As,1927,,2.7
165,格器,2018-01-04 11:00,-.3,,74,0,.51,,9,Ac,1920,,4.4
165,格器,2018-01-04 12:00,0,,74,0,.79,,8,Ac,1998,,5.3
165,格器,2018-01-04 13:00,.1,,74,.1,.88,,8,AcCi,1956,,6.6
165,格器,2018-01-04 14:00,.2,,71,.5,1.04,,9,AcCi,1929,,6.5
165,格器,2018-01-04 15:00,.5,,71,.1,.77,,9,AcCi,1914,,6
165,格器,2018-01-04 16:00,-.1,,72,0,.49,,9,AcCi,1991,,4.6
165,格器,2018-01-04 17:00,-.4,,72,0,.18,,9,AcCi,2000,,2.9
165,格器,2018-01-04 18:00,-.5,,76,0,.02,,10,As,2000,,1.8
165,格器,2018-01-04 19:00,-.4,,83,,,,,,2000,,1.5
165,格器,2018-01-04 20:00,-.3,,86,,,,,,2000,,1.5
165,格器,2018-01-04 21:00,-.6,,84,,,,10,As,2000,,1.4
165,格器,2018-01-04 22:00,-.7,,84,,,,,,2000,,1.3
165,格器,2018-01-04 23:00,-.7,,84,,,,,,2000,,1.4
165,格器,2018-01-05 00:00,-.8,,78,,,,10,As,2000,,1.1
165,格器,2018-01-05 01:00,-.6,,67,,,,,,2000,,1.1
165,格器,2018-01-05 02:00,-.6,,69,,,,,,1993,,1.1
165,格器,2018-01-05 03:00,-.6,,71,,,,10,As,2000,,1.1
165,格器,2018-01-05 04:00,-.5,,75,,,,10,As,1880,,1.1
165,格器,2018-01-05 05:00,-.5,,74,,,,10,ScAs,1735,,1.2
165,格器,2018-01-05 06:00,-.6,,74,,,,10,ScAs,1648,,1.1
165,格器,2018-01-05 07:00,-.3,,79,,,,10,ScAs,1463,,1.1
165,格器,2018-01-05 08:00,-.1,,82,0,0,,9,Sc,1577,,1.2
165,格器,2018-01-05 09:00,.2,,82,.1,.14,,7,Sc,1666,,2.1
165,格器,2018-01-05 10:00,.7,,81,0,.17,,9,Sc,1699,,2.8
165,格器,2018-01-05 11:00,1.6,,78,.1,.53,,9,Sc,1793,,5.5
165,格器,2018-01-05 12:00,1.8,,81,.1,.53,,7,Sc,1608,,5.6
165,格器,2018-01-05 13:00,2.4,,79,0,.61,,9,Sc,1868,,6.4
165,格器,2018-01-05 14:00,3.4,,78,.2,.85,,8,Sc,1885,,7.7
165,格器,2018-01-05 15:00,3.6,,78,.9,1.08,,3,Sc,1733,,5.8
165,格器,2018-01-05 16:00,3.4,,77,1,.76,,3,Sc,1666,,4.4
165,格器,2018-01-05 17:00,2.8,,82,.5,.29,,6,Sc,1515,,3.9
165,格器,2018-01-05 18:00,2.6,,80,0,.02,,9,Sc,1714,,3.3
165,格器,2018-01-05 19:00,2.4,,86,,,,,,1305,,2.6
165,格器,2018-01-05 20:00,2.1,,91,,,,,,1141,,2.2
165,格器,2018-01-05 21:00,2.1,,88,,,,9,Sc,1327,,2.5
165,格器,2018-01-05 22:00,2.1,,91,,,,,,1255,,2.6
165,格器,2018-01-05 23:00,2.8,,72,,,,,,2000,,2.5
165,格器,2018-01-06 00:00,2.8,,73,,,,9,,2000,,2.5
165,格器,2018-01-06 01:00,2.8,,72,,,,,,2000,,2.4
165,格器,2018-01-06 02:00,2.8,,69,,,,,,2000,,2.2
165,格器,2018-01-06 03:00,2.8,,64,,,,9,Sc,2000,,1.7
165,格器,2018-01-06 04:00,2.9,,70,,,,9,Sc,2000,,2.1
165,格器,2018-01-06 05:00,2.9,,71,,,,9,Sc,2000,,2.2
165,格器,2018-01-06 06:00,2.9,,69,,,,9,Sc,2000,,2.3
165,格器,2018-01-06 07:00,2.7,,74,,,,9,Sc,2000,,1.8
165,格器,2018-01-06 08:00,1.8,,79,0,.01,,6,Sc,1988,,1.3
165,格器,2018-01-06 09:00,1.7,,78,.3,.2,,6,Sc,1903,,1.7
165,格器,2018-01-06 10:00,2.8,,72,1,.79,,4,Sc,2000,,3.1
165,格器,2018-01-06 11:00,3.8,,67,1,1.24,,0,,1937,,3.7
165,格器,2018-01-06 12:00,4.4,,65,1,1.52,,0,,2000,,5.6
165,格器,2018-01-06 13:00,4.9,,63,1,1.67,,0,,2000,,8.8
165,格器,2018-01-06 14:00,5.5,,62,1,1.62,,0,,1953,,8.9
165,格器,2018-01-06 15:00,5,,61,1,1.36,,0,,2000,,6.7
165,格器,2018-01-06 16:00,4,,69,1,.96,,0,,1964,,5.1
165,格器,2018-01-06 17:00,3.3,,74,1,.43,,0,,1998,,3.6
165,格器,2018-01-06 18:00,2.4,,81,.1,.03,,5,Ci,1989,,2.2
165,格器,2018-01-06 19:00,2.1,,83,,,,,,2000,,1.8
165,格器,2018-01-06 20:00,2.1,,80,,,,,,2000,,1.4
165,格器,2018-01-06 21:00,1.3,,88,,,,2,Sc,2000,,.9
165,格器,2018-01-06 22:00,.5,,84,,,,,,2000,,.3
165,格器,2018-01-06 23:00,.3,,87,,,,,,2000,,.1
165,格器,2018-01-07 00:00,-.4,,88,,,,0,,2000,,-.1
165,格器,2018-01-07 01:00,-.5,,86,,,,,,2000,,-.4
165,格器,2018-01-07 02:00,-.8,,85,,,,,,2000,,-.7
165,格器,2018-01-07 03:00,-.3,,82,,,,6,Ci,2000,,-.6
165,格器,2018-01-07 04:00,-.7,,83,,,,9,Ac,2000,,-.3
165,格器,2018-01-07 05:00,-1,,84,,,,9,Ac,2000,,0
165,格器,2018-01-07 06:00,-.8,,79,,,,9,Ac,2000,,.2
165,格器,2018-01-07 07:00,-.8,,80,,,,9,Ac,1801,,.2
165,格器,2018-01-07 08:00,-.8,,81,0,0,,10,As,1535,,.5
165,格器,2018-01-07 09:00,-.3,,82,0,.06,,10,As,1478,,1.4
165,格器,2018-01-07 10:00,.3,,77,0,.14,,8,Ac,1477,,2.4
165,格器,2018-01-07 11:00,1.3,,67,0,.34,,10,ScAs,1739,,4.6
165,格器,2018-01-07 12:00,2.2,,66,0,.36,,10,ScAs,1730,,4.7
165,格器,2018-01-07 13:00,3.3,,62,.1,.55,,8,Ac,1750,,8
165,格器,2018-01-07 14:00,4.4,,66,.2,.84,,8,Ac,1488,,9.1
165,格器,2018-01-07 15:00,5.2,,69,0,.43,,10,ScAs,1528,,6.8
165,格器,2018-01-07 16:00,5.3,,72,0,.19,,10,ScAs,1444,,6.7
165,格器,2018-01-07 17:00,5.7,,68,0,.17,,10,ScAs,1438,,5.8
165,格器,2018-01-07 18:00,5.8,0,67,0,.02,,10,ScAs,1452,,4.8
165,格器,2018-01-07 19:00,5.8,,69,,,,10,StNs,1608,,4.7
165,格器,2018-01-07 20:00,5.3,,91,,,,10,StNs,737,,4.6
165,格器,2018-01-07 21:00,4.4,.6,98,,,,10,StNs,590,,4.4
165,格器,2018-01-07 22:00,4.2,,98,,,,10,StNs,474,,4.3
165,格器,2018-01-07 23:00,4.1,,98,,,,10,StNs,332,,4.3
165,格器,2018-01-08 00:00,4.2,1.2,98,,,,10,StNs,475,,4.1
165,格器,2018-01-08 01:00,4.1,,98,,,,10,ScAs,325,,4
165,格器,2018-01-08 02:00,4,,98,,,,,,335,,4.1
165,格器,2018-01-08 03:00,4,0,98,,,,10,ScAs,253,,4
165,格器,2018-01-08 04:00,4.1,,98,,,,10,ScAs,313,,4.1
165,格器,2018-01-08 05:00,3.8,,98,,,,10,ScAs,429,,4.1
165,格器,2018-01-08 06:00,3.4,0,98,,,,10,StNs,367,,3.9
165,格器,2018-01-08 07:00,2.6,,98,,,,10,StNs,271,,3.4
165,格器,2018-01-08 08:00,2.8,,98,0,0,,10,StNs,155,,3.6
165,格器,2018-01-08 09:00,2.8,1.5,98,0,.06,,10,ScAs,397,,3.9
165,格器,2018-01-08 10:00,3,,98,0,.13,,10,StNs,659,,4.2
165,格器,2018-01-08 11:00,3,,98,0,.22,,10,StNs,704,,4.9
165,格器,2018-01-08 12:00,3.1,.2,98,0,.3,,10,ScAs,954,,5.9
165,格器,2018-01-08 13:00,3.5,,98,0,.38,,10,ScAs,1152,,6.8
165,格器,2018-01-08 14:00,3.4,,98,0,.39,,10,ScAs,1275,,5.8
165,格器,2018-01-08 15:00,4.2,.1,96,.1,.72,,8,ScAc,1224,,7.6
165,格器,2018-01-08 16:00,4.3,,94,.1,.4,,10,ScAs,1092,,7.2
165,格器,2018-01-08 17:00,4.2,,95,.1,.15,,10,ScAs,1062,,5.3
165,格器,2018-01-08 18:00,3.4,0,98,0,.01,,10,StNs,1191,,4.3
165,格器,2018-01-08 19:00,3.1,,98,,,,10,StNs,1976,,4.2
165,格器,2018-01-08 20:00,3.9,,93,,,,10,StNs,575,,3.7
165,格器,2018-01-08 21:00,4.1,.9,70,,,,10,ScAs,953,,2.5
165,格器,2018-01-08 22:00,4,,68,,,,10,ScAs,1020,,2.4
165,格器,2018-01-08 23:00,3.3,,76,,,,,,626,,2.5
165,格器,2018-01-09 00:00,2.7,.1,69,,,,10,StNs,1020,,1.9
165,格器,2018-01-09 01:00,1.9,,78,,,,10,ScAs,859,,1.3
165,格器,2018-01-09 02:00,.4,,92,,,,6,Sc,865,,.7
165,格器,2018-01-09 03:00,.9,.1,68,,,,6,Sc,1493,,.3
165,格器,2018-01-09 04:00,.9,,64,,,,9,Sc,1460,,.4
165,格器,2018-01-09 05:00,.3,,78,,,,9,Sc,1464,,.3
165,格器,2018-01-09 06:00,.1,.1,84,,,,8,Sc,1459,,.1
165,格器,2018-01-09 07:00,-.3,,91,,,,6,Sc,1465,,0
165,格器,2018-01-09 08:00,-.5,,90,0,.01,,8,Sc,1851,,-.1
165,格器,2018-01-09 09:00,.8,.3,77,.3,.22,,5,Sc,1855,,.6
165,格器,2018-01-09 10:00,1.7,,74,.7,.59,,6,Sc,1821,,2.3
165,格器,2018-01-09 11:00,1.3,,82,.4,.71,,9,Sc,1759,,4
165,格器,2018-01-09 12:00,1,0,95,.7,1.01,,8,CuSc,1004,,4.8
165,格器,2018-01-09 13:00,2.1,,74,.5,1.03,,8,Sc,1829,,7.5
165,格器,2018-01-09 14:00,2.6,,73,.6,1.12,,8,Sc,1757,,8.2
165,格器,2018-01-09 15:00,2.7,.1,73,.8,1.22,,9,Sc,1935,,6.3
165,格器,2018-01-09 16:00,2.4,,73,.9,.73,,9,Sc,1905,,4.2
165,格器,2018-01-09 17:00,1.4,,80,.5,.3,,9,Sc,1987,,2.9
165,格器,2018-01-09 18:00,1,0,91,0,.03,,5,Sc,2000,,2.4
165,格器,2018-01-09 19:00,2,,66,,,,,,2000,,1.5
165,格器,2018-01-09 20:00,2.2,,66,,,,,,2000,,1.5
165,格器,2018-01-09 21:00,1.9,,83,,,,7,Sc,2000,,1.5
165,格器,2018-01-09 22:00,2.6,,64,,,,,,2000,,1.4
165,格器,2018-01-09 23:00,1.6,,83,,,,4,Sc,2000,,1.3
165,格器,2018-01-10 00:00,2,0,74,,,,7,ScAc,2000,,.7
165,格器,2018-01-10 01:00,1.1,,98,,,,8,CuSc,256,,.4
165,格器,2018-01-10 02:00,.4,,98,,,.6,9,CuSc,1905,,.3
165,格器,2018-01-10 03:00,.3,1.1,98,,,1.2,7,CuSc,118,,.3
165,格器,2018-01-10 04:00,.2,,98,,,2.6,8,CuSc,465,,.7
165,格器,2018-01-10 05:00,.2,,98,,,3.2,9,CuSc,1162,,1.1
165,格器,2018-01-10 06:00,.8,1,81,,,3.3,4,Sc,1937,,.9
165,格器,2018-01-10 07:00,-.4,,94,,,3.3,7,CuSc,1168,,.7
165,格器,2018-01-10 08:00,-1.1,,97,0,.01,3.4,7,CuSc,1235,,.8
165,格器,2018-01-10 09:00,-.4,.8,87,0,.09,3.4,7,CuSc,1974,,.9
165,格器,2018-01-10 10:00,0,,66,.5,.57,3.1,6,Sc,1910,,1
165,格器,2018-01-10 11:00,-1.8,,96,.5,.74,3.3,8,CuSc,90,,1
165,格器,2018-01-10 12:00,-3,2.6,98,0,.24,5.2,9,CuSc,67,,.7
165,格器,2018-01-10 13:00,-2.8,,98,0,.6,7.1,9,CuSc,1180,,.5
165,格器,2018-01-10 14:00,-2.4,,77,.1,.75,7.4,9,CuSc,408,,.6
165,格器,2018-01-10 15:00,-1.3,1.9,82,.9,1.39,6.7,8,CuSc,1344,,.6
165,格器,2018-01-10 16:00,-2.1,,95,.6,.59,6.7,8,CuSc,333,,.6
165,格器,2018-01-10 17:00,-2.5,,98,.1,.13,6.9,7,CuSc,97,,.5
165,格器,2018-01-10 18:00,-2.9,1.6,98,0,.02,7.4,8,CuSc,83,,.7
165,格器,2018-01-10 19:00,-3.2,,98,,,10.8,9,CuSc,65,,.7
165,格器,2018-01-10 20:00,-3.5,,98,,,13.3,8,CuSc,220,,.8
165,格器,2018-01-10 21:00,-3.7,5,98,,,14.6,9,CuSc,1089,,.8
165,格器,2018-01-10 22:00,-3.2,,94,,,15.2,8,CuSc,664,,.8
165,格器,2018-01-10 23:00,-3.4,,89,,,15.2,7,CuSc,1824,,.9
165,格器,2018-01-11 00:00,-3.9,.4,98,,,15.5,8,CuSc,177,,.9
165,格器,2018-01-11 01:00,-4.5,,98,,,18.1,9,CuSc,76,,.9
165,格器,2018-01-11 02:00,-4.5,,98,,,20.7,8,CuSc,133,,.9
165,格器,2018-01-11 03:00,-4.4,4.6,98,,,21.2,9,CuSc,118,,.8
165,格器,2018-01-11 04:00,-4.2,,89,,,21.2,8,CuSc,1295,,.8
165,格器,2018-01-11 05:00,-4.2,,77,,,20.7,7,CuSc,1394,,.8
165,格器,2018-01-11 06:00,-4.6,.3,88,,,20.4,4,Sc,2000,,.8
165,格器,2018-01-11 07:00,-4.6,,72,,,19.8,4,Sc,2000,,.8
165,格器,2018-01-11 08:00,-4.6,,89,0,0,19,3,Sc,1888,,.8
165,格器,2018-01-11 09:00,-4.4,,97,.4,.15,18.5,4,Sc,1030,,.8
165,格器,2018-01-11 10:00,-3.6,,83,.8,.48,18.5,5,CuSc,2000,,.8
165,格器,2018-01-11 11:00,-3,,81,.6,.63,17.2,6,Sc,2000,,1
165,格器,2018-01-11 12:00,-3,0,86,.6,.91,16.6,7,CuSc,843,,.9
165,格器,2018-01-11 13:00,-3,,98,.1,.75,16.7,8,CuSc,531,,.9
165,格器,2018-01-11 14:00,-2.5,,90,.1,.87,16.8,9,CuSc,1604,,.9
165,格器,2018-01-11 15:00,-2.6,.5,83,.2,.61,16.9,7,CuSc,1932,,.8
165,格器,2018-01-11 16:00,-3.3,,89,.5,.68,16.9,9,CuSc,258,,.8
165,格器,2018-01-11 17:00,-3.9,,96,0,.13,17,9,CuSc,889,,.8
165,格器,2018-01-11 18:00,-4.2,.4,96,0,.02,17.1,8,Sc,2000,,.9
165,格器,2018-01-11 19:00,-4.2,,88,,,16.6,9,CuSc,145,,.9
165,格器,2018-01-11 20:00,-4.4,,98,,,16.8,8,CuSc,214,,1
165,格器,2018-01-11 21:00,-4.4,1.1,98,,,16.9,8,CuSc,1467,,1.1
165,格器,2018-01-11 22:00,-4.3,,98,,,16.9,6,CuSc,540,,1.1
165,格器,2018-01-11 23:00,-4.6,,98,,,17.6,9,CuSc,264,,1.1
165,格器,2018-01-12 00:00,-5.2,1.7,98,,,18.5,9,CuSc,201,,1.2
165,格器,2018-01-12 01:00,-5.7,,98,,,18.7,7,CuSc,299,,1.1
165,格器,2018-01-12 02:00,-6.6,,98,,,18.9,8,CuSc,1073,,1.2
165,格器,2018-01-12 03:00,-7,.6,98,,,18.9,7,CuSc,1432,,1.2
165,格器,2018-01-12 04:00,-7.1,,98,,,19.1,8,CuSc,139,,1.2
165,格器,2018-01-12 05:00,-8.2,,98,,,19.1,8,Sc,1680,,1.2
165,格器,2018-01-12 06:00,-8.5,.4,98,,,18.9,6,CuSc,829,,1.2
165,格器,2018-01-12 07:00,-8.5,,98,,,19,8,CuSc,371,,1.2
165,格器,2018-01-12 08:00,-8.8,,98,0,0,19.1,9,CuSc,516,,1.2
165,格器,2018-01-12 09:00,-7.7,.2,98,0,.1,19.1,8,CuSc,349,,1.2
165,格器,2018-01-12 10:00,-6.6,,94,.4,.28,19.1,4,Sc,1584,,1.1
165,格器,2018-01-12 11:00,-5.4,,91,.6,.42,18.8,5,Sc,1020,,1.1
165,格器,2018-01-12 12:00,-5,0,90,1,.9,18.1,3,Sc,1537,,1
165,格器,2018-01-12 13:00,-4.4,,84,1,1.51,17.1,3,Sc,1651,,.8
165,格器,2018-01-12 14:00,-4,,81,1,1.75,16.3,0,,1729,,.8
165,格器,2018-01-12 15:00,-3.5,,82,1,2.07,14.4,0,,1954,,.7
165,格器,2018-01-12 16:00,-3.3,,82,1,1.79,13.8,3,Sc,1901,,.8
165,格器,2018-01-12 17:00,-3.7,,85,1,.89,12.5,0,,1965,,.9
165,格器,2018-01-12 18:00,-4.8,,84,.5,.14,11.9,0,,2000,,1
165,格器,2018-01-12 19:00,-5.6,,88,,,11.7,,,2000,,1.1
165,格器,2018-01-12 20:00,-5.4,,84,,,11.4,,,2000,,1.3
165,格器,2018-01-12 21:00,-5.5,,83,,,11.2,3,Sc,2000,,1.4
165,格器,2018-01-12 22:00,-5.6,,92,,,11.2,,,1885,,1.6
165,格器,2018-01-12 23:00,-5.6,,96,,,11.2,,,1466,,1.6
165,格器,2018-01-13 00:00,-5.3,,98,,,11.1,9,,1238,,1.7
165,格器,2018-01-13 01:00,-5.4,,98,,,11.1,,,1407,,1.8
165,格器,2018-01-13 02:00,-5,,97,,,11.1,,,1497,,1.8
165,格器,2018-01-13 03:00,-5,,97,,,11,8,Sc,1594,,1.9
165,格器,2018-01-13 04:00,-4.9,,87,,,11,9,Sc,1930,,1.9
165,格器,2018-01-13 05:00,-4.8,,90,,,10.8,9,Sc,1797,,1.9
165,格器,2018-01-13 06:00,-4.9,,93,,,10.8,9,Sc,1698,,1.9
165,格器,2018-01-13 07:00,-4.9,,92,,,10.8,9,Sc,1588,,2
165,格器,2018-01-13 08:00,-4.7,,93,0,0,10.7,9,Sc,1424,,2
165,格器,2018-01-13 09:00,-3.8,,89,.4,.24,10.7,7,Sc,1042,,2
165,格器,2018-01-13 10:00,-2.8,,89,.5,.54,10.5,6,Sc,1326,,2
165,格器,2018-01-13 11:00,.5,,81,1,1.65,10.4,7,Sc,1715,,2
165,格器,2018-01-13 12:00,2.2,,80,1,1.52,9.9,3,Ci,1837,,1.3
165,格器,2018-01-13 13:00,3.6,,73,1,1.78,8.6,0,,1426,,.8
165,格器,2018-01-13 14:00,4.2,,67,1,1.68,7,0,,1921,,.6
165,格器,2018-01-13 15:00,4.8,,67,1,1.44,5.8,2,Sc,1971,,.6
165,格器,2018-01-13 16:00,4.7,,66,1,.99,4.8,0,,1966,,.6
165,格器,2018-01-13 17:00,4,,69,1,.44,4.5,0,,1966,,.6
165,格器,2018-01-13 18:00,3.1,,73,.2,.07,4.5,3,Sc,2000,,.8
165,格器,2018-01-13 19:00,2.1,,88,,,4.5,,,1192,,1
165,格器,2018-01-13 20:00,1.1,,95,,,4.4,,,1110,,1.3
165,格器,2018-01-13 21:00,.3,,94,,,4.4,0,,1020,,1.4
165,格器,2018-01-13 22:00,-.1,,95,,,4.4,,,879,,1.6
165,格器,2018-01-13 23:00,-.7,,98,,,4.4,,,535,,1.6
165,格器,2018-01-14 00:00,-1.2,,98,,,4.4,0,,412,,1.7
165,格器,2018-01-14 01:00,-1.9,,98,,,4.4,,,319,,1.8
165,格器,2018-01-14 02:00,-2.3,,98,,,4.4,,,587,,1.9
165,格器,2018-01-14 03:00,-2.3,,98,,,4.4,0,,748,,1.9
165,格器,2018-01-14 04:00,-2.5,,98,,,4.4,5,Ci,660,,1.8
165,格器,2018-01-14 05:00,-2.3,,98,,,4.4,6,Ci,430,,1.8
165,格器,2018-01-14 06:00,-2.2,,98,,,4.4,9,Ci,514,,1.9
165,格器,2018-01-14 07:00,-2.1,,98,,,4.4,9,Ci,623,,1.9
165,格器,2018-01-14 08:00,-1.6,,93,0,0,4.4,9,Ci,1101,,1.9
165,格器,2018-01-14 09:00,-1.2,,89,0,.15,4.4,4,Ci,1118,,1.9
165,格器,2018-01-14 10:00,-1,,98,0,.32,4.4,8,Ci,603,,2
165,格器,2018-01-14 11:00,2.2,,83,.9,1.18,4.3,4,ScCi,1131,,2.1
165,格器,2018-01-14 12:00,3.3,,73,.5,1.12,4.2,5,ScCi,1134,,2.1
165,格器,2018-01-14 13:00,6.1,,64,1,1.73,3.8,0,,1594,,1.6
165,格器,2018-01-14 14:00,7.2,,65,1,1.67,3,0,,1706,,1
165,格器,2018-01-14 15:00,7.1,,67,.9,1.32,2.4,3,Sc,1684,,.9
165,格器,2018-01-14 16:00,7.5,,69,1,.98,1.2,0,,1514,,.9
165,格器,2018-01-14 17:00,6.8,,73,1,.49,1.1,2,Sc,1366,,.8
165,格器,2018-01-14 18:00,5.7,,79,.3,.06,1,6,Sc,1213,,.9
165,格器,2018-01-14 19:00,5.4,,82,,,1,,,1190,,1
165,格器,2018-01-14 20:00,4.5,,94,,,.8,,,852,,1
