瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
165,格器,2020-01-04 17:00,6,,69,.8,.45,,2,Sc,977,,6.4
165,格器,2020-01-04 18:00,5.3,,72,0,.05,,0,,816,,4.2
165,格器,2020-01-04 19:00,4.6,,77,,,,3,,678,,3.1
165,格器,2020-01-04 20:00,4.2,,77,,,,0,,650,,2.8
165,格器,2020-01-04 21:00,3.7,,81,,,,2,Sc,573,,1.8
165,格器,2020-01-04 22:00,3.1,,85,,,,0,,473,,.7
165,格器,2020-01-04 23:00,2.8,,80,,,,7,,624,,-.2
165,格器,2020-01-05 00:00,2.5,,86,,,,0,,468,,-.7
165,格器,2020-01-05 01:00,2.2,,91,,,,0,,323,,-.8
165,格器,2020-01-05 02:00,1.7,,93,,,,0,,267,,-.5
165,格器,2020-01-05 03:00,.8,,87,,,,0,,679,,-1.5
165,格器,2020-01-05 04:00,.2,,92,,,,0,,494,,-1.9
165,格器,2020-01-05 05:00,0,,92,,,,0,,503,,-2
165,格器,2020-01-05 06:00,.1,,81,,,,0,,706,,-2.2
165,格器,2020-01-05 07:00,-.5,,74,,,,0,,978,,-3.1
165,格器,2020-01-05 08:00,-.5,,61,0,.01,,0,,1727,,-3.1
165,格器,2020-01-05 09:00,1.6,,56,.8,.36,,3,Ci,1838,,-.6
165,格器,2020-01-05 10:00,2.8,,55,1,.98,,0,,1816,,8.5
165,格器,2020-01-05 11:00,4.1,,56,1,1.49,,2,Ci,1772,,16.6
165,格器,2020-01-05 12:00,5.4,,49,1,1.83,,0,,1811,,18.8
165,格器,2020-01-05 13:00,6.2,,47,1,1.83,,5,Ci,1956,,17.5
165,格器,2020-01-05 14:00,6.7,,49,1,1.67,,7,Ci,1828,,16.3
165,格器,2020-01-05 15:00,7.1,,44,.9,1.25,,8,Ci,2000,,12
165,格器,2020-01-05 16:00,6.8,,49,0,.53,,9,Ci,2000,,9.3
165,格器,2020-01-05 17:00,6,,61,0,.25,,9,Ci,1979,,6.6
165,格器,2020-01-05 18:00,5.3,,62,0,.02,,9,Ci,2000,,5.2
165,格器,2020-01-05 19:00,4.8,,69,,,,10,,1931,,4.7
165,格器,2020-01-05 20:00,4.5,,72,,,,10,,1869,,4.5
165,格器,2020-01-05 21:00,4.4,,72,,,,10,As,1740,,4.4
165,格器,2020-01-05 22:00,4.9,,61,,,,6,,1799,,4.6
165,格器,2020-01-05 23:00,4.8,,63,,,,10,,1709,,4.6
165,格器,2020-01-06 00:00,5.4,0,56,,,,10,ScAs,1801,,4.7
165,格器,2020-01-06 01:00,5.3,,59,,,,10,,1698,,4.7
165,格器,2020-01-06 02:00,5.2,,50,,,,9,,1859,,4.8
165,格器,2020-01-06 03:00,5.3,,49,,,,10,As,1902,,4.7
165,格器,2020-01-06 04:00,5.4,,48,,,,10,As,1989,,4.7
165,格器,2020-01-06 05:00,6,,45,,,,10,As,2000,,5.3
165,格器,2020-01-06 06:00,5.2,.2,58,,,,10,StNs,1860,,4.3
165,格器,2020-01-06 07:00,5.1,,60,,,,10,StNs,1987,,4.5
165,格器,2020-01-06 08:00,4.6,,73,0,0,,10,StNs,1649,,4.4
165,格器,2020-01-06 09:00,5,.7,72,0,.06,,10,StNs,1756,,5.1
165,格器,2020-01-06 10:00,5.5,,75,0,.22,,10,ScAs,1601,,6.4
165,格器,2020-01-06 11:00,6.9,,77,0,.24,,10,StNs,1972,,7.3
165,格器,2020-01-06 12:00,7.8,.1,81,0,.23,,10,StNs,1711,,7.9
165,格器,2020-01-06 13:00,8.4,,82,0,.35,,10,StNs,2000,,8.7
165,格器,2020-01-06 14:00,8.3,,88,0,.28,,10,StNs,1464,,9
165,格器,2020-01-06 15:00,8.4,1.3,88,0,.38,,10,StNs,2000,,9.6
165,格器,2020-01-06 16:00,8.5,,90,0,.28,,10,StNs,2000,,9
165,格器,2020-01-06 17:00,8.9,,92,0,.11,,10,StNs,2000,,9
165,格器,2020-01-06 18:00,9.3,1.3,91,0,.03,,10,StNs,2000,,9
165,格器,2020-01-06 19:00,9.6,,91,,,,10,StNs,2000,,9.1
165,格器,2020-01-06 20:00,9.4,,94,,,,10,StNs,1033,,9.3
165,格器,2020-01-06 21:00,9.6,3.2,96,,,,10,StNs,541,,9.6
165,格器,2020-01-06 22:00,9.4,,96,,,,10,StNs,1653,,9.5
165,格器,2020-01-06 23:00,9.3,,97,,,,10,StNs,1065,,9.5
165,格器,2020-01-07 00:00,9.4,5.1,97,,,,10,StNs,420,,9.6
165,格器,2020-01-07 01:00,9.5,,98,,,,10,StNs,481,,9.7
165,格器,2020-01-07 02:00,9.5,,98,,,,10,StNs,415,,9.8
165,格器,2020-01-07 03:00,10.1,4.9,98,,,,10,StNs,609,,10.1
165,格器,2020-01-07 04:00,10.3,,98,,,,10,StNs,258,,10.3
165,格器,2020-01-07 05:00,10.9,,99,,,,10,StNs,169,,10.6
165,格器,2020-01-07 06:00,12.6,4.5,99,,,,10,StNs,416,,11.5
165,格器,2020-01-07 07:00,14.8,,96,,,,10,StNs,421,,13.7
165,格器,2020-01-07 08:00,14.8,,94,0,.01,,10,StNs,1660,,13.7
165,格器,2020-01-07 09:00,14.8,2.9,95,0,.05,,10,StNs,1452,,13.7
165,格器,2020-01-07 10:00,14.4,,96,0,.05,,10,StNs,662,,13.8
165,格器,2020-01-07 11:00,14.5,,96,0,.09,,10,StNs,817,,14.1
165,格器,2020-01-07 12:00,15.2,4.1,92,0,.32,,10,ScAs,1431,,15.2
165,格器,2020-01-07 13:00,15.6,,91,0,.23,,10,StNs,1301,,15.1
165,格器,2020-01-07 14:00,15.3,,92,0,.19,,10,ScAs,1770,,14.9
165,格器,2020-01-07 15:00,15.4,.7,91,0,.14,,10,ScAs,1659,,15
165,格器,2020-01-07 16:00,15.7,,88,0,.16,,10,ScAs,1924,,15.1
165,格器,2020-01-07 17:00,15.9,,88,0,.08,,10,StNs,1497,,15
165,格器,2020-01-07 18:00,15.4,3.5,93,0,.02,,10,StNs,1441,,14.9
165,格器,2020-01-07 19:00,15.7,,92,,,,10,StNs,217,,15.4
165,格器,2020-01-07 20:00,13.2,,91,,,,10,StNs,930,,13.4
165,格器,2020-01-07 21:00,12.2,8.5,93,,,,10,StNs,607,,12.7
165,格器,2020-01-07 22:00,10.7,,87,,,,10,StNs,1862,,11.4
165,格器,2020-01-07 23:00,10,,89,,,,10,ScAs,2000,,10.6
165,格器,2020-01-08 00:00,8.4,.8,86,,,,8,Sc,1874,,9.3
165,格器,2020-01-08 01:00,7.7,,86,,,,10,StNs,1700,,8.6
165,格器,2020-01-08 02:00,6.5,,88,,,,10,StNs,1500,,7.7
165,格器,2020-01-08 03:00,5.9,.1,84,,,,10,StNs,1699,,7
165,格器,2020-01-08 04:00,4.8,,91,,,,10,StNs,649,,6.5
165,格器,2020-01-08 05:00,5.2,,86,,,,10,StNs,1884,,6.3
165,格器,2020-01-08 06:00,4.6,.3,88,,,,10,StNs,1296,,5.9
165,格器,2020-01-08 07:00,4.9,,80,,,,10,ScAs,1184,,5.7
165,格器,2020-01-08 08:00,4.7,,73,0,.01,,10,ScAs,1495,,5
165,格器,2020-01-08 09:00,4.2,.1,74,0,.04,,10,ScAs,1461,,4.7
165,格器,2020-01-08 10:00,4,,71,0,.11,,10,ScAs,1811,,4.7
165,格器,2020-01-08 11:00,4.1,,71,0,.18,,10,ScAs,1780,,4.7
165,格器,2020-01-08 12:00,3.9,,68,0,.18,,10,ScAs,1947,,4.6
165,格器,2020-01-08 13:00,3.9,,71,0,.24,,10,ScAs,1914,,4.9
165,格器,2020-01-08 14:00,3.9,,70,0,.26,,10,ScAs,1895,,4.8
165,格器,2020-01-08 15:00,3.9,,72,0,.22,,10,ScAs,1739,,4.7
165,格器,2020-01-08 16:00,3.9,,74,0,.12,,10,ScAs,1562,,4.4
165,格器,2020-01-08 17:00,3.9,,73,0,.06,,10,ScAs,1240,,4.3
165,格器,2020-01-08 18:00,3.8,,72,0,.02,,10,ScAs,1223,,4.1
165,格器,2020-01-08 19:00,3.7,,71,,,,9,,1259,,3.9
165,格器,2020-01-08 20:00,3.6,,71,,,,9,,1378,,3.8
165,格器,2020-01-08 21:00,3.6,,72,,,,9,Sc,1209,,3.8
165,格器,2020-01-08 22:00,3.5,,67,,,,9,,1328,,3.5
165,格器,2020-01-08 23:00,3.5,,71,,,,9,,1329,,3.5
165,格器,2020-01-09 00:00,3.6,,68,,,,9,Sc,1594,,3.4
165,格器,2020-01-09 01:00,3.6,,67,,,,10,,1710,,3.4
165,格器,2020-01-09 02:00,3.5,,66,,,,10,,1710,,3.2
165,格器,2020-01-09 03:00,3.4,,64,,,,10,ScAs,1970,,3.1
165,格器,2020-01-09 04:00,3.4,,68,,,,10,ScAs,1843,,3.2
165,格器,2020-01-09 05:00,3.3,,70,,,,10,ScAs,1636,,3.2
165,格器,2020-01-09 06:00,3.2,,65,,,,9,Sc,1851,,3.1
165,格器,2020-01-09 07:00,3.2,,67,,,,9,Sc,1854,,3.1
165,格器,2020-01-09 08:00,3.1,,71,0,0,,8,Sc,1637,,3.1
165,格器,2020-01-09 09:00,3.3,,66,0,.21,,7,Sc,1673,,3.7
165,格器,2020-01-09 10:00,3.4,,63,.2,.48,,9,Sc,1917,,4.6
165,格器,2020-01-09 11:00,3.8,,63,.5,.91,,9,Sc,1957,,6.6
165,格器,2020-01-09 12:00,3.9,,61,.8,1.13,,7,Sc,1988,,6.9
165,格器,2020-01-09 13:00,3.7,,64,.1,.83,,8,Sc,1976,,6.2
165,格器,2020-01-09 14:00,3.8,,65,0,.76,,7,Sc,2000,,6.2
165,格器,2020-01-09 15:00,3.7,,65,0,.7,,6,Sc,2000,,5.9
165,格器,2020-01-09 16:00,3.6,,64,0,.59,,7,Sc,2000,,5.1
165,格器,2020-01-09 17:00,3.5,,66,0,.24,,7,Sc,2000,,4.1
165,格器,2020-01-09 18:00,3.1,,67,0,.06,,4,Sc,2000,,3
165,格器,2020-01-09 19:00,2.7,,69,,,,8,,2000,,2.2
165,格器,2020-01-09 20:00,2.7,,73,,,,9,,2000,,2.7
165,格器,2020-01-09 21:00,2.6,,73,,,,8,Sc,2000,,2.9
165,格器,2020-01-09 22:00,2.7,,72,,,,9,,2000,,2.8
165,格器,2020-01-09 23:00,2.8,,70,,,,9,,2000,,2.6
165,格器,2020-01-10 00:00,2.7,,72,,,,9,Sc,2000,,2.6
165,格器,2020-01-10 01:00,2.6,,72,,,,9,,2000,,2.4
165,格器,2020-01-10 02:00,2.2,,73,,,,4,,2000,,1.6
165,格器,2020-01-10 03:00,.6,,80,,,,2,Sc,1744,,.6
165,格器,2020-01-10 04:00,.1,,82,,,,0,,1298,,.1
165,格器,2020-01-10 05:00,-.3,,81,,,,3,Ci,1332,,-.3
165,格器,2020-01-10 06:00,-.6,,80,,,,0,,1434,,0
165,格器,2020-01-10 07:00,-.7,,79,,,,0,,1609,,0
165,格器,2020-01-10 08:00,-.8,,78,0,.02,,6,Ac,1566,,.1
165,格器,2020-01-10 09:00,-.1,,75,.8,.42,,6,Ac,1465,,.4
165,格器,2020-01-10 10:00,.9,,66,1,.98,,0,,1516,,3.5
165,格器,2020-01-10 11:00,1.6,,61,1,1.51,,2,Ci,1682,,8
165,格器,2020-01-10 12:00,2.5,,54,1,1.87,,0,,1728,,9.1
165,格器,2020-01-10 13:00,3.5,,54,1,1.7,,3,Ci,1921,,8.9
165,格器,2020-01-10 14:00,4.5,,49,1,1.96,,4,Ci,1788,,11.3
165,格器,2020-01-10 15:00,4.5,,54,1,1.63,,3,Ci,1953,,9.9
165,格器,2020-01-10 16:00,3.6,,55,1,1.07,,2,Ci,1994,,6.5
165,格器,2020-01-10 17:00,3.1,,61,1,.5,,5,Ci,1757,,4.1
165,格器,2020-01-10 18:00,2.6,,68,.2,.08,,5,Ci,1876,,2.6
165,格器,2020-01-10 19:00,2.5,,74,,,,3,,1538,,2.1
165,格器,2020-01-10 20:00,1.9,,74,,,,6,,1550,,1.7
165,格器,2020-01-10 21:00,1.3,,74,,,,8,ScCi,1424,,1.3
165,格器,2020-01-10 22:00,1.2,,75,,,,8,,1552,,1.2
165,格器,2020-01-10 23:00,1.5,,72,,,,10,,1713,,1.3
165,格器,2020-01-11 00:00,1.5,,73,,,,8,AcCi,1781,,1.4
165,格器,2020-01-11 01:00,1.5,,73,,,,9,,1636,,1.3
165,格器,2020-01-11 02:00,1.6,,69,,,,8,,1328,,1.1
165,格器,2020-01-11 03:00,1.5,,63,,,,7,Ci,1201,,.5
165,格器,2020-01-11 04:00,.7,,68,,,,7,Ci,1224,,.3
165,格器,2020-01-11 05:00,1,,69,,,,8,Ci,1499,,.3
165,格器,2020-01-11 06:00,1.1,,70,,,,8,Ci,1578,,.1
165,格器,2020-01-11 07:00,.7,,74,,,,6,ScCi,1451,,-.1
165,格器,2020-01-11 08:00,.8,,68,0,.01,,9,Sc,1331,,.9
165,格器,2020-01-11 09:00,1.5,,67,.5,.3,,7,Sc,1200,,2
165,格器,2020-01-11 10:00,2.6,,62,.6,.64,,9,Sc,1190,,5.4
165,格器,2020-01-11 11:00,4,,58,.9,1.22,,3,Sc,1151,,13.5
165,格器,2020-01-11 12:00,5,,59,1,1.69,,1,Sc,1233,,15.8
165,格器,2020-01-11 13:00,5.6,,58,1,1.87,,2,Sc,1084,,14
165,格器,2020-01-11 14:00,6,,58,1,1.78,,3,Sc,1286,,14.4
165,格器,2020-01-11 15:00,5.6,,53,1,1.49,,3,ScCi,1636,,9.5
165,格器,2020-01-11 16:00,5.3,,56,1,1.05,,3,ScCi,1652,,7.6
165,格器,2020-01-11 17:00,4.7,,66,.5,.38,,7,AcCi,1347,,5.5
165,格器,2020-01-11 18:00,4.1,,68,0,.04,,10,As,1110,,4.5
165,格器,2020-01-11 19:00,3.7,,71,,,,7,,1258,,3.8
165,格器,2020-01-11 20:00,3.4,,70,,,,9,,1566,,3.5
165,格器,2020-01-11 21:00,3,,66,,,,8,AcCi,1999,,3.1
165,格器,2020-01-11 22:00,2.7,,66,,,,10,,1990,,2.9
165,格器,2020-01-11 23:00,2.5,,67,,,,9,,1970,,2.7
165,格器,2020-01-12 00:00,2.6,,71,,,,7,Ac,2000,,2.5
165,格器,2020-01-12 01:00,2.7,,69,,,,9,,2000,,2.8
165,格器,2020-01-12 02:00,2.8,,69,,,,10,,2000,,3
165,格器,2020-01-12 03:00,3,,67,,,,8,ScAc,1995,,3
165,格器,2020-01-12 04:00,3.1,,69,,,,10,ScAs,1990,,3.3
165,格器,2020-01-12 05:00,3.2,,68,,,,10,ScAs,2000,,3.3
165,格器,2020-01-12 06:00,3.1,,67,,,,6,ScAc,2000,,2.4
165,格器,2020-01-12 07:00,3,,64,,,,7,Sc,2000,,2.9
165,格器,2020-01-12 08:00,2.8,,66,0,0,,8,Sc,2000,,2.6
165,格器,2020-01-12 09:00,3.1,,66,0,.11,,9,Sc,2000,,3.7
165,格器,2020-01-12 10:00,3.4,,64,.1,.33,,9,Sc,2000,,5.3
165,格器,2020-01-12 11:00,3.4,,62,0,.37,,10,ScAs,2000,,4.3
165,格器,2020-01-12 12:00,3.7,,58,0,.54,,9,Sc,2000,,6.2
165,格器,2020-01-12 13:00,3.8,,58,0,.62,,9,Sc,2000,,7
165,格器,2020-01-12 14:00,3.8,,57,0,.8,,9,Sc,2000,,7.7
165,格器,2020-01-12 15:00,3.7,,57,0,.56,,9,Sc,2000,,6
165,格器,2020-01-12 16:00,3.6,,60,0,.35,,9,Sc,2000,,4.7
165,格器,2020-01-12 17:00,3.6,,61,.1,.22,,8,Sc,2000,,4.3
165,格器,2020-01-12 18:00,3.4,,61,0,.04,,9,Sc,2000,,3.4
165,格器,2020-01-12 19:00,3.3,,58,,,,9,,2000,,3.2
165,格器,2020-01-12 20:00,3.2,,62,,,,9,,2000,,3.2
165,格器,2020-01-12 21:00,3.2,,63,,,,7,Sc,2000,,3.1
165,格器,2020-01-12 22:00,3,,64,,,,9,,2000,,3
165,格器,2020-01-12 23:00,3.2,,61,,,,9,,2000,,3.1
165,格器,2020-01-13 00:00,3.1,,62,,,,8,Sc,2000,,2.9
165,格器,2020-01-13 01:00,2.9,,63,,,,9,,2000,,2.9
165,格器,2020-01-13 02:00,2.8,,60,,,,9,,2000,,2.8
165,格器,2020-01-13 03:00,2.8,,61,,,,8,Sc,2000,,2.8
165,格器,2020-01-13 04:00,2.8,,62,,,,7,Sc,2000,,2.6
165,格器,2020-01-13 05:00,2.3,,70,,,,10,ScAs,2000,,2.2
165,格器,2020-01-13 06:00,2.5,,66,,,,8,Sc,2000,,2.3
165,格器,2020-01-13 07:00,2.2,,74,,,,8,Sc,2000,,2
165,格器,2020-01-13 08:00,2.3,,68,0,.01,,10,ScAs,2000,,2.4
165,格器,2020-01-13 09:00,2.7,,61,0,.14,,9,Sc,2000,,3.7
165,格器,2020-01-13 10:00,3.1,,59,.5,.65,,9,Sc,2000,,6.7
165,格器,2020-01-13 11:00,3.3,,55,.9,1.33,,6,Sc,2000,,11.3
165,格器,2020-01-13 12:00,3.2,,55,.3,.87,,8,Sc,2000,,12.3
165,格器,2020-01-13 13:00,3.8,,50,.8,1.69,,7,Sc,1963,,14.4
165,格器,2020-01-13 14:00,3.3,,57,.9,1.52,,7,Sc,2000,,9.5
165,格器,2020-01-13 15:00,3.2,,56,.8,1.44,,8,Sc,2000,,8.2
165,格器,2020-01-13 16:00,2.5,,61,.3,.73,,7,Sc,2000,,5.4
165,格器,2020-01-13 17:00,2.1,,62,.2,.29,,7,Sc,2000,,3.5
165,格器,2020-01-13 18:00,1.8,,62,0,.04,,2,Sc,2000,,2
165,格器,2020-01-13 19:00,1.5,,64,,,,7,,2000,,1.4
165,格器,2020-01-13 20:00,.8,,66,,,,8,,2000,,.5
165,格器,2020-01-13 21:00,.7,,63,,,,4,Sc,2000,,1
165,格器,2020-01-13 22:00,.2,,66,,,,9,,2000,,.2
165,格器,2020-01-13 23:00,.1,,65,,,,10,,2000,,.6
165,格器,2020-01-14 00:00,-.3,,64,,,,10,,2000,,0
165,格器,2020-01-14 01:00,-.2,,62,,,,10,,2000,,.5
165,格器,2020-01-14 02:00,-.3,,59,,,,10,,2000,,.6
165,格器,2020-01-14 03:00,-.4,,59,,,,10,As,2000,,.6
165,格器,2020-01-14 04:00,-.5,,55,,,,10,ScAs,2000,,.5
165,格器,2020-01-14 05:00,-.3,,52,,,,10,ScAs,2000,,.5
165,格器,2020-01-14 06:00,-.4,,56,,,,10,ScAs,2000,,.4
165,格器,2020-01-14 07:00,-.4,,61,,,,10,ScAs,2000,,.4
165,格器,2020-01-14 08:00,-.5,,60,0,.01,,10,ScAs,2000,,.4
165,格器,2020-01-14 09:00,-.2,,59,0,.12,,10,ScAs,2000,,1.9
165,格器,2020-01-14 10:00,.5,,61,0,.38,,10,ScAs,2000,,3.7
165,格器,2020-01-14 11:00,1.4,,54,0,.53,,10,As,2000,,6.3
165,格器,2020-01-14 12:00,2,,53,.1,.69,,10,As,2000,,7.2
165,格器,2020-01-14 13:00,3,,47,.6,1.3,,7,Ac,2000,,14.2
165,格器,2020-01-14 14:00,3.5,,49,1,1.64,,6,Ac,2000,,13.4
165,格器,2020-01-14 15:00,3.9,,52,1,1.58,,5,Ci,2000,,12.5
165,格器,2020-01-14 16:00,3.8,,57,1,1.12,,4,Ci,1989,,10
165,格器,2020-01-14 17:00,3.1,,64,.7,.54,,5,Sc,2000,,5.5
165,格器,2020-01-14 18:00,2.4,,71,0,.07,,0,,1991,,2.7
165,格器,2020-01-14 19:00,1.8,,73,,,,6,,1783,,2.1
165,格器,2020-01-14 20:00,1.3,,73,,,,5,,1866,,.3
165,格器,2020-01-14 21:00,1,,77,,,,7,Sc,1548,,1.8
165,格器,2020-01-14 22:00,1.6,,78,,,,9,,1138,,2.2
165,格器,2020-01-14 23:00,1.2,,81,,,,8,Sc,1221,,1.9
165,格器,2020-01-15 00:00,.8,0,74,,,,3,,1462,,.3
165,格器,2020-01-15 01:00,.2,,76,,,,0,,1300,,-.6
165,格器,2020-01-15 02:00,-.6,,74,,,,0,,1243,,-1.3
165,格器,2020-01-15 03:00,-1.2,,73,,,,0,,1246,,-1.5
165,格器,2020-01-15 04:00,-1.5,,74,,,,6,Sc,1153,,-1.3
