瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
165,格器,2017-01-02 11:00,9.7,,76,.9,1.02,,5,Sc,656,,10
165,格器,2017-01-02 12:00,11,,68,1,1.4,,0,,829,,11.2
165,格器,2017-01-02 13:00,12.2,,64,1,1.65,,6,Sc,1453,,13.9
165,格器,2017-01-02 14:00,12.3,,67,1,1.43,,0,,1525,,14.1
165,格器,2017-01-02 15:00,12.2,,73,1,1.15,,3,Sc,1981,,12.6
165,格器,2017-01-02 16:00,11.2,,83,.6,.73,,2,Sc,1977,,12.3
165,格器,2017-01-02 17:00,10.5,,88,0,.24,,5,Sc,1457,,10
165,格器,2017-01-02 18:00,9.3,,97,0,.02,,1,Sc,1097,,7.1
165,格器,2017-01-02 19:00,8.5,,98,,,,,,769,,7.2
165,格器,2017-01-02 20:00,8.2,,98,,,,,,469,,6.9
165,格器,2017-01-02 21:00,7.8,,98,,,,4,Sc,387,,6
165,格器,2017-01-02 22:00,7.1,,98,,,,,,240,,5.4
165,格器,2017-01-02 23:00,6.7,,98,,,,,,230,,5.5
165,格器,2017-01-03 00:00,5.7,,98,,,,3,,168,,4.5
165,格器,2017-01-03 01:00,5.6,,97,,,,,,165,,4.4
165,格器,2017-01-03 02:00,5.7,,93,,,,,,175,,4.5
165,格器,2017-01-03 03:00,5.3,,97,,,,0,,181,,3.7
165,格器,2017-01-03 04:00,4.8,,97,,,,0,,207,,3.2
165,格器,2017-01-03 05:00,3.9,,98,,,,0,,187,,2.3
165,格器,2017-01-03 06:00,3.2,,98,,,,0,,266,,1.8
165,格器,2017-01-03 07:00,2.8,,97,,,,0,,279,,1.5
165,格器,2017-01-03 08:00,2.2,,96,0,0,,0,,292,,1.3
165,格器,2017-01-03 09:00,2.9,,96,.3,.23,,0,,294,,3.6
165,格器,2017-01-03 10:00,4.6,,85,1,.67,,0,,347,,8.1
165,格器,2017-01-03 11:00,6.1,,78,1,1.09,,0,,390,,7.6
165,格器,2017-01-03 12:00,8.2,,69,1,1.44,,0,,619,,9.3
165,格器,2017-01-03 13:00,9,,65,1,1.59,,0,,716,,11.6
165,格器,2017-01-03 14:00,9.9,,64,1,1.5,,0,,672,,12.4
165,格器,2017-01-03 15:00,10.2,,61,1,1.26,,0,,1190,,10.4
165,格器,2017-01-03 16:00,9.6,,55,1,.88,,0,,1330,,10.8
165,格器,2017-01-03 17:00,8.4,,77,1,.4,,0,,1041,,7
165,格器,2017-01-03 18:00,6.7,,84,.2,.04,,0,,947,,5
165,格器,2017-01-03 19:00,5.4,,89,,,,,,662,,3.9
165,格器,2017-01-03 20:00,4.7,,91,,,,,,633,,3.2
165,格器,2017-01-03 21:00,3.9,,98,,,,0,,468,,2.4
165,格器,2017-01-03 22:00,3.6,,97,,,,,,469,,1.9
165,格器,2017-01-03 23:00,3.4,,98,,,,,,392,,1.6
165,格器,2017-01-04 00:00,2.5,,98,,,,0,,288,,1.2
165,格器,2017-01-04 01:00,2.3,,98,,,,,,370,,1
165,格器,2017-01-04 02:00,2.1,,98,,,,,,387,,.9
165,格器,2017-01-04 03:00,2.1,,98,,,,0,,389,,.7
165,格器,2017-01-04 04:00,1.7,,98,,,,0,,387,,.6
165,格器,2017-01-04 05:00,1.8,,98,,,,0,,359,,.6
165,格器,2017-01-04 06:00,1.5,,98,,,,0,,417,,.6
165,格器,2017-01-04 07:00,1.3,,98,,,,2,Sc,348,,.6
165,格器,2017-01-04 08:00,1.4,,98,0,.01,,7,Sc,230,,1.4
165,格器,2017-01-04 09:00,2.1,,98,0,.2,,7,Sc,398,,3.3
165,格器,2017-01-04 10:00,3.4,,95,0,.44,,9,Sc,396,,6.4
165,格器,2017-01-04 11:00,5.2,,86,.2,.69,,9,Sc,485,,9.2
165,格器,2017-01-04 12:00,7,,80,.2,.88,,6,Sc,503,,12
165,格器,2017-01-04 13:00,8.8,,81,1,1.33,,4,ScCi,461,,13.7
165,格器,2017-01-04 14:00,10.2,,77,.9,1.28,,9,Sc,452,,15
165,格器,2017-01-04 15:00,11.1,,78,.8,.99,,7,Sc,412,,12.7
165,格器,2017-01-04 16:00,10.4,,83,1,.7,,4,ScCi,366,,11.1
165,格器,2017-01-04 17:00,9.9,,87,.3,.3,,5,ScCi,303,,8
165,格器,2017-01-04 18:00,8.1,,95,0,.02,,8,Sc,229,,5.8
165,格器,2017-01-04 19:00,6.8,,98,,,,,,210,,4.8
165,格器,2017-01-04 20:00,5.9,,98,,,,,,183,,4.1
165,格器,2017-01-04 21:00,5.3,,98,,,,0,,181,,3.6
165,格器,2017-01-04 22:00,4.8,,98,,,,,,156,,3.4
165,格器,2017-01-04 23:00,4.5,,98,,,,,,145,,3.7
165,格器,2017-01-05 00:00,4.2,,98,,,,9,Ci,136,,3.6
165,格器,2017-01-05 01:00,3.8,,98,,,,,,208,,3.2
165,格器,2017-01-05 02:00,3.9,,87,,,,,,565,,3.6
165,格器,2017-01-05 03:00,4,,83,,,,9,Ac,583,,3.8
165,格器,2017-01-05 04:00,3.7,,81,,,,9,Ac,663,,3.7
165,格器,2017-01-05 05:00,3.3,,79,,,,8,Ac,797,,3.2
165,格器,2017-01-05 06:00,3.3,,63,,,,8,Ac,1141,,3.4
165,格器,2017-01-05 07:00,3.1,,74,,,,2,Ac,894,,2.9
165,格器,2017-01-05 08:00,3,,74,0,0,,10,As,874,,3.6
165,格器,2017-01-05 09:00,3.4,,75,0,.11,,9,Ac,806,,5.1
165,格器,2017-01-05 10:00,4.2,,74,0,.22,,8,Ac,656,,5.9
165,格器,2017-01-05 11:00,5.1,,73,0,.3,,10,As,610,,7.6
165,格器,2017-01-05 12:00,5.9,,72,0,.39,,8,Ac,496,,9
165,格器,2017-01-05 13:00,7,,71,0,.49,,9,Ac,426,,10.1
165,格器,2017-01-05 14:00,7.8,,72,0,.52,,10,As,493,,11.1
165,格器,2017-01-05 15:00,8,,72,0,.32,,9,Ac,526,,9.9
165,格器,2017-01-05 16:00,8.4,,76,0,.28,,9,Ac,538,,9.3
165,格器,2017-01-05 17:00,8.2,,80,0,.14,,9,Ac,509,,8.1
165,格器,2017-01-05 18:00,7.7,,89,0,.01,,10,ScAs,421,,7.1
165,格器,2017-01-05 19:00,8,,77,,,,,,583,,6.9
165,格器,2017-01-05 20:00,8.5,,76,,,,,,1130,,6.9
165,格器,2017-01-05 21:00,8.7,0,79,,,,10,StNs,1351,,6.7
165,格器,2017-01-05 22:00,8.4,,84,,,,10,StNs,1850,,6.7
165,格器,2017-01-05 23:00,7.9,,92,,,,10,StNs,855,,6.5
165,格器,2017-01-06 00:00,7.6,.3,91,,,,10,StNs,1075,,6.4
165,格器,2017-01-06 01:00,7.2,,95,,,,10,StNs,823,,6.3
165,格器,2017-01-06 02:00,7.2,,88,,,,10,StNs,1935,,6.1
165,格器,2017-01-06 03:00,6.9,.3,90,,,,10,StNs,1945,,6
165,格器,2017-01-06 04:00,6.8,,89,,,,10,StNs,2000,,5.9
165,格器,2017-01-06 05:00,6.7,,87,,,,10,StNs,2000,,5.8
165,格器,2017-01-06 06:00,6.7,.1,84,,,,10,ScAs,2000,,5.7
165,格器,2017-01-06 07:00,6.6,,82,,,,10,As,2000,,5.7
165,格器,2017-01-06 08:00,6.7,,79,0,0,,8,Ac,2000,,5.6
165,格器,2017-01-06 09:00,6.8,,77,0,.12,,8,Ac,2000,,6.7
165,格器,2017-01-06 10:00,8.2,,72,.5,.58,,3,Ac,2000,,11.3
165,格器,2017-01-06 11:00,8.8,,66,.1,.71,,7,Ac,2000,,12.1
165,格器,2017-01-06 12:00,9.6,,61,0,.81,,8,Sc,2000,,13.3
165,格器,2017-01-06 13:00,11.4,,56,.7,1.31,,3,Sc,2000,,14
165,格器,2017-01-06 14:00,11.3,,60,.8,1.28,,3,Sc,2000,,13.6
165,格器,2017-01-06 15:00,12,,58,.5,.82,,0,,2000,,11.8
165,格器,2017-01-06 16:00,11.9,,60,1,.88,,0,,2000,,12.6
165,格器,2017-01-06 17:00,11.1,,77,1,.39,,4,Ci,1954,,8.9
165,格器,2017-01-06 18:00,8.4,,90,.2,.04,,4,Ci,1762,,6.7
165,格器,2017-01-06 19:00,7.1,,97,,,,,,1233,,5.7
165,格器,2017-01-06 20:00,6.7,,98,,,,,,1038,,5
165,格器,2017-01-06 21:00,5.9,,98,,,,4,Ci,1020,,4.4
165,格器,2017-01-06 22:00,5.7,,98,,,,,,1020,,3.9
165,格器,2017-01-06 23:00,5.3,,98,,,,,,1031,,3.4
165,格器,2017-01-07 00:00,5.3,,98,,,,5,Ci,1020,,3.5
165,格器,2017-01-07 01:00,4.7,,98,,,,,,588,,3.2
165,格器,2017-01-07 02:00,4.7,,98,,,,,,940,,3
165,格器,2017-01-07 03:00,4.5,,98,,,,7,Ac,768,,2.9
165,格器,2017-01-07 04:00,3.9,,95,,,,4,Ci,1150,,2.3
165,格器,2017-01-07 05:00,4,,87,,,,5,AcCi,1789,,2.6
165,格器,2017-01-07 06:00,4.5,,85,,,,5,Ac,1603,,3
165,格器,2017-01-07 07:00,4.3,,85,,,,2,Ac,1434,,3.4
165,格器,2017-01-07 08:00,4.1,,86,0,0,,4,Ac,1267,,3
165,格器,2017-01-07 09:00,4.6,,83,0,.15,,7,AcCi,1197,,4.9
165,格器,2017-01-07 10:00,5.9,,78,0,.45,,7,AcCi,1412,,7.6
165,格器,2017-01-07 11:00,6.5,,75,0,.5,,8,AcCi,1292,,9.2
165,格器,2017-01-07 12:00,7.9,,70,.1,.63,,8,AcCi,1532,,11
165,格器,2017-01-07 13:00,9.9,,61,.4,.97,,7,AcCi,1844,,13.6
165,格器,2017-01-07 14:00,9.5,,66,0,.43,,10,As,1714,,10.7
165,格器,2017-01-07 15:00,9.4,,76,0,.32,,10,As,1328,,10.1
165,格器,2017-01-07 16:00,9.2,,81,0,.18,,10,As,1124,,9.4
165,格器,2017-01-07 17:00,8.8,,88,0,.1,,10,As,839,,8.5
165,格器,2017-01-07 18:00,8.4,,78,0,0,,10,As,1237,,7.5
165,格器,2017-01-07 19:00,8.2,,73,,,,,,1278,,7.3
165,格器,2017-01-07 20:00,8,,76,,,,,,1103,,7.1
165,格器,2017-01-07 21:00,7.8,,88,,,,10,As,805,,7
165,格器,2017-01-07 22:00,7.6,,96,,,,10,StNs,624,,7
165,格器,2017-01-07 23:00,7.2,,97,,,,10,StNs,630,,6.8
165,格器,2017-01-08 00:00,6.9,.7,98,,,,10,StNs,308,,6.7
165,格器,2017-01-08 01:00,6.6,,98,,,,10,StNs,300,,6.6
165,格器,2017-01-08 02:00,6.2,,98,,,,10,StNs,328,,6.5
165,格器,2017-01-08 03:00,6.4,1.7,98,,,,10,StNs,354,,6.5
165,格器,2017-01-08 04:00,6.5,,98,,,,10,ScAs,921,,6.5
165,格器,2017-01-08 05:00,6.6,,98,,,,10,ScAs,1437,,6.6
165,格器,2017-01-08 06:00,7.1,0,90,,,,10,ScAs,2000,,6.6
165,格器,2017-01-08 07:00,6.8,,98,,,,10,ScAs,1427,,6.5
165,格器,2017-01-08 08:00,6.1,,98,0,.01,,1,Sc,1566,,5.1
165,格器,2017-01-08 09:00,6.3,,96,0,.16,,9,Sc,1386,,7.5
165,格器,2017-01-08 10:00,7.7,,85,.5,.58,,9,Sc,1794,,10.1
165,格器,2017-01-08 11:00,8.8,,82,0,.75,,6,ScAc,1333,,12.6
165,格器,2017-01-08 12:00,9.5,,81,0,.92,,9,Sc,983,,13.8
165,格器,2017-01-08 13:00,10,,74,.9,1.48,,1,Sc,1101,,14.2
165,格器,2017-01-08 14:00,10.4,,78,1,1.45,,2,Sc,937,,13.8
165,格器,2017-01-08 15:00,11.2,,72,.9,1.1,,6,Ac,1575,,12.5
165,格器,2017-01-08 16:00,10.4,,81,0,.55,,10,As,1095,,12.2
165,格器,2017-01-08 17:00,9.2,,79,.4,.36,,7,Sc,623,,9.4
165,格器,2017-01-08 18:00,8.1,,89,.1,.05,,6,ScAc,607,,7.2
165,格器,2017-01-08 19:00,7.6,,94,,,,,,508,,7
165,格器,2017-01-08 20:00,7.6,,95,,,,,,731,,7.1
165,格器,2017-01-08 21:00,7.3,,95,,,,7,ScAc,1139,,6.8
165,格器,2017-01-08 22:00,7.1,,94,,,,,,1384,,7
165,格器,2017-01-08 23:00,7.1,,93,,,,,,1154,,6.7
165,格器,2017-01-09 00:00,7.1,,93,,,,10,,1098,,6.8
165,格器,2017-01-09 01:00,7.1,,92,,,,,,882,,6.8
165,格器,2017-01-09 02:00,6.7,,97,,,,,,508,,6.6
165,格器,2017-01-09 03:00,6.2,0,89,,,,10,ScAs,1012,,6
165,格器,2017-01-09 04:00,6,,86,,,,10,ScAs,1062,,5.9
165,格器,2017-01-09 05:00,5.8,,80,,,,10,ScAs,1358,,5.6
165,格器,2017-01-09 06:00,5.6,,80,,,,10,ScAs,1441,,5.4
165,格器,2017-01-09 07:00,5.1,,86,,,,10,StNs,1992,,4.9
165,格器,2017-01-09 08:00,5.2,,77,0,0,,10,ScAs,1229,,5
165,格器,2017-01-09 09:00,5.4,0,79,0,0,,10,ScAs,573,,5.2
165,格器,2017-01-09 10:00,6,,71,.1,.25,,10,ScAs,791,,6.8
165,格器,2017-01-09 11:00,6.8,,69,.5,.82,,7,Sc,1591,,9.1
165,格器,2017-01-09 12:00,6.4,,68,.3,.75,,9,Sc,2000,,9.2
165,格器,2017-01-09 13:00,6.8,,69,.3,.79,,9,CuSc,1964,,11.2
165,格器,2017-01-09 14:00,7.3,,64,1,1.54,,3,Sc,1889,,12.4
165,格器,2017-01-09 15:00,7.1,,69,1,1.49,,7,Sc,1950,,9.8
165,格器,2017-01-09 16:00,6.9,,70,1,.92,,3,Sc,1877,,10.4
165,格器,2017-01-09 17:00,5.5,,75,.6,.31,,2,Sc,1843,,6.5
165,格器,2017-01-09 18:00,4.4,,77,.1,.05,,6,Sc,1811,,4.4
165,格器,2017-01-09 19:00,4,,78,,,,,,1991,,3.6
165,格器,2017-01-09 20:00,3.5,,79,,,,,,2000,,2.9
165,格器,2017-01-09 21:00,3.1,,76,,,,0,,2000,,2.4
165,格器,2017-01-09 22:00,2.9,,77,,,,,,2000,,2
165,格器,2017-01-09 23:00,2.8,,77,,,,,,2000,,1.8
165,格器,2017-01-10 00:00,2.8,,74,,,,0,,2000,,1.5
165,格器,2017-01-10 01:00,2.9,,74,,,,,,2000,,1.6
165,格器,2017-01-10 02:00,3,,73,,,,,,2000,,2
165,格器,2017-01-10 03:00,2.8,,73,,,,6,Sc,2000,,2
165,格器,2017-01-10 04:00,3,,74,,,,7,Sc,2000,,2.4
165,格器,2017-01-10 05:00,3,,73,,,,8,Sc,2000,,2.6
165,格器,2017-01-10 06:00,3.1,,70,,,,8,Sc,2000,,2.8
165,格器,2017-01-10 07:00,3.2,,69,,,,9,Sc,2000,,2.9
165,格器,2017-01-10 08:00,3.3,,64,0,0,,9,Sc,2000,,3
165,格器,2017-01-10 09:00,3.4,,69,0,.09,,9,Sc,2000,,3.9
165,格器,2017-01-10 10:00,3.9,,61,0,.23,,9,Sc,2000,,5.1
165,格器,2017-01-10 11:00,4.7,,61,.2,.63,,9,Sc,2000,,7.7
165,格器,2017-01-10 12:00,4.4,,62,.1,.46,,9,Sc,2000,,7.4
165,格器,2017-01-10 13:00,5,,68,.4,.93,,9,Sc,2000,,10.9
165,格器,2017-01-10 14:00,6.4,,62,1,1.59,,1,Sc,2000,,11.9
165,格器,2017-01-10 15:00,5.9,,71,1,1.05,,6,Sc,2000,,8
165,格器,2017-01-10 16:00,5.1,,72,.7,.66,,5,Sc,2000,,7.9
165,格器,2017-01-10 17:00,4.5,,80,.5,.36,,8,Sc,2000,,5.6
165,格器,2017-01-10 18:00,3.8,0,96,.1,.02,,8,CuSc,2000,,4.5
165,格器,2017-01-10 19:00,3.4,,83,,,,9,Sc,1942,,3.8
165,格器,2017-01-10 20:00,2.9,,81,,,,,,1981,,3.2
165,格器,2017-01-10 21:00,2.2,0,73,,,,1,Sc,2000,,2.3
165,格器,2017-01-10 22:00,2,,70,,,,,,2000,,1.8
165,格器,2017-01-10 23:00,2,,67,,,,,,2000,,1.9
165,格器,2017-01-11 00:00,1.7,,66,,,,4,Sc,2000,,1.6
165,格器,2017-01-11 01:00,1.8,,62,,,,,,2000,,1.9
165,格器,2017-01-11 02:00,1.5,,72,,,,,,2000,,1.9
165,格器,2017-01-11 03:00,1,,73,,,,9,Sc,2000,,1.8
165,格器,2017-01-11 04:00,.7,,76,,,,9,Sc,2000,,1.7
165,格器,2017-01-11 05:00,-.1,,74,,,,8,CuSc,1969,,1.6
165,格器,2017-01-11 06:00,-.7,0,76,,,,8,CuSc,2000,,1.1
165,格器,2017-01-11 07:00,-1.3,,72,,,,9,Sc,2000,,.9
165,格器,2017-01-11 08:00,-1.6,,68,0,0,,10,Sc,2000,,.7
165,格器,2017-01-11 09:00,-1.4,0,59,.3,.19,,9,Sc,2000,,2.4
165,格器,2017-01-11 10:00,.4,,49,1,.78,,5,Sc,2000,,6.8
165,格器,2017-01-11 11:00,2.1,,46,1,1.27,,0,,2000,,3.7
165,格器,2017-01-11 12:00,2.6,,47,1,1.58,,0,,1997,,5.6
165,格器,2017-01-11 13:00,3.2,,49,1,1.71,,0,,2000,,11.5
165,格器,2017-01-11 14:00,3.3,,51,1,1.64,,0,,2000,,11.9
165,格器,2017-01-11 15:00,4,,54,1,1.38,,1,Sc,2000,,8.4
165,格器,2017-01-11 16:00,3.7,,58,1,1.08,,6,Sc,2000,,8.9
165,格器,2017-01-11 17:00,3.3,,61,1,.47,,3,ScCi,2000,,4.5
165,格器,2017-01-11 18:00,2.8,,65,.2,.06,,7,Sc,2000,,3.7
165,格器,2017-01-11 19:00,3,,83,,,,,,2000,,3.8
165,格器,2017-01-11 20:00,2.6,,91,,,,4,Sc,2000,,3.4
165,格器,2017-01-11 21:00,2.8,0,89,,,,6,Sc,2000,,2.7
165,格器,2017-01-11 22:00,2.6,,87,,,,,,2000,,2.6
165,格器,2017-01-11 23:00,2.4,,87,,,,,,1988,,2.5
165,格器,2017-01-12 00:00,1.8,,79,,,,6,,2000,,1.4
165,格器,2017-01-12 01:00,1.3,,84,,,,,,2000,,.5
165,格器,2017-01-12 02:00,.8,,86,,,,,,2000,,.2
165,格器,2017-01-12 03:00,1.1,,76,,,,1,Sc,2000,,.5
165,格器,2017-01-12 04:00,2.3,,70,,,,6,Ac,2000,,.9
165,格器,2017-01-12 05:00,3.3,,71,,,,4,Sc,2000,,1.1
165,格器,2017-01-12 06:00,3.2,,75,,,,3,Sc,2000,,1.1
165,格器,2017-01-12 07:00,4,,70,,,,7,Sc,2000,,1.7
165,格器,2017-01-12 08:00,4.3,,68,0,0,,4,ScCi,2000,,2
165,格器,2017-01-12 09:00,4.9,,69,0,.18,,7,Ci,2000,,4
165,格器,2017-01-12 10:00,5.7,,66,.1,.47,,10,ScAs,2000,,6.2
165,格器,2017-01-12 11:00,4.9,,87,0,.33,,10,ScAs,1683,,5.2
165,格器,2017-01-12 12:00,5.7,0,88,.2,.75,,6,Sc,1273,,9.4
165,格器,2017-01-12 13:00,7,,81,1,1.46,,10,ScAs,932,,14.2
165,格器,2017-01-12 14:00,7.1,,63,.5,.91,,4,Sc,671,,11.5
165,格器,2017-01-12 15:00,7,,65,.2,.79,,8,Sc,554,,10
165,格器,2017-01-12 16:00,6,,82,0,.36,,10,ScAs,433,,7.4
165,格器,2017-01-12 17:00,5.5,,92,0,.08,,10,ScAs,327,,5.7
165,格器,2017-01-12 18:00,5.6,0,65,0,.02,,6,Sc,537,,4.7
165,格器,2017-01-12 19:00,4.4,,91,,,,,,656,,3.2
165,格器,2017-01-12 20:00,3.2,,91,,,,,,685,,2.2
165,格器,2017-01-12 21:00,2.6,,90,,,,8,Sc,631,,1.8
165,格器,2017-01-12 22:00,2.1,,91,,,,,,723,,1.2
165,格器,2017-01-12 23:00,1.6,,90,,,,,,848,,.8
165,格器,2017-01-13 00:00,1.3,,88,,,,0,,990,,.4
165,格器,2017-01-13 01:00,1.2,,83,,,,,,1366,,.2
165,格器,2017-01-13 02:00,.9,,81,,,,,,1522,,.1
165,格器,2017-01-13 03:00,1.3,,74,,,,1,Sc,2000,,0
165,格器,2017-01-13 04:00,1.1,,75,,,,0,,2000,,-.1
165,格器,2017-01-13 05:00,1,,75,,,,0,,2000,,-.2
165,格器,2017-01-13 06:00,.2,,82,,,,1,Sc,2000,,-.5
165,格器,2017-01-13 07:00,-.5,,83,,,,4,Sc,2000,,-.8
165,格器,2017-01-13 08:00,-.4,,82,0,0,,8,Sc,1861,,0
165,格器,2017-01-13 09:00,0,0,80,0,.11,,8,CuSc,1664,,1.3
165,格器,2017-01-13 10:00,1.7,,73,.7,.59,,3,Sc,1959,,5.2
165,格器,2017-01-13 11:00,3.6,,77,1,.97,,2,Sc,1794,,6.8
165,格器,2017-01-13 12:00,5.6,0,72,1,1.32,,0,,1163,,9.2
165,格器,2017-01-13 13:00,6.5,,54,.6,.92,,6,Sc,717,,7.7
165,格器,2017-01-13 14:00,6.7,,51,.8,1.01,,3,Sc,812,,9.9
165,格器,2017-01-13 15:00,5.1,,78,.8,.84,,7,Sc,770,,7.1
165,格器,2017-01-13 16:00,2.8,,98,.2,.27,,10,StNs,1029,,3.9
165,格器,2017-01-13 17:00,1.9,,97,.1,.16,,8,CuSc,1240,,3.3
165,格器,2017-01-13 18:00,1.8,.4,71,0,.02,,7,Sc,2000,,1.8
165,格器,2017-01-13 19:00,1.4,,72,,,,,,2000,,1.6
165,格器,2017-01-13 20:00,.5,,69,,,,,,2000,,.5
165,格器,2017-01-13 21:00,.2,,66,,,,9,Sc,2000,,.4
165,格器,2017-01-13 22:00,.4,,69,,,,,,2000,,.3
165,格器,2017-01-13 23:00,.4,,66,,,,,,2000,,.5
165,格器,2017-01-14 00:00,.9,0,67,,,,8,CuSc,2000,,.8
165,格器,2017-01-14 01:00,.8,,78,,,,8,CuSc,2000,,1
165,格器,2017-01-14 02:00,.8,,78,,,,8,CuSc,2000,,.9
165,格器,2017-01-14 03:00,.3,0,89,,,,8,CuSc,1854,,.6
165,格器,2017-01-14 04:00,.5,,78,,,,8,CuSc,2000,,.4
165,格器,2017-01-14 05:00,-.1,,98,,,,8,CuSc,1020,,.4
165,格器,2017-01-14 06:00,-.5,.1,97,,,.2,8,CuSc,214,,.1
165,格器,2017-01-14 07:00,-.6,,93,,,.3,9,CuSc,1355,,.3
165,格器,2017-01-14 08:00,-1.2,,95,0,0,.4,8,CuSc,833,,.2
165,格器,2017-01-14 09:00,-1.6,.2,98,0,.09,1,8,CuSc,279,,.5
165,格器,2017-01-14 10:00,-1.3,,98,.1,.32,1.2,8,CuSc,362,,2.1
165,格器,2017-01-14 11:00,-.4,,98,.4,.58,1.2,9,CuSc,1206,,4.5
165,格器,2017-01-14 12:00,0,.3,91,.4,.63,,8,CuSc,1594,,5.1
165,格器,2017-01-14 13:00,-.1,,85,.3,.81,,9,Sc,1987,,6
165,格器,2017-01-14 14:00,-.4,,75,.4,.81,,9,Sc,2000,,5.1
165,格器,2017-01-14 15:00,-.4,0,66,.5,.89,,9,Sc,2000,,4.6
165,格器,2017-01-14 16:00,-.8,,63,.8,.79,,9,Sc,2000,,3.9
165,格器,2017-01-14 17:00,-1.6,,63,1,.51,,5,Sc,2000,,.6
165,格器,2017-01-14 18:00,-2,,69,.1,.05,,9,Sc,2000,,-.1
165,格器,2017-01-14 19:00,-1.7,,67,,,,,,2000,,-.5
165,格器,2017-01-14 20:00,-1.4,,69,,,,,,2000,,-.1
165,格器,2017-01-14 21:00,-1.3,,66,,,,8,Sc,2000,,-.1
165,格器,2017-01-14 22:00,-1.2,,68,,,,,,2000,,-.1
165,格器,2017-01-14 23:00,-1.4,,71,,,,,,2000,,-.2
165,格器,2017-01-15 00:00,-2.3,,67,,,,6,,2000,,-.9
165,格器,2017-01-15 01:00,-2.5,,69,,,,,,2000,,-.7
165,格器,2017-01-15 02:00,-2.9,,74,,,,,,2000,,-.7
165,格器,2017-01-15 03:00,-4,,78,,,,8,Sc,2000,,-1
165,格器,2017-01-15 04:00,-4.3,,75,,,,9,Sc,2000,,-1
165,格器,2017-01-15 05:00,-5,,76,,,,6,Sc,2000,,-2.1
165,格器,2017-01-15 06:00,-5.7,,76,,,,4,Sc,2000,,-2.6
165,格器,2017-01-15 07:00,-6.4,,77,,,,5,Sc,2000,,-2.6
165,格器,2017-01-15 08:00,-6.5,,74,0,.01,,7,Sc,2000,,-2.6
165,格器,2017-01-15 09:00,-4.8,,65,.8,.28,,0,,2000,,-.6
165,格器,2017-01-15 10:00,-3.7,,66,1,.85,,0,,1974,,1.8
