瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
165,格器,2017-03-19 17:00,14.8,,57,.3,.77,,4,Ci,1087,,17.8
165,格器,2017-03-19 18:00,13,,58,0,.32,,7,Ci,834,,13.4
165,格器,2017-03-19 19:00,11.6,,63,0,.04,,,,680,,10.1
165,格器,2017-03-19 20:00,9.7,,74,,,,,,621,,8.1
165,格器,2017-03-19 21:00,8.7,,81,,,,5,Ci,524,,6.8
165,格器,2017-03-19 22:00,7.8,,77,,,,,,524,,6.1
165,格器,2017-03-19 23:00,7.1,,70,,,,,,685,,5.7
165,格器,2017-03-20 00:00,7.1,,66,,,,5,Ci,733,,5.8
165,格器,2017-03-20 01:00,8,,61,,,,,,704,,6.2
165,格器,2017-03-20 02:00,8.4,,66,,,,,,830,,5.9
165,格器,2017-03-20 03:00,8.3,,69,,,,5,Ac,793,,5.3
165,格器,2017-03-20 04:00,7.6,,73,,,,6,Ac,807,,4.8
165,格器,2017-03-20 05:00,6.8,,74,,,,7,Ci,782,,4.3
165,格器,2017-03-20 06:00,6.4,,77,,,,7,Ci,672,,4.3
165,格器,2017-03-20 07:00,6.7,,71,0,.01,,9,AcCi,755,,5.2
165,格器,2017-03-20 08:00,7.6,,67,0,.1,,10,As,734,,7.6
165,格器,2017-03-20 09:00,8.8,,65,0,.3,,10,As,784,,10.4
165,格器,2017-03-20 10:00,9.9,,62,0,.42,,10,As,892,,11.2
165,格器,2017-03-20 11:00,10.5,,68,0,.32,,10,As,821,,12.5
165,格器,2017-03-20 12:00,11,,66,0,.46,,10,As,803,,12.2
165,格器,2017-03-20 13:00,11.3,,64,0,.31,,10,ScAs,931,,12.4
165,格器,2017-03-20 14:00,11.3,,74,0,.27,,10,StNs,653,,11.6
165,格器,2017-03-20 15:00,10.8,.7,88,0,.24,,10,StNs,460,,11
165,格器,2017-03-20 16:00,10.1,,98,0,.13,,10,StNs,296,,10.1
165,格器,2017-03-20 17:00,9.3,,98,0,.08,,10,StNs,161,,9.3
165,格器,2017-03-20 18:00,8.7,6.1,98,0,.04,,10,StNs,142,,9
165,格器,2017-03-20 19:00,8,,98,0,.01,,10,StNs,199,,8.4
165,格器,2017-03-20 20:00,7.7,,98,,,,10,StNs,199,,8.1
165,格器,2017-03-20 21:00,7.3,1.7,98,,,,10,StNs,205,,7.9
165,格器,2017-03-20 22:00,6.9,,98,,,,10,StNs,358,,7.6
165,格器,2017-03-20 23:00,6.8,,98,,,,10,StNs,409,,7.5
165,格器,2017-03-21 00:00,6.8,.8,98,,,,10,,1441,,7.4
165,格器,2017-03-21 01:00,6.7,,98,,,,10,StNs,503,,7.3
165,格器,2017-03-21 02:00,6.7,,98,,,,10,StNs,551,,6.9
165,格器,2017-03-21 03:00,6.5,.4,98,,,,10,ScAs,520,,7
165,格器,2017-03-21 04:00,6.5,,95,,,,10,ScAs,819,,6.7
165,格器,2017-03-21 05:00,6.7,,92,,,,10,ScAs,512,,6.3
165,格器,2017-03-21 06:00,6.3,,98,,,,2,Sc,288,,5.3
165,格器,2017-03-21 07:00,6,,97,0,.01,,6,Sc,686,,5.1
165,格器,2017-03-21 08:00,6.1,,94,.2,.25,,2,Sc,942,,6.8
165,格器,2017-03-21 09:00,6.8,,79,1,.83,,0,,1744,,10.9
165,格器,2017-03-21 10:00,7.5,,72,1,1.44,,0,,1921,,14.7
165,格器,2017-03-21 11:00,8.2,,68,1,2.06,,5,Sc,1987,,19.1
165,格器,2017-03-21 12:00,8.2,,64,1,2.44,,3,Sc,2000,,21.2
165,格器,2017-03-21 13:00,8.3,,56,1,2.64,,0,,2000,,22.9
165,格器,2017-03-21 14:00,8.9,,50,1,2.57,,0,,2000,,24
165,格器,2017-03-21 15:00,8.7,,50,1,2.3,,0,,2000,,22.3
165,格器,2017-03-21 16:00,8.2,,55,1,1.83,,0,,2000,,13.6
165,格器,2017-03-21 17:00,8,,60,1,1.23,,0,,2000,,13.6
165,格器,2017-03-21 18:00,6.8,,62,1,.58,,0,,2000,,9.2
165,格器,2017-03-21 19:00,5.9,,69,.3,.08,,,,2000,,7
165,格器,2017-03-21 20:00,5.4,,76,,,,,,2000,,6
165,格器,2017-03-21 21:00,5.3,,73,,,,0,,2000,,5.2
165,格器,2017-03-21 22:00,5,,78,,,,,,2000,,4.7
165,格器,2017-03-21 23:00,4.7,,79,,,,,,1995,,4.2
165,格器,2017-03-22 00:00,4.4,,81,,,,0,,1918,,3.8
165,格器,2017-03-22 01:00,3.3,,86,,,,,,1787,,3.1
165,格器,2017-03-22 02:00,2.4,,87,,,,,,1761,,2.5
165,格器,2017-03-22 03:00,1.8,,91,,,,0,,1578,,2.1
165,格器,2017-03-22 04:00,1.4,,95,,,,6,Ci,1545,,2.3
165,格器,2017-03-22 05:00,1.7,,98,,,,7,Ci,1493,,2.4
165,格器,2017-03-22 06:00,2.3,,94,,,,7,Ci,1626,,2.8
165,格器,2017-03-22 07:00,2.2,,98,0,.01,,6,Ci,1177,,3.3
165,格器,2017-03-22 08:00,2.8,,92,0,.15,,9,Ci,1627,,5.3
165,格器,2017-03-22 09:00,4,,85,0,.39,,9,Ci,1553,,7.7
165,格器,2017-03-22 10:00,5.3,,77,0,.69,,10,As,1769,,10.5
165,格器,2017-03-22 11:00,6.8,,70,.3,1.29,,4,Ci,1824,,14.8
165,格器,2017-03-22 12:00,8.1,,64,.4,1.47,,9,Ci,1938,,19.6
165,格器,2017-03-22 13:00,10.1,,55,1,2.05,,6,Ci,1921,,24.1
165,格器,2017-03-22 14:00,11.2,,46,.9,1.9,,8,Ci,2000,,21.9
165,格器,2017-03-22 15:00,12.1,,45,.9,1.88,,6,Ci,2000,,20.9
165,格器,2017-03-22 16:00,11.6,,64,.5,1.14,,9,Ci,1991,,17.2
165,格器,2017-03-22 17:00,10.2,,47,0,.58,,9,Ci,2000,,14
165,格器,2017-03-22 18:00,9.2,,51,0,.23,,9,Ci,2000,,11.2
165,格器,2017-03-22 19:00,7.9,,74,0,.02,,,,2000,,9.3
165,格器,2017-03-22 20:00,7.4,,81,,,,,,1830,,8.7
165,格器,2017-03-22 21:00,7.3,,81,,,,8,Ac,1719,,8.2
165,格器,2017-03-22 22:00,7.1,,83,,,,,,1889,,7.8
165,格器,2017-03-22 23:00,6.8,,82,,,,,,1462,,7.5
165,格器,2017-03-23 00:00,6.5,,62,,,,10,As,2000,,7.2
165,格器,2017-03-23 01:00,6.1,,68,,,,,,2000,,7
165,格器,2017-03-23 02:00,6,,77,,,,,,1947,,6.9
165,格器,2017-03-23 03:00,6.1,,83,,,,10,As,1665,,6.6
165,格器,2017-03-23 04:00,6,,76,,,,10,As,1899,,6.6
165,格器,2017-03-23 05:00,5.8,,77,,,,10,As,1925,,6.5
165,格器,2017-03-23 06:00,5.8,,86,,,,10,As,1567,,6.4
165,格器,2017-03-23 07:00,5.9,,92,0,0,,10,As,1297,,6.6
165,格器,2017-03-23 08:00,6.6,,92,0,.19,,10,As,1131,,9
165,格器,2017-03-23 09:00,7.3,,89,0,.37,,10,As,1110,,10.1
165,格器,2017-03-23 10:00,8.7,,86,0,.69,,9,Ac,1049,,14
165,格器,2017-03-23 11:00,9.6,,70,0,1.09,,9,Ac,1330,,16.4
165,格器,2017-03-23 12:00,10.8,,63,0,1.26,,8,AcCi,1351,,18.8
165,格器,2017-03-23 13:00,11.7,,58,0,1.41,,10,As,1652,,22.3
165,格器,2017-03-23 14:00,12.8,,41,.9,2.07,,7,AcCi,1765,,26.9
165,格器,2017-03-23 15:00,12.7,,46,1,1.95,,8,Ac,1229,,23.4
165,格器,2017-03-23 16:00,12.5,,43,1,1.57,,3,Ci,1356,,16.7
165,格器,2017-03-23 17:00,11.8,,45,1,1.08,,0,,1566,,15.8
165,格器,2017-03-23 18:00,10.3,,68,1,.49,,0,,1132,,11.5
165,格器,2017-03-23 19:00,8.1,,79,0,.08,,,,1156,,8.4
165,格器,2017-03-23 20:00,7.1,,89,,,,,,945,,7.3
165,格器,2017-03-23 21:00,6.5,,91,,,,0,,810,,6.4
165,格器,2017-03-23 22:00,6.1,,95,,,,,,637,,5.9
165,格器,2017-03-23 23:00,5.8,,89,,,,,,778,,5.4
165,格器,2017-03-24 00:00,5.5,,89,,,,3,Ci,871,,5
165,格器,2017-03-24 01:00,4.8,,92,,,,,,743,,4.3
165,格器,2017-03-24 02:00,4,,95,,,,,,677,,4.1
165,格器,2017-03-24 03:00,4.2,,95,,,,5,Ci,652,,4.2
165,格器,2017-03-24 04:00,3.8,,98,,,,5,Ci,420,,3.8
165,格器,2017-03-24 05:00,3.6,,98,,,,9,Ci,394,,4.1
165,格器,2017-03-24 06:00,3.6,,98,,,,9,Ci,361,,4.7
165,格器,2017-03-24 07:00,3.6,,98,0,.01,,10,As,442,,5.1
165,格器,2017-03-24 08:00,4.7,,96,0,.22,,10,As,809,,7.8
165,格器,2017-03-24 09:00,6,,79,0,.53,,7,AcCi,1135,,10.6
165,格器,2017-03-24 10:00,7.6,,75,.9,1.21,,9,Ac,1038,,16.4
165,格器,2017-03-24 11:00,9.9,,60,.9,1.75,,7,AcCi,1108,,22.9
165,格器,2017-03-24 12:00,10.8,,62,.5,1.48,,9,Ac,1474,,20.2
165,格器,2017-03-24 13:00,11.1,,60,0,1.17,,8,AcCi,1491,,20.4
165,格器,2017-03-24 14:00,11.1,,60,0,1.06,,8,ScAcCi,1652,,19.2
165,格器,2017-03-24 15:00,12,,67,0,1.16,,10,ScAs,1672,,21
165,格器,2017-03-24 16:00,11.8,,57,0,1.13,,9,Ac,1665,,17.9
165,格器,2017-03-24 17:00,11.4,,50,.2,.79,,9,Ac,1979,,15.7
165,格器,2017-03-24 18:00,10.4,,47,0,.25,,10,As,2000,,12.5
165,格器,2017-03-24 19:00,9.3,,69,0,.04,,,,1785,,10.1
165,格器,2017-03-24 20:00,8.4,,72,,,,,,1949,,9.2
165,格器,2017-03-24 21:00,7.7,,78,,,,10,ScAs,1916,,8.5
165,格器,2017-03-24 22:00,7.4,,85,,,,,,1685,,8.3
165,格器,2017-03-24 23:00,7.1,,89,,,,,,1284,,8
165,格器,2017-03-25 00:00,7.2,,92,,,,10,ScAs,1210,,8
165,格器,2017-03-25 01:00,7.3,,92,,,,,,1054,,8.1
165,格器,2017-03-25 02:00,7.1,,93,,,,10,StNs,873,,7.8
165,格器,2017-03-25 03:00,7,.1,98,,,,10,ScAs,781,,7.6
165,格器,2017-03-25 04:00,6.4,,98,,,,10,StNs,718,,7.3
165,格器,2017-03-25 05:00,6.3,,98,,,,10,StNs,135,,7.4
165,格器,2017-03-25 06:00,6.6,2.7,98,,,,10,StNs,719,,7.6
165,格器,2017-03-25 07:00,6.8,,98,0,0,,10,StNs,1891,,7.7
165,格器,2017-03-25 08:00,6.8,,98,0,0,,10,StNs,391,,7.8
165,格器,2017-03-25 09:00,6.8,2.4,98,0,.12,,10,StNs,530,,8.5
165,格器,2017-03-25 10:00,6.9,,98,0,.22,,10,StNs,607,,9
165,格器,2017-03-25 11:00,7.1,,98,0,.43,,10,StNs,906,,9.9
165,格器,2017-03-25 12:00,7.6,1.8,98,0,.53,,10,StNs,1630,,12.5
165,格器,2017-03-25 13:00,7.8,,98,0,.7,,10,StNs,1610,,12.5
165,格器,2017-03-25 14:00,8.4,,91,0,.88,,10,ScAs,1827,,14.9
165,格器,2017-03-25 15:00,9.7,0,82,.3,1.35,,7,Ac,2000,,17.9
165,格器,2017-03-25 16:00,10.7,,71,1,1.57,,4,Sc,1958,,13.8
165,格器,2017-03-25 17:00,10.7,,75,.9,1.03,,4,Ac,1994,,13.2
165,格器,2017-03-25 18:00,9.9,,78,.1,.23,,8,ScAc,1863,,10.5
165,格器,2017-03-25 19:00,8.6,,96,0,0,,6,Sc,1207,,8.9
165,格器,2017-03-25 20:00,7.2,,98,,,,,,657,,7.2
165,格器,2017-03-25 21:00,6.2,.4,98,,,,5,Sc,990,,6.2
165,格器,2017-03-25 22:00,5.9,,97,,,,,,1209,,7
165,格器,2017-03-25 23:00,5.7,,93,,,,,,1423,,6.8
165,格器,2017-03-26 00:00,5.5,,93,,,,7,Sc,1362,,6.6
165,格器,2017-03-26 01:00,5.9,,86,,,,,,1963,,6.6
165,格器,2017-03-26 02:00,5.3,,89,,,,,,1792,,5.6
165,格器,2017-03-26 03:00,4.9,,98,,,,5,Sc,1091,,4.7
165,格器,2017-03-26 04:00,4.2,,92,,,,4,Sc,1462,,4.2
165,格器,2017-03-26 05:00,3.9,,87,,,,4,Sc,1759,,3.9
165,格器,2017-03-26 06:00,3.5,,91,,,,4,Sc,1583,,3.7
165,格器,2017-03-26 07:00,3.4,,98,0,.02,,3,Sc,882,,3.8
165,格器,2017-03-26 08:00,4,,98,0,.24,,8,Sc,1305,,6.5
165,格器,2017-03-26 09:00,5.2,,82,0,.42,,8,Sc,1797,,9.1
165,格器,2017-03-26 10:00,6.7,,73,0,.89,,7,ScAc,1935,,12.6
165,格器,2017-03-26 11:00,8.1,,38,.2,1.44,,7,Sc,2000,,15.8
165,格器,2017-03-26 12:00,9.9,,49,.8,2.04,,8,Sc,2000,,19
165,格器,2017-03-26 13:00,10.1,,56,.3,1.47,,7,Sc,1976,,19.6
165,格器,2017-03-26 14:00,9.5,,63,.5,1.69,,6,Sc,1864,,17.5
165,格器,2017-03-26 15:00,9.9,,61,.9,1.84,,7,Ac,1963,,18.9
165,格器,2017-03-26 16:00,9,,66,.6,1.19,,8,ScAc,2000,,14.8
165,格器,2017-03-26 17:00,8,,75,0,.54,,10,ScAs,1728,,12.2
165,格器,2017-03-26 18:00,7.4,,81,.3,.48,,6,Ac,1455,,10
165,格器,2017-03-26 19:00,6.7,,92,0,.08,,,,1325,,7.8
165,格器,2017-03-26 20:00,6.5,,92,,,,,,1204,,7.7
165,格器,2017-03-26 21:00,6.1,,93,,,,7,ScAc,1054,,6.5
165,格器,2017-03-26 22:00,5.8,,96,,,,,,1009,,6.1
165,格器,2017-03-26 23:00,5.9,,98,,,,,,999,,6.8
165,格器,2017-03-27 00:00,6.1,,97,,,,6,,948,,6.9
165,格器,2017-03-27 01:00,6.2,,98,,,,10,StNs,773,,7.1
165,格器,2017-03-27 02:00,6.2,,98,,,,10,ScAs,842,,7
165,格器,2017-03-27 03:00,6.1,.6,98,,,,10,StNs,802,,6.9
165,格器,2017-03-27 04:00,6,,98,,,,9,Sc,973,,6.6
165,格器,2017-03-27 05:00,5.9,,98,,,,10,ScAs,817,,5.6
165,格器,2017-03-27 06:00,5.5,.2,98,,,,10,ScAs,589,,4.9
165,格器,2017-03-27 07:00,5.4,,98,0,.02,,8,Sc,507,,5.5
165,格器,2017-03-27 08:00,6.1,,98,0,.16,,10,StNs,496,,7.4
165,格器,2017-03-27 09:00,6.1,.9,98,0,.09,,10,StNs,261,,6.7
165,格器,2017-03-27 10:00,7.5,,87,.7,1.06,,10,ScAs,703,,12
165,格器,2017-03-27 11:00,8.1,,77,1,1.92,,3,Sc,1052,,18
165,格器,2017-03-27 12:00,8.7,.3,74,1,2.42,,3,Sc,953,,20.4
165,格器,2017-03-27 13:00,9.3,,72,1,2.49,,3,Sc,916,,21.8
165,格器,2017-03-27 14:00,9.5,,75,1,2.4,,2,Sc,709,,21.4
165,格器,2017-03-27 15:00,10,,70,1,2.17,,3,Sc,793,,20.1
165,格器,2017-03-27 16:00,10,,63,1,1.49,,3,Sc,1114,,14.3
165,格器,2017-03-27 17:00,10.2,,65,1,1.26,,0,,1369,,14.5
165,格器,2017-03-27 18:00,9.4,,67,1,.64,,5,Sc,1446,,11.1
165,格器,2017-03-27 19:00,8.6,,87,.4,.13,,,,772,,9.2
165,格器,2017-03-27 20:00,8,,88,,,,,,741,,7.7
165,格器,2017-03-27 21:00,7.4,,96,,,,0,,529,,6.9
165,格器,2017-03-27 22:00,6.7,,97,,,,,,467,,6.1
165,格器,2017-03-27 23:00,6.2,,98,,,,,,330,,5.5
165,格器,2017-03-28 00:00,6.3,,98,,,,0,,241,,5.3
165,格器,2017-03-28 01:00,6.1,,98,,,,,,196,,4.8
165,格器,2017-03-28 02:00,5.6,,98,,,,,,166,,4.5
165,格器,2017-03-28 03:00,5,,98,,,,0,,146,,4.1
165,格器,2017-03-28 04:00,4.5,,98,,,,0,,149,,3.8
165,格器,2017-03-28 05:00,4.9,,98,,,,0,,158,,5.5
165,格器,2017-03-28 06:00,4.6,,98,,,,0,,126,,3.7
165,格器,2017-03-28 07:00,4.3,,98,0,.02,,10,,23,,5.3
165,格器,2017-03-28 08:00,4.3,,98,0,.19,,10,,9,,7.5
165,格器,2017-03-28 09:00,5,,98,0,.54,,10,,22,,10.4
165,格器,2017-03-28 10:00,6.4,,98,.3,1.09,,9,Sc,249,,15.5
165,格器,2017-03-28 11:00,9.5,,89,1,2.08,,7,Sc,573,,22.3
165,格器,2017-03-28 12:00,11.4,,65,1,2.11,,4,Ci,722,,23.2
165,格器,2017-03-28 13:00,11.7,,57,.6,1.75,,5,Ci,1395,,20.9
165,格器,2017-03-28 14:00,12.1,,48,.7,1.72,,6,Ci,1575,,23.4
165,格器,2017-03-28 15:00,12.1,,40,0,.9,,8,Ci,1975,,17.5
165,格器,2017-03-28 16:00,11.8,,42,0,.61,,10,ScAs,1961,,15.6
165,格器,2017-03-28 17:00,11.5,,47,0,.21,,10,ScAs,1889,,14
165,格器,2017-03-28 18:00,11.2,,55,0,.23,,10,ScAs,1879,,12.6
165,格器,2017-03-28 19:00,10.4,,62,0,.03,,,,1621,,11
165,格器,2017-03-28 20:00,10,,65,,,,,,1445,,10.4
165,格器,2017-03-28 21:00,9.3,0,66,,,,10,StNs,1958,,9.3
165,格器,2017-03-28 22:00,8.7,,76,,,,10,StNs,1212,,8.9
165,格器,2017-03-28 23:00,7.6,,98,,,,10,StNs,412,,8.6
165,格器,2017-03-29 00:00,6.8,2.2,98,,,,10,StNs,275,,8.1
165,格器,2017-03-29 01:00,6.3,,98,,,,10,StNs,569,,7.9
165,格器,2017-03-29 02:00,6,,98,,,,10,StNs,348,,7.6
165,格器,2017-03-29 03:00,5.9,2,98,,,,10,ScAs,406,,7.6
165,格器,2017-03-29 04:00,6,,98,,,,10,ScAs,572,,7.5
165,格器,2017-03-29 05:00,5.9,,98,,,,10,ScAs,736,,7.4
165,格器,2017-03-29 06:00,6.1,0,98,,,,10,ScAs,760,,7.4
165,格器,2017-03-29 07:00,6.2,,98,0,.01,,10,ScAs,905,,7.6
165,格器,2017-03-29 08:00,6.7,,98,0,.21,,10,ScAs,946,,8.8
165,格器,2017-03-29 09:00,7.4,,97,0,.39,,10,ScAs,1016,,10.6
165,格器,2017-03-29 10:00,8.4,,94,0,.7,,10,ScAs,1010,,14
165,格器,2017-03-29 11:00,9.5,,92,.1,1.08,,10,ScAs,844,,15.3
165,格器,2017-03-29 12:00,10.2,,91,0,.69,,10,ScAs,745,,14.7
165,格器,2017-03-29 13:00,11.1,,89,0,.86,,10,ScAs,794,,15.3
165,格器,2017-03-29 14:00,11.7,,87,0,.89,,10,ScAs,774,,16.5
165,格器,2017-03-29 15:00,12.1,,84,0,.85,,10,ScAs,747,,16.7
165,格器,2017-03-29 16:00,12.1,,86,0,.63,,10,ScAs,736,,15.7
165,格器,2017-03-29 17:00,11.8,,88,0,.54,,10,ScAs,657,,14.5
165,格器,2017-03-29 18:00,11.5,,92,0,.15,,10,ScAs,593,,12.7
165,格器,2017-03-29 19:00,11,,97,0,.03,,,,527,,11.4
165,格器,2017-03-29 20:00,9.3,,98,,,,,,620,,9.9
165,格器,2017-03-29 21:00,8.8,,96,,,,9,Sc,662,,9.8
165,格器,2017-03-29 22:00,8.6,,84,,,,,,1105,,9.3
165,格器,2017-03-29 23:00,8.4,,83,,,,,,1268,,9.1
165,格器,2017-03-30 00:00,7.7,,85,,,,4,Sc,1339,,7.6
165,格器,2017-03-30 01:00,6.9,,91,,,,,,1226,,6.7
165,格器,2017-03-30 02:00,6,,98,,,,,,784,,6
165,格器,2017-03-30 03:00,5.4,,98,,,,0,,602,,5.5
165,格器,2017-03-30 04:00,5.7,,98,,,,0,,599,,5.4
165,格器,2017-03-30 05:00,5.3,,98,,,,0,,464,,4.9
165,格器,2017-03-30 06:00,4.6,,98,,,,0,,382,,4.4
165,格器,2017-03-30 07:00,4.8,,98,0,.05,,7,Ci,513,,5.2
165,格器,2017-03-30 08:00,5.9,,98,0,.32,,5,Ci,690,,8.5
165,格器,2017-03-30 09:00,7.7,,91,.6,.79,,4,Ci,824,,13.3
165,格器,2017-03-30 10:00,9.8,,73,1,1.6,,3,Ci,1009,,18.4
165,格器,2017-03-30 11:00,12.1,,57,1,2.25,,3,Ci,1465,,23.8
165,格器,2017-03-30 12:00,13.3,,50,1,2.59,,2,Ci,1688,,27.9
165,格器,2017-03-30 13:00,15,,56,1,2.72,,0,,1442,,31.7
165,格器,2017-03-30 14:00,15.4,,60,1,2.58,,0,,1205,,31.4
165,格器,2017-03-30 15:00,15.4,,59,1,2.28,,0,,1361,,27.1
165,格器,2017-03-30 16:00,14.8,,58,1,1.84,,0,,1501,,20
165,格器,2017-03-30 17:00,13.8,,54,1,1.25,,0,,1738,,19.2
165,格器,2017-03-30 18:00,11.3,,65,.7,.52,,5,Ci,1980,,14.2
165,格器,2017-03-30 19:00,9.9,,76,0,.1,,,,1475,,11.7
165,格器,2017-03-30 20:00,9,,88,,,,,,1141,,10.8
165,格器,2017-03-30 21:00,8.7,,89,,,,9,Ci,1104,,10.6
165,格器,2017-03-30 22:00,8.6,,87,,,,,,980,,10.2
165,格器,2017-03-30 23:00,8.5,,90,,,,,,1004,,9.9
165,格器,2017-03-31 00:00,8.5,,89,,,,10,As,1008,,9.7
165,格器,2017-03-31 01:00,8.5,,90,,,,,,1078,,9.5
165,格器,2017-03-31 02:00,8.4,,97,,,,10,StNs,746,,9.2
165,格器,2017-03-31 03:00,8.1,1,98,,,,10,StNs,316,,9.2
165,格器,2017-03-31 04:00,8,,98,,,,10,StNs,462,,9
165,格器,2017-03-31 05:00,8,,98,,,,10,StNs,386,,8.9
165,格器,2017-03-31 06:00,7.8,.6,98,,,,10,StNs,281,,8.8
165,格器,2017-03-31 07:00,7.7,,98,0,.01,,10,StNs,214,,8.9
165,格器,2017-03-31 08:00,7.8,,98,0,.13,,10,StNs,318,,9.7
165,格器,2017-03-31 09:00,8.6,.5,98,0,.4,,10,ScAs,446,,12
165,格器,2017-03-31 10:00,9.5,,98,0,.68,,10,ScAs,552,,14.8
165,格器,2017-03-31 11:00,11.3,,86,.8,1.55,,7,Ac,1234,,19.2
165,格器,2017-03-31 12:00,12.7,,64,.7,1.98,,7,ScAc,1927,,22.6
165,格器,2017-03-31 13:00,12.9,,80,1,2.31,,8,ScAc,1325,,24.4
165,格器,2017-03-31 14:00,12.8,,77,1,2.41,,7,ScAc,1071,,24
165,格器,2017-03-31 15:00,11,,83,1,2.22,,8,Ac,953,,21.8
165,格器,2017-03-31 16:00,11.2,,84,.9,1.64,,6,ScAc,1024,,18.9
165,格器,2017-03-31 17:00,11.4,,81,.8,1.03,,3,Ac,1032,,17.1
165,格器,2017-03-31 18:00,10.3,,89,1,.56,,0,,1019,,13.4
165,格器,2017-03-31 19:00,8.5,,98,.1,.09,,,,570,,10.6
165,格器,2017-03-31 20:00,8.1,,98,,,,,,409,,9.6
165,格器,2017-03-31 21:00,7.5,,98,,,,7,Ci,369,,8.8
165,格器,2017-03-31 22:00,7.2,,98,,,,,,304,,8.6
165,格器,2017-03-31 23:00,7.2,,98,,,,,,311,,9.2
165,格器,2017-04-01 00:00,7.3,,98,,,,9,,297,,8.8
165,格器,2017-04-01 01:00,7.3,,98,,,,,,288,,8.2
165,格器,2017-04-01 02:00,7.1,,98,,,,,,319,,7.8
165,格器,2017-04-01 03:00,7,,98,,,,9,Sc,320,,8
165,格器,2017-04-01 04:00,7,,98,,,,9,Sc,301,,8.4
165,格器,2017-04-01 05:00,7.2,,98,,,,9,Sc,267,,8.4
165,格器,2017-04-01 06:00,6.9,,98,,,,9,Sc,278,,8.2
165,格器,2017-04-01 07:00,7,,98,0,.01,,9,Sc,229,,8.4
165,格器,2017-04-01 08:00,7.1,,98,0,.07,,8,Sc,216,,8.9
165,格器,2017-04-01 09:00,7.8,,96,0,.28,,7,Sc,254,,10.6
165,格器,2017-04-01 10:00,8.9,,91,.2,.66,,6,Sc,279,,15.9
165,格器,2017-04-01 11:00,9.9,,83,.5,1.34,,6,Sc,465,,19.7
165,格器,2017-04-01 12:00,11,,76,.9,2.05,,5,Sc,760,,23.3
165,格器,2017-04-01 13:00,12.5,,66,1,2.55,,4,Sc,1558,,27.1
165,格器,2017-04-01 14:00,12.2,,68,.9,1.67,,5,Sc,1747,,23.8
165,格器,2017-04-01 15:00,11.4,,75,1,2.15,,3,Sc,1769,,22.2
165,格器,2017-04-01 16:00,10.5,,81,1,1.87,,0,,1778,,17.5
165,格器,2017-04-01 17:00,9.9,,84,1,1.28,,0,,1311,,16.3
165,格器,2017-04-01 18:00,9.5,,85,1,.64,,0,,1383,,12.5
165,格器,2017-04-01 19:00,8.6,,89,.5,.13,,,,1284,,10
165,格器,2017-04-01 20:00,7.8,,92,,,,,,1331,,8.8
165,格器,2017-04-01 21:00,7.3,,90,,,,0,,1599,,7.9
165,格器,2017-04-01 22:00,6.7,,96,,,,,,1478,,7.2
165,格器,2017-04-01 23:00,6,,98,,,,,,973,,6.4
165,格器,2017-04-02 00:00,5.4,,98,,,,0,,740,,5.8
165,格器,2017-04-02 01:00,5.6,,98,,,,,,1021,,5.7
165,格器,2017-04-02 02:00,5.9,,98,,,,,,827,,5.6
165,格器,2017-04-02 03:00,5.5,,98,,,,4,Ac,570,,5.3
165,格器,2017-04-02 04:00,5.6,,98,,,,9,Ac,514,,6
165,格器,2017-04-02 05:00,5.5,,98,,,,5,Ac,464,,5.7
165,格器,2017-04-02 06:00,5.1,,98,,,,3,Ac,417,,4.7
165,格器,2017-04-02 07:00,4.9,,98,.1,.05,,0,,305,,5.3
165,格器,2017-04-02 08:00,6.1,,98,1,.49,,0,,566,,10.1
165,格器,2017-04-02 09:00,7.7,,81,1,1.1,,0,,1008,,15.9
165,格器,2017-04-02 10:00,9.9,,54,1,1.76,,0,,1623,,21.8
165,格器,2017-04-02 11:00,11.6,,52,1,2.26,,0,,1450,,27.6
165,格器,2017-04-02 12:00,13.3,,40,1,2.59,,0,,1943,,31.7
165,格器,2017-04-02 13:00,14.3,,32,1,2.72,,0,,1946,,33.6
165,格器,2017-04-02 14:00,15,,33,1,2.65,,0,,2000,,33.2
165,格器,2017-04-02 15:00,13,,51,1,2.34,,0,,2000,,24.2
165,格器,2017-04-02 16:00,13.1,,49,1,1.91,,0,,1844,,20
165,格器,2017-04-02 17:00,12.2,,56,1,1.31,,0,,1654,,18.7
165,格器,2017-04-02 18:00,11.1,,62,1,.68,,0,,1322,,13.9
165,格器,2017-04-02 19:00,9.7,,73,.6,.13,,,,711,,10.8
165,格器,2017-04-02 20:00,8.6,,93,,,,,,456,,9.4
165,格器,2017-04-02 21:00,8,,96,,,,0,,349,,8.5
165,格器,2017-04-02 22:00,7.7,,98,,,,,,311,,7.9
165,格器,2017-04-02 23:00,7.1,,98,,,,,,232,,7.2
165,格器,2017-04-03 00:00,7.2,,98,,,,0,,253,,6.9
165,格器,2017-04-03 01:00,6.9,,98,,,,,,202,,6.3
165,格器,2017-04-03 02:00,6.4,,98,,,,,,179,,5.7
165,格器,2017-04-03 03:00,6,,98,,,,0,,174,,5.4
165,格器,2017-04-03 04:00,5.6,,98,,,,0,,160,,5.1
