瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
165,格器,2021-01-01 01:00,-1.4,,79,,,2.8,5,Sc,2000,,0
165,格器,2021-01-01 02:00,-1.5,,78,,,2.8,4,,2000,,.1
165,格器,2021-01-01 03:00,-1.4,0,79,,,2.8,9,CuSc,1977,,.1
165,格器,2021-01-01 04:00,-1.7,,80,,,2.9,9,CuSc,949,,.5
165,格器,2021-01-01 05:00,-1.9,,83,,,2.9,9,CuSc,1372,,.2
165,格器,2021-01-01 06:00,-1.8,0,85,,,3,8,CuSc,853,,.2
165,格器,2021-01-01 07:00,-2.2,,85,,,3,7,Sc,1064,,.3
165,格器,2021-01-01 08:00,-2,,88,0,.01,3,7,Sc,1177,,.3
165,格器,2021-01-01 09:00,-1.5,0,88,.4,.3,2.8,4,Sc,1218,,.3
165,格器,2021-01-01 10:00,.5,,79,.9,1.01,2.5,6,Sc,1623,,.6
165,格器,2021-01-01 11:00,2,,58,.4,.96,2.1,7,Sc,2000,,.6
165,格器,2021-01-01 12:00,2.5,,58,.3,1.01,1.2,8,Sc,2000,,1.6
165,格器,2021-01-01 13:00,2.9,,52,.3,1.01,,8,Sc,2000,,3.1
165,格器,2021-01-01 14:00,3.4,,48,.6,1.32,,7,Sc,2000,,5.3
165,格器,2021-01-01 15:00,3.6,,48,.9,1.33,,4,Sc,2000,,5.6
165,格器,2021-01-01 16:00,3.2,,53,.4,.63,,7,Sc,2000,,3.7
165,格器,2021-01-01 17:00,3.2,,53,.4,.34,,6,Sc,2000,,2.7
165,格器,2021-01-01 18:00,2.7,,58,0,.03,,7,Sc,2000,,1.5
165,格器,2021-01-01 19:00,3.2,,54,,,,8,,2000,,1.2
165,格器,2021-01-01 20:00,3.1,,58,,,,8,,2000,,1.2
165,格器,2021-01-01 21:00,2.9,,61,,,,8,Sc,2000,,1.1
165,格器,2021-01-01 22:00,2.7,,62,,,,9,,2000,,1.3
165,格器,2021-01-01 23:00,2.8,,66,,,,9,,2000,,1.6
165,格器,2021-01-02 00:00,3.1,,71,,,,7,ScCi,2000,,.9
165,格器,2021-01-02 01:00,3.4,,58,,,,7,,2000,,.2
165,格器,2021-01-02 02:00,1.9,,76,,,,8,,1973,,.8
165,格器,2021-01-02 03:00,1.6,0,80,,,,10,StNs,1945,,.7
165,格器,2021-01-02 04:00,1.4,,85,,,,8,Sc,1193,,1
165,格器,2021-01-02 05:00,.9,,88,,,,8,ScCi,963,,.9
165,格器,2021-01-02 06:00,1.1,.3,90,,,,10,StNs,813,,1
165,格器,2021-01-02 07:00,1.2,,89,,,,8,Sc,834,,1.1
165,格器,2021-01-02 08:00,1,,89,0,0,,9,Sc,536,,1.2
165,格器,2021-01-02 09:00,.5,0,91,0,.1,,8,Sc,455,,1.5
165,格器,2021-01-02 10:00,.8,,89,.4,.59,,5,Sc,1446,,2.2
165,格器,2021-01-02 11:00,1.1,,75,1,1.2,,2,Sc,1422,,3.6
165,格器,2021-01-02 12:00,1.6,,61,1,1.73,,3,Ci,1863,,6.5
165,格器,2021-01-02 13:00,1.4,,56,1,1.96,,0,,1965,,6.6
165,格器,2021-01-02 14:00,1.2,,52,1,1.87,,0,,1964,,6.5
165,格器,2021-01-02 15:00,1.5,,51,1,1.57,,0,,2000,,6.1
165,格器,2021-01-02 16:00,1.5,,52,1,1.08,,0,,2000,,4.2
165,格器,2021-01-02 17:00,1.1,,52,1,.49,,4,Ci,2000,,1.5
165,格器,2021-01-02 18:00,.3,,61,0,.03,,0,,2000,,.2
165,格器,2021-01-02 19:00,-.8,,61,,,,0,,2000,,.3
165,格器,2021-01-02 20:00,-1,,63,,,,5,,2000,,.2
165,格器,2021-01-02 21:00,-1.2,,60,,,,9,Sc,2000,,.1
165,格器,2021-01-02 22:00,-1.6,,64,,,,6,,2000,,.1
165,格器,2021-01-02 23:00,-1.9,,66,,,,5,,2000,,0
165,格器,2021-01-03 00:00,-1.9,,64,,,,10,ScAs,2000,,-.3
165,格器,2021-01-03 01:00,-1.8,,62,,,,8,,2000,,-.4
165,格器,2021-01-03 02:00,-1.8,,63,,,,10,,2000,,-.5
165,格器,2021-01-03 03:00,-1.8,,63,,,,10,ScAs,2000,,-.6
165,格器,2021-01-03 04:00,-1.8,,63,,,,9,Ci,2000,,-.6
165,格器,2021-01-03 05:00,-1.8,,64,,,,10,ScAs,2000,,-.6
165,格器,2021-01-03 06:00,-1.8,,64,,,,10,As,2000,,-.7
165,格器,2021-01-03 07:00,-2.3,,63,,,,10,As,2000,,-.9
165,格器,2021-01-03 08:00,-2.6,,61,0,0,,4,Ci,2000,,-1.2
165,格器,2021-01-03 09:00,-2.1,,58,.6,.27,,2,Ci,1994,,-1
165,格器,2021-01-03 10:00,-.9,,50,1,.86,,0,,2000,,-.3
165,格器,2021-01-03 11:00,.1,,49,1,1.39,,0,,1991,,-.1
165,格器,2021-01-03 12:00,1.3,,52,1,1.76,,3,Ci,1965,,1.8
165,格器,2021-01-03 13:00,1.6,,54,1,1.7,,6,Ci,1932,,4.3
165,格器,2021-01-03 14:00,1.7,,55,.6,1.01,,7,Ci,1998,,3.9
165,格器,2021-01-03 15:00,1.6,,57,0,.64,,8,Ci,1996,,3.1
165,格器,2021-01-03 16:00,1.4,,58,0,.32,,10,As,1994,,2.1
165,格器,2021-01-03 17:00,1.3,,58,0,.13,,10,As,2000,,1.7
165,格器,2021-01-03 18:00,1.2,,57,0,.01,,10,As,2000,,.9
165,格器,2021-01-03 19:00,.8,,61,,,,10,,1993,,.6
165,格器,2021-01-03 20:00,.5,,63,,,,10,,1972,,.5
165,格器,2021-01-03 21:00,.1,,65,,,,7,Ci,2000,,0
165,格器,2021-01-03 22:00,-.1,,64,,,,10,,1994,,.5
165,格器,2021-01-03 23:00,-.5,,72,,,,9,,1713,,.2
165,格器,2021-01-04 00:00,-.7,,67,,,,9,Ci,1901,,0
165,格器,2021-01-04 01:00,-.9,,70,,,,5,,1831,,-.2
165,格器,2021-01-04 02:00,-1.2,,72,,,,4,,1841,,-.7
165,格器,2021-01-04 03:00,-1.4,,75,,,,6,Ci,1683,,-.8
165,格器,2021-01-04 04:00,-1.1,,71,,,,4,Ac,1773,,-1.2
165,格器,2021-01-04 05:00,-1.7,,68,,,,0,,1741,,-1.8
165,格器,2021-01-04 06:00,-2.1,,69,,,,0,,1803,,-2.1
165,格器,2021-01-04 07:00,-1.5,,66,,,,0,,1752,,-2.1
165,格器,2021-01-04 08:00,-1.6,,65,0,.01,,0,,1867,,-2.1
165,格器,2021-01-04 09:00,-.3,,58,.8,.31,,0,,1800,,-1.1
165,格器,2021-01-04 10:00,.9,,47,1,.85,,0,,2000,,-.3
165,格器,2021-01-04 11:00,3.4,,40,1,1.38,,0,,2000,,-.1
165,格器,2021-01-04 12:00,4.9,,39,1,1.68,,0,,2000,,4.3
165,格器,2021-01-04 13:00,6,,42,1,1.87,,3,Sc,1719,,7.9
165,格器,2021-01-04 14:00,7.1,,41,1,1.81,,7,ScCi,1828,,9.7
165,格器,2021-01-04 15:00,6.9,,45,.8,1.25,,7,Sc,1969,,8.5
165,格器,2021-01-04 16:00,7.5,,43,.7,.84,,5,Sc,1887,,8.1
165,格器,2021-01-04 17:00,6.3,,50,.8,.48,,7,Sc,1792,,6.1
165,格器,2021-01-04 18:00,5.1,,61,.1,.05,,2,Sc,1758,,3.6
165,格器,2021-01-04 19:00,4.3,,63,,,,4,,1597,,2.4
165,格器,2021-01-04 20:00,3.9,,67,,,,7,,1397,,2
165,格器,2021-01-04 21:00,3.7,,68,,,,8,Ci,1387,,1.9
165,格器,2021-01-04 22:00,3.5,,67,,,,8,,1271,,1.6
165,格器,2021-01-04 23:00,3.1,,74,,,,9,,1312,,1.6
165,格器,2021-01-05 00:00,3.4,,73,,,,9,Sc,1342,,2.1
165,格器,2021-01-05 01:00,3.6,,69,,,,9,,1377,,2
165,格器,2021-01-05 02:00,3.4,,72,,,,8,,1254,,2.3
165,格器,2021-01-05 03:00,3,,80,,,,9,Sc,956,,1.7
165,格器,2021-01-05 04:00,3.3,,84,,,,10,ScAs,620,,2.4
165,格器,2021-01-05 05:00,3.2,,87,,,,7,Sc,577,,2.4
165,格器,2021-01-05 06:00,3.7,.3,81,,,,7,Sc,851,,2.2
165,格器,2021-01-05 07:00,3.5,,78,,,,8,Sc,1159,,2.3
165,格器,2021-01-05 08:00,2.8,,70,0,.01,,8,Sc,1689,,1.3
165,格器,2021-01-05 09:00,2.2,,72,.6,.32,,4,Sc,1176,,1.7
165,格器,2021-01-05 10:00,2.4,,70,.8,.67,,4,Sc,1268,,2.4
165,格器,2021-01-05 11:00,2.4,,65,.8,1.04,,7,Sc,1241,,4
165,格器,2021-01-05 12:00,2.1,,66,.2,.77,,9,Sc,1597,,3.4
165,格器,2021-01-05 13:00,1.4,,63,0,.82,,9,Sc,1653,,3.1
165,格器,2021-01-05 14:00,.9,,61,0,.76,,9,ScCi,2000,,2.9
165,格器,2021-01-05 15:00,.2,,61,0,.59,,9,ScCi,2000,,1.9
165,格器,2021-01-05 16:00,-.3,,58,0,.46,,9,ScCi,2000,,1.4
165,格器,2021-01-05 17:00,-.8,,58,0,.26,,9,ScCi,2000,,.4
165,格器,2021-01-05 18:00,-1,,61,0,.03,,9,ScCi,2000,,.5
165,格器,2021-01-05 19:00,-1.5,,60,,,,10,,2000,,.3
165,格器,2021-01-05 20:00,-1.9,,64,,,,9,CuSc,1961,,.2
165,格器,2021-01-05 21:00,-2.2,0,74,,,,9,CuSc,1998,,.1
165,格器,2021-01-05 22:00,-2.3,,78,,,,9,CuSc,1302,,.2
165,格器,2021-01-05 23:00,-2.2,,75,,,,9,CuSc,1508,,0
165,格器,2021-01-06 00:00,-2.5,0,79,,,,8,CuSc,1999,,-.1
165,格器,2021-01-06 01:00,-3.4,,84,,,.5,8,CuSc,616,,-.2
165,格器,2021-01-06 02:00,-3.7,,87,,,.9,9,CuSc,1998,,-.1
165,格器,2021-01-06 03:00,-3.7,0,85,,,1.1,9,CuSc,1352,,-.1
165,格器,2021-01-06 04:00,-4,,86,,,1.5,8,CuSc,266,,0
165,格器,2021-01-06 05:00,-4.6,,87,,,2.6,9,CuSc,199,,.2
165,格器,2021-01-06 06:00,-5.1,.2,86,,,3,9,CuSc,1245,,.1
165,格器,2021-01-06 07:00,-5.5,,88,,,3.2,7,CuSc,2000,,.3
165,格器,2021-01-06 08:00,-5.9,,86,0,0,3.2,6,CuSc,2000,,0
165,格器,2021-01-06 09:00,-5.1,0,85,.7,.2,3,6,Sc,2000,,0
165,格器,2021-01-06 10:00,-3.8,,66,1,.71,2.5,7,Sc,1984,,.3
165,格器,2021-01-06 11:00,-2.5,,55,.9,1.61,1,7,Sc,1973,,.3
165,格器,2021-01-06 12:00,-2.1,,58,.9,1.59,,5,Sc,2000,,2.5
165,格器,2021-01-06 13:00,-.9,,56,1,2.1,,6,Sc,2000,,5.9
165,格器,2021-01-06 14:00,-.4,,57,.7,1.53,,8,Sc,2000,,6.1
165,格器,2021-01-06 15:00,-.6,0,66,.6,1.05,,5,Sc,1962,,6
165,格器,2021-01-06 16:00,-.3,,72,.6,.64,,7,Sc,2000,,4.4
165,格器,2021-01-06 17:00,-.4,,74,.5,.31,,6,Sc,2000,,2.4
165,格器,2021-01-06 18:00,-.4,0,75,0,.04,,9,Sc,2000,,1.2
165,格器,2021-01-06 19:00,-.6,,80,,,,8,Sc,2000,,.8
165,格器,2021-01-06 20:00,-.8,,78,,,,9,,1992,,.7
165,格器,2021-01-06 21:00,-.1,0,82,,,.3,9,CuSc,831,,.6
165,格器,2021-01-06 22:00,-.2,,89,,,2.6,9,CuSc,181,,.7
165,格器,2021-01-06 23:00,-.9,,84,,,2.6,9,CuSc,450,,.7
165,格器,2021-01-07 00:00,-1.4,1.1,81,,,2.6,9,CuSc,1022,,.6
165,格器,2021-01-07 01:00,-3.5,,83,,,2.6,9,CuSc,126,,.3
165,格器,2021-01-07 02:00,-3.4,,68,,,2.6,7,CuSc,2000,,.3
165,格器,2021-01-07 03:00,-3.9,.3,74,,,2.4,8,CuSc,2000,,.2
165,格器,2021-01-07 04:00,-5,,86,,,2.4,9,CuSc,378,,.2
165,格器,2021-01-07 05:00,-5.4,,83,,,2.4,9,CuSc,1678,,0
165,格器,2021-01-07 06:00,-6.4,.6,85,,,2.7,9,CuSc,1014,,0
165,格器,2021-01-07 07:00,-6,,84,,,3.1,9,CuSc,1029,,-.1
165,格器,2021-01-07 08:00,-5.9,,77,0,.01,3.1,8,CuSc,2000,,-.3
165,格器,2021-01-07 09:00,-6.1,.6,78,.1,.22,2.5,8,CuSc,1254,,-.2
165,格器,2021-01-07 10:00,-6.6,,83,.3,.49,2.6,8,CuSc,403,,-.2
165,格器,2021-01-07 11:00,-6.1,,78,.3,.91,2.4,8,CuSc,1404,,-.1
165,格器,2021-01-07 12:00,-5.6,.1,74,.4,1.1,2,8,CuSc,2000,,.1
165,格器,2021-01-07 13:00,-6.8,,79,.5,1.29,2,8,CuSc,357,,-.2
165,格器,2021-01-07 14:00,-7.7,,78,.4,1.03,2.3,9,CuSc,816,,-.2
165,格器,2021-01-07 15:00,-7.7,.1,81,.5,.95,2.6,9,CuSc,1550,,.1
165,格器,2021-01-07 16:00,-8.2,,80,.3,.69,3,9,CuSc,1825,,0
165,格器,2021-01-07 17:00,-8.8,,82,.2,.28,4,8,CuSc,223,,-.1
165,格器,2021-01-07 18:00,-8.9,.2,83,0,.04,4.5,9,CuSc,679,,0
165,格器,2021-01-07 19:00,-9.9,,82,,,5.1,9,CuSc,1381,,0
165,格器,2021-01-07 20:00,-10.3,,82,,,5.1,9,CuSc,1061,,0
165,格器,2021-01-07 21:00,-10.4,.1,83,,,5.1,9,CuSc,2000,,0
165,格器,2021-01-07 22:00,-10.5,,80,,,5.2,9,CuSc,800,,-.1
165,格器,2021-01-07 23:00,-10.7,,82,,,5.5,8,CuSc,155,,0
165,格器,2021-01-08 00:00,-10.9,.4,82,,,7,9,CuSc,235,,-.1
165,格器,2021-01-08 01:00,-11,,83,,,8,8,CuSc,232,,0
165,格器,2021-01-08 02:00,-11.4,,83,,,8.2,9,CuSc,1786,,0
165,格器,2021-01-08 03:00,-12,.7,84,,,8.2,9,CuSc,2000,,.2
165,格器,2021-01-08 04:00,-11.4,,84,,,8.4,8,CuSc,1050,,0
165,格器,2021-01-08 05:00,-11.8,,82,,,8.4,8,CuSc,1342,,-.1
165,格器,2021-01-08 06:00,-11.7,.2,83,,,8.4,8,CuSc,657,,0
165,格器,2021-01-08 07:00,-12.3,,80,,,8.2,7,CuSc,2000,,-.1
165,格器,2021-01-08 08:00,-12.8,,80,0,0,8.2,8,CuSc,2000,,-.2
165,格器,2021-01-08 09:00,-12.2,0,80,.3,.14,8,6,Sc,1997,,.1
165,格器,2021-01-08 10:00,-10.7,,70,1,.35,7.6,3,Sc,1945,,0
165,格器,2021-01-08 11:00,-9,,65,1,.6,7.4,2,Sc,1951,,.4
165,格器,2021-01-08 12:00,-8.3,,60,1,.88,7,5,Sc,1876,,.4
165,格器,2021-01-08 13:00,-7.6,,50,1,1.11,6.5,6,Sc,1728,,.1
165,格器,2021-01-08 14:00,-7.1,,61,1,1.29,6,7,Sc,1158,,.4
165,格器,2021-01-08 15:00,-6.9,0,67,.8,1.11,5.5,8,CuSc,1818,,.4
165,格器,2021-01-08 16:00,-7.2,,70,.7,.67,5.5,8,CuSc,978,,.1
165,格器,2021-01-08 17:00,-7.6,,76,0,.28,5.5,8,CuSc,1385,,.1
165,格器,2021-01-08 18:00,-8.4,0,77,0,.05,5.4,8,CuSc,2000,,.1
165,格器,2021-01-08 19:00,-9,,79,,,5.4,4,Sc,2000,,.1
165,格器,2021-01-08 20:00,-9.3,,79,,,5.4,4,,2000,,-.1
165,格器,2021-01-08 21:00,-9.6,0,80,,,5.4,4,Sc,2000,,0
165,格器,2021-01-08 22:00,-10,,76,,,5.2,4,,2000,,0
165,格器,2021-01-08 23:00,-10.4,,77,,,5.2,5,,2000,,.3
165,格器,2021-01-09 00:00,-10,,76,,,5.2,7,Sc,2000,,0
165,格器,2021-01-09 01:00,-9.3,,71,,,5.2,9,CuSc,2000,,-.1
165,格器,2021-01-09 02:00,-9.3,,78,,,5.7,7,CuSc,856,,-.1
165,格器,2021-01-09 03:00,-10.1,.5,78,,,6.7,9,CuSc,423,,-.2
165,格器,2021-01-09 04:00,-10.4,,81,,,7,7,CuSc,1669,,-.1
165,格器,2021-01-09 05:00,-10.5,,81,,,7.5,9,CuSc,198,,-.1
165,格器,2021-01-09 06:00,-10.1,.9,82,,,10.6,9,CuSc,183,,-.1
165,格器,2021-01-09 07:00,-10.1,,83,,,12,9,CuSc,1949,,-.1
165,格器,2021-01-09 08:00,-10.1,,82,0,0,12.1,9,Sc,1895,,0
165,格器,2021-01-09 09:00,-9.7,.4,79,.1,.13,11.9,6,Sc,1912,,0
165,格器,2021-01-09 10:00,-8.5,,70,1,.77,11.5,4,Sc,1955,,.3
165,格器,2021-01-09 11:00,-6.8,,61,1,1.79,10.9,0,,1980,,.4
165,格器,2021-01-09 12:00,-5.7,,44,1,1.95,10.1,3,Ci,2000,,.4
165,格器,2021-01-09 13:00,-4.8,,47,1,1.84,9.2,3,Ci,2000,,.4
165,格器,2021-01-09 14:00,-3.4,,45,1,2.27,8.2,0,,2000,,.4
165,格器,2021-01-09 15:00,-2.4,,49,1,1.94,7.7,0,,1977,,.4
165,格器,2021-01-09 16:00,-2.9,,75,.6,.9,7.7,7,CuSc,520,,.1
165,格器,2021-01-09 17:00,-2.6,,85,0,.21,8.4,9,CuSc,515,,.1
165,格器,2021-01-09 18:00,-5,.5,84,0,.05,8.5,4,Sc,2000,,0
165,格器,2021-01-09 19:00,-6,,81,,,8.4,0,,2000,,0
165,格器,2021-01-09 20:00,-7.3,,70,,,8.3,4,,2000,,.1
165,格器,2021-01-09 21:00,-7.9,,71,,,8.1,2,Sc,2000,,.1
165,格器,2021-01-09 22:00,-8,,76,,,8,3,,2000,,.3
165,格器,2021-01-09 23:00,-8,,73,,,8,6,,1917,,0
165,格器,2021-01-10 00:00,-8.2,,75,,,8,6,Sc,1999,,.2
165,格器,2021-01-10 01:00,-8.8,,75,,,8,7,,2000,,.2
165,格器,2021-01-10 02:00,-7.9,,71,,,8,8,CuSc,1979,,.2
165,格器,2021-01-10 03:00,-8.1,0,68,,,8,8,CuSc,2000,,.2
165,格器,2021-01-10 04:00,-8.1,,71,,,8,8,CuSc,2000,,.2
165,格器,2021-01-10 05:00,-8.5,,73,,,8,8,Sc,2000,,.2
165,格器,2021-01-10 06:00,-8.7,0,72,,,8,8,Sc,1979,,.2
165,格器,2021-01-10 07:00,-7.9,,71,,,8,8,CuSc,1882,,.2
165,格器,2021-01-10 08:00,-8,,72,0,.01,8,8,CuSc,1989,,.2
165,格器,2021-01-10 09:00,-6.9,0,70,.4,.3,8.1,9,CuSc,1810,,.2
165,格器,2021-01-10 10:00,-5.1,,59,.8,.92,7.9,6,Sc,2000,,.2
165,格器,2021-01-10 11:00,-3.7,,59,.5,.96,7.8,8,CuSc,2000,,.5
165,格器,2021-01-10 12:00,-1.6,0,53,.9,1.55,7.5,6,Sc,1863,,.5
165,格器,2021-01-10 13:00,-1.1,,62,.7,1.52,7.2,6,Sc,1943,,.5
165,格器,2021-01-10 14:00,-.4,,70,.4,1.07,7.2,8,CuSc,821,,.5
165,格器,2021-01-10 15:00,.6,.1,75,.3,.92,6.7,8,CuSc,1862,,.3
165,格器,2021-01-10 16:00,.5,,75,.1,.43,6.4,9,CuSc,1369,,.3
165,格器,2021-01-10 17:00,.1,,78,0,.2,6.2,9,CuSc,1507,,.3
165,格器,2021-01-10 18:00,-.3,0,83,0,.04,6.2,5,Sc,1847,,.5
165,格器,2021-01-10 19:00,-.6,,82,,,6.2,7,,1844,,.3
165,格器,2021-01-10 20:00,-.8,,84,,,6.2,10,,1796,,.5
165,格器,2021-01-10 21:00,-.9,,83,,,6.1,9,Sc,1634,,.6
165,格器,2021-01-10 22:00,-1.2,,84,,,6.1,7,,1587,,.4
165,格器,2021-01-10 23:00,-1.5,,84,,,6,10,,1334,,.4
165,格器,2021-01-11 00:00,-.7,,84,,,5.8,10,ScAs,1897,,.4
165,格器,2021-01-11 01:00,-1.4,,84,,,5.6,9,,1409,,.6
165,格器,2021-01-11 02:00,-1.4,,85,,,5.6,10,,1440,,.5
165,格器,2021-01-11 03:00,-1.4,,82,,,5.6,10,ScAs,1475,,.4
165,格器,2021-01-11 04:00,-1.2,,84,,,5.6,10,StNs,818,,.3
165,格器,2021-01-11 05:00,-1.5,,88,,,5.7,10,StNs,704,,.4
165,格器,2021-01-11 06:00,-1.9,0,88,,,5.7,10,StNs,893,,.3
165,格器,2021-01-11 07:00,-2.5,,86,,,5.6,10,ScAs,1309,,.3
165,格器,2021-01-11 08:00,-3.2,,69,0,0,5.6,10,ScAs,1908,,.3
165,格器,2021-01-11 09:00,-2.9,0,68,0,.18,5.6,10,ScAs,1920,,.5
165,格器,2021-01-11 10:00,-2.5,,65,.1,.57,5.6,8,Ci,1729,,.4
165,格器,2021-01-11 11:00,-1.8,,63,0,.84,5.5,9,Ci,1787,,.4
165,格器,2021-01-11 12:00,-1.4,,58,0,.95,5.5,9,Ci,1959,,.5
165,格器,2021-01-11 13:00,-1,,54,0,.91,5.5,9,Ci,2000,,.5
165,格器,2021-01-11 14:00,-.6,,54,0,.78,5.5,10,ScAs,2000,,.7
165,格器,2021-01-11 15:00,0,,57,0,.66,5.5,10,As,1939,,.7
165,格器,2021-01-11 16:00,-.3,,60,0,.44,5.3,10,As,1944,,.4
165,格器,2021-01-11 17:00,-.5,,67,0,.19,5.1,10,As,1981,,.7
165,格器,2021-01-11 18:00,-.6,,66,0,.04,4.9,10,As,1990,,.7
165,格器,2021-01-11 19:00,-1,,63,,,4.9,8,,2000,,.4
165,格器,2021-01-11 20:00,-1.7,,69,,,4.9,5,,1948,,.3
165,格器,2021-01-11 21:00,-2.2,,71,,,4.9,4,Ci,1971,,.2
165,格器,2021-01-11 22:00,-2.1,,75,,,4.9,6,,1793,,.4
165,格器,2021-01-11 23:00,-2,,72,,,4.9,6,,1965,,.3
165,格器,2021-01-12 00:00,-1.6,,72,,,4.9,8,Sc,1786,,.1
165,格器,2021-01-12 01:00,-1.5,,78,,,4.9,10,StNs,683,,.4
165,格器,2021-01-12 02:00,-1.7,,80,,,5.1,10,StNs,344,,.1
165,格器,2021-01-12 03:00,-2.3,.2,86,,,5.2,10,StNs,541,,.1
165,格器,2021-01-12 04:00,-2.2,,90,,,5.3,10,StNs,670,,.4
165,格器,2021-01-12 05:00,-1.8,,90,,,5.3,6,Sc,1759,,.3
165,格器,2021-01-12 06:00,-2.4,0,89,,,5.3,7,Sc,753,,.2
165,格器,2021-01-12 07:00,-2.5,,88,,,5.3,7,Sc,868,,.1
165,格器,2021-01-12 08:00,-2.6,,89,0,0,5.3,7,Sc,500,,.2
165,格器,2021-01-12 09:00,-1.7,,87,.5,.28,5.3,7,Sc,727,,.1
165,格器,2021-01-12 10:00,-.1,,79,.8,.81,5.3,5,Sc,964,,.4
165,格器,2021-01-12 11:00,1.6,,60,1,1.5,5.1,0,,1497,,.4
165,格器,2021-01-12 12:00,3,,45,1,1.83,4.7,6,Sc,1914,,.5
165,格器,2021-01-12 13:00,3.7,,41,1,1.71,4.5,2,Sc,1837,,2
165,格器,2021-01-12 14:00,3.7,,44,.6,1.53,4.3,8,Sc,1967,,3.8
165,格器,2021-01-12 15:00,3.5,,53,.3,.76,4.1,7,Sc,1964,,3.2
165,格器,2021-01-12 16:00,4,,59,.7,.9,3.7,8,Sc,1952,,3.8
165,格器,2021-01-12 17:00,3.6,,69,.4,.4,2.5,7,Sc,1728,,2.8
165,格器,2021-01-12 18:00,3,0,74,.2,.09,2.3,4,Sc,1631,,1.4
165,格器,2021-01-12 19:00,3.3,,71,,,2.3,9,,1945,,1.6
165,格器,2021-01-12 20:00,3.8,,57,,,2.3,8,,2000,,1.3
165,格器,2021-01-12 21:00,3.4,,60,,,2.3,4,Sc,1991,,.6
165,格器,2021-01-12 22:00,2.9,,58,,,2.3,0,,1994,,.6
165,格器,2021-01-12 23:00,2.1,,65,,,2.3,0,,1876,,.3
165,格器,2021-01-13 00:00,1.3,,74,,,2.3,7,Sc,1619,,.5
165,格器,2021-01-13 01:00,1,,72,,,2.3,0,,1699,,.2
165,格器,2021-01-13 02:00,.9,,73,,,2.3,1,,1863,,.2
165,格器,2021-01-13 03:00,1.2,,72,,,2.3,8,Sc,1801,,.1
165,格器,2021-01-13 04:00,1.3,,70,,,2.3,7,Sc,1715,,0
165,格器,2021-01-13 05:00,1.4,,71,,,2.3,7,Sc,1674,,-.1
165,格器,2021-01-13 06:00,1.6,,70,,,2.3,5,Sc,1621,,0
165,格器,2021-01-13 07:00,1.8,,69,,,2.3,7,Sc,1622,,-.1
165,格器,2021-01-13 08:00,2.2,,69,0,.01,2.3,4,Sc,1518,,0
165,格器,2021-01-13 09:00,2.9,,67,.4,.26,2,2,Sc,1460,,.1
165,格器,2021-01-13 10:00,4.9,,58,1,.82,1.5,0,,1537,,.3
165,格器,2021-01-13 11:00,7.3,,51,1,1.36,.6,0,,1521,,3.1
165,格器,2021-01-13 12:00,9.7,,52,1,1.7,,0,,1679,,7.5
165,格器,2021-01-13 13:00,10.9,,52,1,1.86,,0,,1870,,9.2
165,格器,2021-01-13 14:00,11.3,,54,1,1.79,,0,,1922,,10.1
165,格器,2021-01-13 15:00,11.5,,51,1,1.49,,0,,1943,,10.1
165,格器,2021-01-13 16:00,11.2,,55,1,1.03,,0,,1958,,8.8
165,格器,2021-01-13 17:00,10.5,,58,1,.5,,0,,1972,,7.3
165,格器,2021-01-13 18:00,9.6,,64,.1,.09,,0,,1995,,5.9
165,格器,2021-01-13 19:00,9.2,,67,,,,0,,2000,,5.2
165,格器,2021-01-13 20:00,8.6,,71,,,,0,,1967,,4.6
165,格器,2021-01-13 21:00,7.9,,73,,,,0,,1750,,3.9
165,格器,2021-01-13 22:00,7.3,,81,,,,1,,1744,,3.3
165,格器,2021-01-13 23:00,5.7,,83,,,,10,,1229,,3.4
165,格器,2021-01-14 00:00,5.3,,85,,,,7,Sc,1316,,3.4
165,格器,2021-01-14 01:00,5.3,,86,,,,0,,1361,,2.3
165,格器,2021-01-14 02:00,5.1,,89,,,,0,,1216,,2
165,格器,2021-01-14 03:00,4.3,,90,,,,0,,976,,1.5
165,格器,2021-01-14 04:00,3.8,,91,,,,0,,826,,1.2
165,格器,2021-01-14 05:00,2.8,,93,,,,0,,193,,1.2
165,格器,2021-01-14 06:00,2.4,,94,,,,10,,18,,1.2
165,格器,2021-01-14 07:00,2.3,,93,,,,0,,153,,.7
165,格器,2021-01-14 08:00,1.7,,93,0,.01,,0,,124,,.7
165,格器,2021-01-14 09:00,1.2,,94,.4,.27,,10,,92,,1.2
165,格器,2021-01-14 10:00,3.3,,95,1,.82,,2,Sc,132,,3
165,格器,2021-01-14 11:00,6,,86,1,1.41,,0,,936,,6.2
165,格器,2021-01-14 12:00,8.3,,61,1,1.78,,0,,1187,,9.4
165,格器,2021-01-14 13:00,9.9,,52,1,1.91,,0,,1180,,11.5
165,格器,2021-01-14 14:00,11.3,,53,1,1.82,,0,,1194,,12.6
165,格器,2021-01-14 15:00,12,,54,1,1.52,,0,,1165,,12.5
165,格器,2021-01-14 16:00,12,,52,1,1.04,,0,,1306,,10.6
165,格器,2021-01-14 17:00,11.5,,58,1,.48,,0,,1495,,8.8
