瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
165,格器,2019.1.1 1:00,0,,70,,,8,,1738,,1.3
165,格器,2019.1.1 2:00,0.3,,68,,,9,,1593,,1.3
165,格器,2019.1.1 3:00,0.3,,65,,,9,Sc,1738,,1.4
165,格器,2019.1.1 4:00,0.2,,70,,,9,Sc,2000,,1.4
165,格器,2019.1.1 5:00,0.1,,72,,,8,Sc,2000,,1.5
165,格器,2019.1.1 6:00,0.5,,71,,,9,Sc,1986,,1.5
165,格器,2019.1.1 7:00,1.3,,68,,,9,Sc,2000,,1.3
165,格器,2019.1.1 8:00,1.5,,66,0,0,10,ScAs,2000,,1.5
165,格器,2019.1.1 9:00,1.7,,66,0,0.06,9,Sc,2000,,2.1
165,格器,2019.1.1 10:00,2.1,,64,0,0.26,10,ScAs,2000,,3.3
165,格器,2019.1.1 11:00,2.7,,67,0.1,0.61,9,Sc,1918,,4.3
165,格器,2019.1.1 12:00,3,,69,0.1,0.62,9,Sc,1999,,6.2
165,格器,2019.1.1 13:00,3.3,,60,0.6,1.15,9,Sc,1928,,7.9
165,格器,2019.1.1 14:00,3.7,,62,0.9,1.68,8,Sc,2000,,7.9
165,格器,2019.1.1 15:00,2,,80,0.5,0.93,10,ScAs,1308,,5.5
165,格器,2019.1.1 16:00,2.4,,65,0.2,0.5,8,Sc,2000,,4.5
165,格器,2019.1.1 17:00,2,,63,0.2,0.32,8,Sc,2000,,3.6
165,格器,2019.1.1 18:00,1.5,,62,0,0.01,9,Sc,2000,,2.6
165,格器,2019.1.1 19:00,1.5,,62,,,9,,2000,,2.3
165,格器,2019.1.1 20:00,1.6,,57,,,10,,1988,,2.1
165,格器,2019.1.1 21:00,1.5,,55,,,9,Sc,2000,,1.9
165,格器,2019.1.1 22:00,1.6,,59,,,9,,1981,,1.9
165,格器,2019.1.1 23:00,1.6,,59,,,9,,2000,,1.9
165,格器,2019.1.2 0:00,1.6,,56,,,9,Sc,2000,,1.8
165,格器,2019.1.2 1:00,1.6,,58,,,9,,2000,,1.8
165,格器,2019.1.2 2:00,1.5,,59,,,9,,2000,,1.8
165,格器,2019.1.2 3:00,1.6,,58,,,9,Sc,2000,,1.8
165,格器,2019.1.2 4:00,1.6,,59,,,9,Sc,2000,,1.7
165,格器,2019.1.2 5:00,1.4,,62,,,9,Sc,1485,,1.8
165,格器,2019.1.2 6:00,0.9,,66,,,9,Sc,1961,,1.8
165,格器,2019.1.2 7:00,0.6,,71,,,9,Sc,2000,,1.8
165,格器,2019.1.2 8:00,0.7,,69,0,0,9,Sc,1917,,1.9
165,格器,2019.1.2 9:00,1,0,71,0,0.08,9,CuSc,1880,8,2.6
165,格器,2019.1.2 10:00,1.8,,69,0.5,0.63,4,Sc,1897,8,4.2
165,格器,2019.1.2 11:00,2.4,,66,1,1.4,3,Ci,1973,,4.4
165,格器,2019.1.2 12:00,3,0,67,1,1.59,5,ScCi,1913,,8.5
165,格器,2019.1.2 13:00,3.2,,62,0.7,1.44,6,Sc,2000,,7.7
165,格器,2019.1.2 14:00,2.7,,74,0.2,0.75,7,Sc,1947,,7.3
165,格器,2019.1.2 15:00,3,,65,0.9,1.26,3,Sc,1998,,7
165,格器,2019.1.2 16:00,2.7,,67,0.8,0.83,4,Sc,1956,,5.4
165,格器,2019.1.2 17:00,2.1,,69,0.5,0.31,4,Sc,2000,,3.4
165,格器,2019.1.2 18:00,1.3,,73,0,0.03,2,Sc,1995,,2
165,格器,2019.1.2 19:00,1.2,,74,,,7,,1947,,2.1
165,格器,2019.1.2 20:00,0.5,,73,,,2,,1976,,1.4
165,格器,2019.1.2 21:00,-0.3,,76,,,2,Sc,1949,,0.4
165,格器,2019.1.2 22:00,-0.8,,77,,,1,,1894,,0.3
165,格器,2019.1.2 23:00,-0.8,,74,,,1,,1998,,0.2
165,格器,2019.1.3 0:00,-0.4,,73,,,5,,1907,,0
165,格器,2019.1.3 1:00,-0.6,,70,,,6,,1926,,0.2
165,格器,2019.1.3 2:00,0.1,,71,,,9,,1587,,0.5
165,格器,2019.1.3 3:00,-0.1,,72,,,8,Sc,2000,,0.5
165,格器,2019.1.3 4:00,-0.5,,71,,,9,Sc,2000,,0.4
165,格器,2019.1.3 5:00,-0.7,,72,,,7,Sc,1532,,0.3
165,格器,2019.1.3 6:00,-1,,75,,,7,Sc,2000,,0.2
165,格器,2019.1.3 7:00,-1.7,,73,,,3,Sc,2000,,-0.4
165,格器,2019.1.3 8:00,-2.4,,72,0,0.01,0,,1987,,-0.9
165,格器,2019.1.3 9:00,-0.5,,70,0.8,0.33,0,,2000,,0
165,格器,2019.1.3 10:00,0.7,,64,1,0.94,2,Ci,1928,,2.2
165,格器,2019.1.3 11:00,2.3,,64,1,1.47,2,Ci,1993,,2.9
165,格器,2019.1.3 12:00,2.7,,61,1,1.84,0,,1967,,8.4
165,格器,2019.1.3 13:00,3,,61,1,2,0,,1982,,10.7
165,格器,2019.1.3 14:00,3.6,,56,1,1.91,0,,1861,,10.3
165,格器,2019.1.3 15:00,4,,56,1,1.59,0,,1915,,8.7
165,格器,2019.1.3 16:00,3.9,,51,1,1.12,0,,2000,,5.3
165,格器,2019.1.3 17:00,3.1,,53,1,0.52,0,,2000,,3.6
165,格器,2019.1.3 18:00,1.8,,61,0.4,0.06,0,,2000,,2
165,格器,2019.1.3 19:00,0.9,,70,,,0,,2000,,1.2
165,格器,2019.1.3 20:00,0.4,,76,,,3,,1757,,0.6
165,格器,2019.1.3 21:00,0.5,,78,,,0,,1974,,0.4
165,格器,2019.1.3 22:00,-0.3,,76,,,0,,1951,,0.3
165,格器,2019.1.3 23:00,-0.8,,71,,,0,,1988,,0
165,格器,2019.1.4 0:00,-1,,67,,,0,,2000,,-0.5
165,格器,2019.1.4 1:00,-1.3,,64,,,0,,2000,,-1
165,格器,2019.1.4 2:00,-1.1,,61,,,0,,1982,,-1.3
165,格器,2019.1.4 3:00,-1.5,,65,,,0,,1856,,-1.7
165,格器,2019.1.4 4:00,-1.6,,70,,,4,Ci,1347,,-2
165,格器,2019.1.4 5:00,-1.8,,70,,,0,,1547,,-2
165,格器,2019.1.4 6:00,-2.4,,72,,,4,Ci,1236,,-2.3
165,格器,2019.1.4 7:00,-2.7,,78,,,4,Ci,1241,,-2.4
165,格器,2019.1.4 8:00,-2.9,,71,0,0.02,6,Ac,1427,,-1.5
165,格器,2019.1.4 9:00,-1.9,,64,0.1,0.16,9,AcCi,1552,,0
165,格器,2019.1.4 10:00,-0.6,,66,0.3,0.45,10,As,1494,,0.3
165,格器,2019.1.4 11:00,-0.1,,69,0,0.26,9,AcCi,1662,,1.3
165,格器,2019.1.4 12:00,1,,56,0,0.38,10,As,1890,,3.3
165,格器,2019.1.4 13:00,1.7,,48,0,0.56,10,As,1978,,4.6
165,格器,2019.1.4 14:00,2.4,,42,0,0.51,10,ScAs,2000,,4.3
165,格器,2019.1.4 15:00,2.6,,52,0,0.27,10,ScAs,1985,,4.1
165,格器,2019.1.4 16:00,3,,61,0,0.17,10,StNs,1361,6,3.6
165,格器,2019.1.4 17:00,1.6,,86,0,0.09,10,ScAs,1676,6,3
165,格器,2019.1.4 18:00,1.7,0,79,0,0,10,StNs,1002,6,2.8
165,格器,2019.1.4 19:00,1.9,,75,,,10,ScAs,1055,6,2.8
165,格器,2019.1.4 20:00,1.9,,71,,,10,,1060,,2.8
165,格器,2019.1.4 21:00,2,0,81,,,8,Ac,795,19,2.7
165,格器,2019.1.4 22:00,1.9,,80,,,9,,769,19,2.8
165,格器,2019.1.4 23:00,2,,80,,,8,,693,19,2.8
165,格器,2019.1.5 0:00,1.9,0,80,,,10,StNs,628,1906,2.7
165,格器,2019.1.5 1:00,1.9,,83,,,10,StNs,563,1906,2.6
165,格器,2019.1.5 2:00,1.8,,82,,,10,StNs,593,1906,2.7
165,格器,2019.1.5 3:00,1.8,0.1,80,,,10,ScAs,590,1906,2.6
165,格器,2019.1.5 4:00,2.1,,79,,,10,As,657,19,2.6
165,格器,2019.1.5 5:00,2,,79,,,10,ScAs,681,19,2.6
165,格器,2019.1.5 6:00,2.1,,76,,,10,ScAs,696,19,2.7
165,格器,2019.1.5 7:00,2.1,,79,,,9,Sc,633,19,2.9
165,格器,2019.1.5 8:00,2.2,,82,0,0,9,Sc,499,19,2.9
165,格器,2019.1.5 9:00,3,,80,0,0.07,9,Sc,249,19,3.3
165,格器,2019.1.5 10:00,2.8,,74,0,0.22,9,Ac,291,19,4
165,格器,2019.1.5 11:00,2.8,,71,0,0.53,8,Ac,438,19,4.5
165,格器,2019.1.5 12:00,3.4,,62,0.9,1.66,3,ScAc,836,4019,8.8
165,格器,2019.1.5 13:00,3.6,,59,1,1.89,3,Ci,1249,40,10.7
165,格器,2019.1.5 14:00,3.6,,57,1,1.88,0,,1550,,10.4
165,格器,2019.1.5 15:00,3.5,,58,1,1.61,2,Ci,2000,,8.5
165,格器,2019.1.5 16:00,3.1,,53,1,1.14,0,,1991,,4.8
165,格器,2019.1.5 17:00,2.3,,52,1,0.55,4,Ci,2000,,3.1
165,格器,2019.1.5 18:00,1.5,,62,0.4,0.05,0,,2000,,1.7
165,格器,2019.1.5 19:00,1,,66,,,0,,2000,,1
165,格器,2019.1.5 20:00,0.6,,66,,,0,,2000,,0.5
165,格器,2019.1.5 21:00,0.2,,68,,,0,,2000,,0.1
165,格器,2019.1.5 22:00,0,,68,,,0,,2000,,0.2
165,格器,2019.1.5 23:00,-0.3,,67,,,0,,2000,,-0.2
165,格器,2019.1.6 0:00,-0.5,,68,,,4,Ac,2000,,-0.4
165,格器,2019.1.6 1:00,-0.6,,64,,,8,,2000,,-0.2
165,格器,2019.1.6 2:00,-0.5,,54,,,9,,2000,,0.2
165,格器,2019.1.6 3:00,-0.3,,54,,,9,Ac,2000,,0.4
165,格器,2019.1.6 4:00,-0.3,,56,,,9,Ac,2000,,0.6
165,格器,2019.1.6 5:00,0.1,,60,,,8,Ac,2000,,0.5
165,格器,2019.1.6 6:00,-0.2,,61,,,8,Ac,2000,,0.4
165,格器,2019.1.6 7:00,-0.8,,60,,,7,Ac,2000,,0.1
165,格器,2019.1.6 8:00,-1.5,,65,0,0,5,Ac,2000,,-0.5
165,格器,2019.1.6 9:00,-0.9,,61,0.7,0.28,1,Ac,1989,,0
165,格器,2019.1.6 10:00,0.1,,59,1,0.82,0,,1954,,1.5
165,格器,2019.1.6 11:00,1.1,,61,1,1.41,0,,1960,,2.4
165,格器,2019.1.6 12:00,2.5,,61,1,1.87,0,,1942,,8.9
165,格器,2019.1.6 13:00,3.8,,54,1,2.01,0,,1920,,11.5
165,格器,2019.1.6 14:00,3.9,,56,1,1.92,0,,1926,,11.2
165,格器,2019.1.6 15:00,4.1,,54,1,1.62,0,,2000,,9.2
165,格器,2019.1.6 16:00,3.6,,62,1,1.15,1,Ci,2000,,5.4
165,格器,2019.1.6 17:00,2.9,,66,1,0.52,2,Ci,2000,,3.6
165,格器,2019.1.6 18:00,2.4,,70,0,0.03,1,Ci,2000,,2.3
165,格器,2019.1.6 19:00,2.1,,71,,,6,,1993,,1.8
165,格器,2019.1.6 20:00,1.4,,74,,,7,,2000,,1.6
165,格器,2019.1.6 21:00,1,,74,,,9,Ci,1998,,1.4
165,格器,2019.1.6 22:00,0.7,,75,,,9,,1953,,1
165,格器,2019.1.6 23:00,0.1,,78,,,4,,1985,,0.3
165,格器,2019.1.7 0:00,-0.3,,82,,,6,Ci,1311,,0.2
165,格器,2019.1.7 1:00,-0.5,,79,,,0,,1966,,-0.1
165,格器,2019.1.7 2:00,-0.7,,78,,,0,,1935,,-0.5
165,格器,2019.1.7 3:00,-0.9,,83,,,1,Sc,983,19,-1
165,格器,2019.1.7 4:00,-1.2,,84,,,3,Sc,1638,19,-1.3
165,格器,2019.1.7 5:00,-1.3,,85,,,0,,1724,,-1.5
165,格器,2019.1.7 6:00,-1.3,,84,,,5,Ac,1736,,-1.6
165,格器,2019.1.7 7:00,-1.1,,84,,,4,Ac,1671,,-1.8
165,格器,2019.1.7 8:00,-1.1,,83,0,0.01,4,Ci,1688,,-1.7
165,格器,2019.1.7 9:00,-0.2,,83,0.8,0.29,3,Ci,1458,,-0.1
165,格器,2019.1.7 10:00,1,,80,1,0.85,3,Ci,1143,,1.3
165,格器,2019.1.7 11:00,2.8,,69,1,1.4,2,Ci,1832,,3.6
165,格器,2019.1.7 12:00,4,,63,1,1.76,4,Ci,1952,,9.7
165,格器,2019.1.7 13:00,4.6,,59,1,1.85,0,,1930,,10.9
165,格器,2019.1.7 14:00,4.6,,59,1,1.65,4,Ci,1663,,10.4
165,格器,2019.1.7 15:00,4.6,,61,1,1.36,4,Ci,1107,,8.6
165,格器,2019.1.7 16:00,4.6,,58,1,0.93,5,Ci,840,40,6.1
165,格器,2019.1.7 17:00,4,,63,0.4,0.33,5,Ci,816,40,4.3
165,格器,2019.1.7 18:00,3.5,,68,0,0.04,7,Ci,703,40,3
165,格器,2019.1.7 19:00,2.9,,71,,,6,,619,40,2.5
165,格器,2019.1.7 20:00,2.2,,71,,,10,,581,40,2.2
165,格器,2019.1.7 21:00,2,,71,,,9,Ac,580,40,2.3
165,格器,2019.1.7 22:00,1.8,,76,,,10,,516,40,2.2
165,格器,2019.1.7 23:00,1.5,,74,,,8,,540,40,2.1
165,格器,2019.1.8 0:00,1.3,,73,,,9,Ac,579,40,1.9
165,格器,2019.1.8 1:00,1.3,,72,,,10,,586,40,1.9
165,格器,2019.1.8 2:00,1.1,,74,,,9,,414,40,1.4
165,格器,2019.1.8 3:00,1.1,,78,,,7,Ac,471,40,0.8
165,格器,2019.1.8 4:00,0.7,,81,,,7,ScCi,435,4019,0.7
165,格器,2019.1.8 5:00,0.4,,82,,,9,ScCi,453,19,1
165,格器,2019.1.8 6:00,0.5,,78,,,9,ScCi,518,19,1.2
165,格器,2019.1.8 7:00,0.9,,78,,,9,Sc,503,19,1.8
165,格器,2019.1.8 8:00,1.5,,79,0,0,8,Sc,435,19,2.2
165,格器,2019.1.8 9:00,1.8,,76,0,0.07,9,Sc,473,19,2.8
165,格器,2019.1.8 10:00,2.4,,71,0.5,0.61,3,Sc,527,19,4.3
165,格器,2019.1.8 11:00,3.4,,71,1,1.29,5,Ci,573,19,5.7
165,格器,2019.1.8 12:00,4.1,,67,0.8,1.57,7,ScCi,790,4019,8.8
165,格器,2019.1.8 13:00,4.5,,63,0.5,1.26,7,ScCi,1117,40,9
165,格器,2019.1.8 14:00,3.7,,67,0.2,0.89,7,Sc,1509,,7.8
165,格器,2019.1.8 15:00,3.1,,67,0.1,0.78,6,Sc,1513,,7.1
165,格器,2019.1.8 16:00,2.7,,68,0.3,0.64,7,Sc,1522,,5.6
165,格器,2019.1.8 17:00,2.1,,66,0.1,0.24,6,Sc,1972,,3.8
165,格器,2019.1.8 18:00,1.6,,63,0,0.02,8,Sc,1966,,3.2
165,格器,2019.1.8 19:00,1.5,,64,,,8,,2000,,2.8
165,格器,2019.1.8 20:00,1.4,,65,,,10,,2000,,2.6
165,格器,2019.1.8 21:00,1.4,,69,,,10,ScAs,1998,,2.5
165,格器,2019.1.8 22:00,0.5,,86,,,10,ScAs,1313,6,1.9
165,格器,2019.1.8 23:00,0.8,,72,,,10,,1554,,1.9
165,格器,2019.1.9 0:00,0.8,0,67,,,10,ScAs,2000,6,1.5
165,格器,2019.1.9 1:00,0.1,,62,,,9,,2000,,0.7
165,格器,2019.1.9 2:00,-0.5,,62,,,10,,2000,,0.4
165,格器,2019.1.9 3:00,-0.8,,59,,,10,ScAs,2000,,0.2
165,格器,2019.1.9 4:00,-0.9,,59,,,10,ScAs,2000,,0
165,格器,2019.1.9 5:00,-2.7,,63,,,10,ScAs,1988,,-0.6
165,格器,2019.1.9 6:00,-3.1,,60,,,10,ScAs,1996,,-1.1
165,格器,2019.1.9 7:00,-3.8,,54,,,9,Ci,2000,,-1.2
165,格器,2019.1.9 8:00,-4,,51,0,0.01,8,Ci,2000,,-1.6
165,格器,2019.1.9 9:00,-3.2,,46,0.6,0.31,5,Ci,1995,,-0.1
165,格器,2019.1.9 10:00,-1.9,,35,1,0.89,5,Ci,1991,,1.4
165,格器,2019.1.9 11:00,-1.4,,38,1,1.36,6,Ci,1963,,3.7
165,格器,2019.1.9 12:00,-0.2,,34,0.6,1.57,7,Ci,2000,,7.7
165,格器,2019.1.9 13:00,0.5,,38,0.7,1.54,7,Ci,2000,,9.3
165,格器,2019.1.9 14:00,0.9,,36,0,1.01,6,Ac,2000,,7.7
165,格器,2019.1.9 15:00,1,,37,0,0.77,6,AcCi,2000,,6.7
165,格器,2019.1.9 16:00,0.9,,46,0,0.6,8,AcCi,2000,,5.4
165,格器,2019.1.9 17:00,0.7,,48,0,0.32,4,Ci,2000,,3.4
165,格器,2019.1.9 18:00,0.4,,53,0,0.04,7,Ci,2000,,2.3
165,格器,2019.1.9 19:00,0.2,,54,,,10,,2000,,1.8
165,格器,2019.1.9 20:00,0.2,,59,,,10,,2000,,1.7
165,格器,2019.1.9 21:00,0,,55,,,10,ScAs,2000,,1.8
165,格器,2019.1.9 22:00,0.1,,61,,,10,,2000,,1.8
165,格器,2019.1.9 23:00,0,,59,,,10,,2000,,1.9
165,格器,2019.1.10 0:00,-0.2,,56,,,10,As,2000,,1.9
165,格器,2019.1.10 1:00,0,,60,,,9,,1994,,1.8
165,格器,2019.1.10 2:00,0.1,,50,,,10,,1975,,1.7
165,格器,2019.1.10 3:00,0.5,,60,,,10,As,2000,,1.7
165,格器,2019.1.10 4:00,0.4,,58,,,10,As,1975,,1.8
165,格器,2019.1.10 5:00,0.3,,58,,,0,,2000,,1.8
165,格器,2019.1.10 6:00,0.3,,63,,,1,Ac,1974,,1
165,格器,2019.1.10 7:00,0.7,,64,,,8,ScAc,1977,,1.5
165,格器,2019.1.10 8:00,0.6,,63,0,0,9,Ac,1891,,1.8
165,格器,2019.1.10 9:00,0.9,,63,0,0.19,8,Ac,1781,,2.9
165,格器,2019.1.10 10:00,1.4,,65,0.1,0.53,8,Ac,1465,,4.7
165,格器,2019.1.10 11:00,2.2,,64,0.1,0.77,8,Ac,1789,,7.4
165,格器,2019.1.10 12:00,3,,64,0.8,1.45,3,ScAc,1725,,10.9
165,格器,2019.1.10 13:00,4.3,,61,0.5,1.66,8,ScAc,1898,,11.3
165,格器,2019.1.10 14:00,4.5,,63,0.3,1.16,10,ScAs,1947,,9.6
165,格器,2019.1.10 15:00,4.4,,67,0,0.41,10,ScAs,1974,,7.4
165,格器,2019.1.10 16:00,4.1,,72,0,0.32,10,ScAs,1974,,6.8
165,格器,2019.1.10 17:00,3.9,,74,0,0.16,10,ScAs,2000,,5.7
165,格器,2019.1.10 18:00,3.7,,80,0,0.01,9,Sc,2000,,4.8
165,格器,2019.1.10 19:00,3.4,,83,,,9,,1793,,4.2
165,格器,2019.1.10 20:00,3,,86,,,0,,1550,,2.9
165,格器,2019.1.10 21:00,2.3,,90,,,6,Sc,1154,,1.8
165,格器,2019.1.10 22:00,1.7,,93,,,0,,810,19,1.2
165,格器,2019.1.10 23:00,0.9,,94,,,9,,399,19,0.9
165,格器,2019.1.11 0:00,0.8,,92,,,7,Sc,647,19,0.8
165,格器,2019.1.11 1:00,0.5,,92,,,8,,598,19,0.8
165,格器,2019.1.11 2:00,0.2,,94,,,10,,427,19,0.8
165,格器,2019.1.11 3:00,-0.3,,87,,,6,Ci,768,19,0.4
165,格器,2019.1.11 4:00,-0.3,,81,,,7,Ci,860,19,0.2
165,格器,2019.1.11 5:00,-0.3,,83,,,7,Sc,687,19,0.1
165,格器,2019.1.11 6:00,-0.1,,85,,,8,Ac,536,19,0.2
165,格器,2019.1.11 7:00,-0.5,,80,,,7,Ac,580,19,0.3
165,格器,2019.1.11 8:00,0.3,,73,0,0,10,As,537,19,0.9
165,格器,2019.1.11 9:00,1.6,,67,0.1,0.17,5,Ci,622,4019,1.6
165,格器,2019.1.11 10:00,3.3,,61,1,0.87,4,Ci,673,40,4.7
165,格器,2019.1.11 11:00,5,,55,1,1.37,6,Ci,756,40,6.8
165,格器,2019.1.11 12:00,5.2,,58,0.8,1.46,7,AcCi,670,40,8.3
165,格器,2019.1.11 13:00,6.1,,55,0.8,1.34,6,Ac,647,40,11
165,格器,2019.1.11 14:00,6.8,,53,1,1.8,3,Ci,700,40,12.4
165,格器,2019.1.11 15:00,7.7,,55,1,1.5,3,Ci,656,40,11
165,格器,2019.1.11 16:00,7.6,,55,0.9,0.99,4,Ci,695,40,8.2
165,格器,2019.1.11 17:00,6.2,,64,0,0.21,10,As,587,40,7.3
165,格器,2019.1.11 18:00,5.6,,70,0,0.04,10,As,524,40,6.1
165,格器,2019.1.11 19:00,5.1,,72,,,10,,457,40,5.5
165,格器,2019.1.11 20:00,5,,74,,,10,,433,40,5.4
165,格器,2019.1.11 21:00,4.7,,73,,,10,ScAs,434,40,5.1
165,格器,2019.1.11 22:00,4.7,,74,,,10,,429,40,5
165,格器,2019.1.11 23:00,4.5,,81,,,10,StNs,335,401901,4.9
165,格器,2019.1.12 0:00,4.6,0,76,,,10,StNs,494,1901,4.9
165,格器,2019.1.12 1:00,4,,81,,,10,StNs,448,1901,4.5
165,格器,2019.1.12 2:00,3.1,,91,,,10,StNs,258,1901,4.1
165,格器,2019.1.12 3:00,2.6,2.1,94,,,10,StNs,183,1901,4.1
165,格器,2019.1.12 4:00,2.3,,96,,,10,ScAs,266,1901,4.1
165,格器,2019.1.12 5:00,2.4,,96,,,10,StNs,145,1901,4.1
165,格器,2019.1.12 6:00,2.5,0.2,96,,,10,StNs,193,1901,4
165,格器,2019.1.12 7:00,2.4,,95,,,10,StNs,242,1901,3.9
165,格器,2019.1.12 8:00,2.5,,94,0,0,10,ScAs,285,1901,3.8
165,格器,2019.1.12 9:00,2.8,0,93,0,0.16,9,Ac,311,19,4.5
165,格器,2019.1.12 10:00,3.4,,92,0.3,0.59,7,Ci,326,19,6.1
165,格器,2019.1.12 11:00,4.7,,82,1,1.3,6,Ci,395,19,7.5
165,格器,2019.1.12 12:00,5.8,,75,1,1.73,7,AcCi,378,19,11.6
165,格器,2019.1.12 13:00,6.6,,72,1,1.82,0,,354,19,13.2
165,格器,2019.1.12 14:00,7.3,,64,0.9,1.68,7,Sc,439,4019,12.3
165,格器,2019.1.12 15:00,7.8,,62,0.7,1.36,4,Sc,447,40,11.7
165,格器,2019.1.12 16:00,6.4,,59,0.6,0.83,5,Ci,534,40,7.5
165,格器,2019.1.12 17:00,5.7,,62,0.2,0.34,6,Sc,565,40,6.2
165,格器,2019.1.12 18:00,5.1,,67,0,0.04,8,Sc,492,40,5
165,格器,2019.1.12 19:00,4.7,,76,,,2,,393,40,4
165,格器,2019.1.12 20:00,4.3,,81,,,4,,298,4019,3.5
165,格器,2019.1.12 21:00,3.7,,88,,,1,Sc,217,19,3
165,格器,2019.1.12 22:00,3.1,,88,,,9,,224,19,2.7
165,格器,2019.1.12 23:00,3.5,,88,,,9,,247,19,3.7
165,格器,2019.1.13 0:00,3.2,,90,,,8,,193,19,2.6
165,格器,2019.1.13 1:00,2.7,,89,,,0,,246,19,2.2
165,格器,2019.1.13 2:00,2.4,,92,,,0,,143,19,1.8
165,格器,2019.1.13 3:00,2.4,,94,,,2,Sc,118,19,1.6
165,格器,2019.1.13 4:00,1.9,,94,,,0,,177,19,1.4
165,格器,2019.1.13 5:00,1.5,,96,,,10,,87,1916,1.1
165,格器,2019.1.13 6:00,1.4,,97,,,1,Sc,148,1916,1.5
165,格器,2019.1.13 7:00,1.9,,95,,,8,Sc,183,19,2.8
165,格器,2019.1.13 8:00,2.2,,89,0,0,9,Sc,260,19,3.1
165,格器,2019.1.13 9:00,2.7,,78,0,0.22,6,Sc,361,19,4.1
165,格器,2019.1.13 10:00,3.4,,72,0.9,0.76,0,,371,19,5
165,格器,2019.1.13 11:00,4.4,,70,1,1.35,0,,403,19,6.3
165,格器,2019.1.13 12:00,5.4,,65,1,1.82,0,,474,4019,10.9
165,格器,2019.1.13 13:00,6.1,,62,1,1.97,0,,593,40,12.6
165,格器,2019.1.13 14:00,6,,63,1,1.6,1,Sc,598,40,10.9
165,格器,2019.1.13 15:00,6.2,,64,1,1.4,0,,565,40,10.2
165,格器,2019.1.13 16:00,5.6,,65,1,1.04,0,,589,40,7.1
165,格器,2019.1.13 17:00,4.9,,68,1,0.51,0,,513,40,5.2
165,格器,2019.1.13 18:00,4.3,,72,0.1,0.07,0,,410,40,3.7
165,格器,2019.1.13 19:00,3.9,,78,,,0,,377,40,3
165,格器,2019.1.13 20:00,3.7,,78,,,0,,336,40,2.6
165,格器,2019.1.13 21:00,2.8,,82,,,0,,283,4019,2
165,格器,2019.1.13 22:00,2.2,,84,,,0,,266,19,1.6
165,格器,2019.1.13 23:00,1.9,,84,,,0,,269,19,1.2
165,格器,2019.1.14 0:00,1.4,,84,,,0,,268,19,0.9
165,格器,2019.1.14 1:00,1.2,,87,,,3,,230,19,0.8
165,格器,2019.1.14 2:00,1.6,,86,,,0,,167,19,0.8
165,格器,2019.1.14 3:00,1.3,,86,,,0,,142,19,0.7
165,格器,2019.1.14 4:00,0.9,,86,,,10,,94,1916,0.5
165,格器,2019.1.14 5:00,0.9,,88,,,0,,138,1916,0.5
165,格器,2019.1.14 6:00,0.2,,92,,,3,Sc,146,19,0.3
165,格器,2019.1.14 7:00,-0.1,,91,,,3,Sc,172,19,0
165,格器,2019.1.14 8:00,0.1,,87,0,0.01,4,Ci,189,19,0
165,格器,2019.1.14 9:00,0.6,,84,0.2,0.25,0,,205,19,0.6
165,格器,2019.1.14 10:00,2.2,,82,1,0.76,0,,223,19,3.6
165,格器,2019.1.14 11:00,3.9,,69,1,1.27,0,,294,4019,6.1
165,格器,2019.1.14 12:00,5,,66,1,1.69,0,,345,40,10.5
165,格器,2019.1.14 13:00,5.7,,64,1,1.87,0,,365,40,12.1
165,格器,2019.1.14 14:00,6.7,,57,1,1.75,0,,384,40,13.4
165,格器,2019.1.14 15:00,7,,58,1,1.49,0,,427,40,10.7
165,格器,2019.1.14 16:00,6.4,,60,1,0.92,6,Ci,438,40,8.3
165,格器,2019.1.14 17:00,5.7,,64,0.8,0.41,4,Ci,378,40,5.5
165,格器,2019.1.14 18:00,4.5,,70,0,0.05,4,Ci,338,40,3.8
165,格器,2019.1.14 19:00,3.7,,74,,,4,,305,40,3
165,格器,2019.1.14 20:00,3.1,,78,,,3,,283,40,2.4
165,格器,2019.1.14 21:00,2.5,,84,,,7,AcCi,214,4019,2.1
165,格器,2019.1.14 22:00,2.1,,85,,,8,,203,19,1.8
165,格器,2019.1.14 23:00,1.9,,83,,,9,,210,19,1.7
165,格器,2019.1.15 0:00,1.9,,89,,,8,AcCi,171,19,1.8
165,格器,2019.1.15 1:00,1.8,,89,,,9,,168,19,2
165,格器,2019.1.15 2:00,2.1,,88,,,9,,100,19,2.2
165,格器,2019.1.15 3:00,1.5,,93,,,8,AcCi,132,19,1.6
165,格器,2019.1.15 4:00,1.6,,89,,,10,ScAs,178,19,1.8
165,格器,2019.1.15 5:00,1.7,,89,,,10,ScAs,183,19,2.3
165,格器,2019.1.15 6:00,1.9,,89,,,8,Sc,175,19,2.8
165,格器,2019.1.15 7:00,1.9,,89,,,6,Sc,167,19,1.4
165,格器,2019.1.15 8:00,2.3,,87,0,0,6,Sc,197,19,1.1
165,格器,2019.1.15 9:00,2.8,,81,0,0.22,4,Sc,277,19,2.6
165,格器,2019.1.15 10:00,4.6,,67,0.9,0.76,2,Ci,529,4019,4.8
