瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
165,格器,2019.6.15 12:00,22.1,,69,0.9,2.91,5,Sc,1865,,29.4
165,格器,2019.6.15 13:00,22.8,,67,0.8,2.58,3,Sc,1493,,33.2
165,格器,2019.6.15 14:00,21.9,,72,0.6,2.16,6,Sc,1311,,27.3
165,格器,2019.6.15 15:00,21.9,,74,0.9,2.32,3,Sc,1121,,27.7
165,格器,2019.6.15 16:00,22.5,,66,1,2.36,2,Sc,1443,,29.6
165,格器,2019.6.15 17:00,22.5,,69,1,1.95,4,Sc,1192,,28.3
165,格器,2019.6.15 18:00,21.4,,71,0.9,0.99,5,Sc,1319,,23.6
165,格器,2019.6.15 19:00,20.2,,77,0.7,0.59,0,,1133,,21.5
165,格器,2019.6.15 20:00,19.4,,81,0.2,0.07,0,,950,19,20.1
165,格器,2019.6.15 21:00,18.8,,84,,,0,,815,19,19.3
165,格器,2019.6.15 22:00,18.6,,82,,,0,,990,19,18.9
165,格器,2019.6.15 23:00,18.5,,80,,,0,,1327,19,18.4
165,格器,2019.6.16 0:00,18.7,,76,,,0,,1464,,18.1
165,格器,2019.6.16 1:00,18.8,,78,,,2,,1422,,18.1
165,格器,2019.6.16 2:00,18.7,,81,,,0,,1479,,17.9
165,格器,2019.6.16 3:00,18.7,,81,,,0,,1563,,17.7
165,格器,2019.6.16 4:00,18.3,,84,,,0,,1365,,17.6
165,格器,2019.6.16 5:00,18.2,,84,,,0,,1553,,17.5
165,格器,2019.6.16 6:00,18.1,,86,0,0.04,3,Ci,1311,,17.7
165,格器,2019.6.16 7:00,18.9,,83,1,0.54,4,Ci,1288,,19.1
165,格器,2019.6.16 8:00,19.6,,78,0.8,0.89,4,Sc,1675,,20.7
165,格器,2019.6.16 9:00,20.2,,71,0.9,1.47,2,Sc,1910,,22.6
165,格器,2019.6.16 10:00,21.1,,71,1,2.11,3,ScCi,1807,,26.3
165,格器,2019.6.16 11:00,21.6,,69,1,3.13,5,ScCi,1418,,31
165,格器,2019.6.16 12:00,21.8,,68,1,3.03,8,ScCi,1878,,31.7
165,格器,2019.6.16 13:00,21.5,,67,0.9,2.59,8,ScCi,1959,,32.3
165,格器,2019.6.16 14:00,21.8,,69,0.9,2.74,8,ScCi,1772,,33.4
165,格器,2019.6.16 15:00,21.7,,70,0.8,2.55,8,ScCi,1933,,32.5
165,格器,2019.6.16 16:00,21.6,,73,0.8,1.97,7,ScCi,1964,,28.7
165,格器,2019.6.16 17:00,22,,67,0.5,1.31,8,Ci,1965,,27
165,格器,2019.6.16 18:00,21.4,,75,0.2,0.82,9,Ci,2000,,24.6
165,格器,2019.6.16 19:00,20.8,,79,0.8,0.51,6,,2000,,22.5
165,格器,2019.6.16 20:00,19.4,,85,0.2,0.09,7,,2000,,20.7
165,格器,2019.6.16 21:00,18.8,,89,,,5,Ci,1556,,19.9
165,格器,2019.6.16 22:00,18.5,,89,,,7,,1213,,19.4
165,格器,2019.6.16 23:00,18.2,,91,,,6,,1172,,19.1
165,格器,2019.6.17 0:00,18.1,,91,,,7,ScCi,1084,,18.7
165,格器,2019.6.17 1:00,17.8,,91,,,5,,1024,,18.2
165,格器,2019.6.17 2:00,17.7,,92,,,8,,1034,,18.4
165,格器,2019.6.17 3:00,17.7,,93,,,7,ScAc,720,19,18.8
165,格器,2019.6.17 4:00,17.7,,94,,,9,ScAc,548,19,18.5
165,格器,2019.6.17 5:00,17.5,,95,,,9,Ci,548,19,18.5
165,格器,2019.6.17 6:00,17.4,,92,0,0.06,8,Ci,874,19,18.6
165,格器,2019.6.17 7:00,18.2,,91,0,0.26,8,Ci,864,19,20
165,格器,2019.6.17 8:00,18.8,,84,0.2,0.6,8,ScCi,1105,19,21.4
165,格器,2019.6.17 9:00,20,,75,0.2,1.12,5,ScCi,1494,,24
165,格器,2019.6.17 10:00,21.8,,68,1,1.9,5,ScCi,1588,,27.7
165,格器,2019.6.17 11:00,22.4,,64,1,2.89,4,Ci,1443,,31.7
165,格器,2019.6.17 12:00,23.1,,61,1,3.23,3,Ci,1978,,34.3
165,格器,2019.6.17 13:00,23.2,,49,1,2.9,6,Ci,1996,,34.2
165,格器,2019.6.17 14:00,24,,47,1,3.03,7,Ci,2000,,36.3
165,格器,2019.6.17 15:00,24.3,,49,1,2.8,6,Ci,2000,,36.2
165,格器,2019.6.17 16:00,24.1,,57,1,2.39,1,Ci,1997,,34.4
165,格器,2019.6.17 17:00,24.2,,57,1,1.75,0,,2000,,31.2
165,格器,2019.6.17 18:00,23.6,,55,0.9,1.02,4,Ci,2000,,26.9
165,格器,2019.6.17 19:00,22.8,,61,0.7,0.48,3,,2000,,24.2
165,格器,2019.6.17 20:00,21.1,,69,0,0.06,4,,2000,,22.1
165,格器,2019.6.17 21:00,20.4,,70,,,7,Ci,2000,,21.2
165,格器,2019.6.17 22:00,20.1,,73,,,8,,2000,,20.9
165,格器,2019.6.17 23:00,19.8,,74,,,9,,2000,,20.5
165,格器,2019.6.18 0:00,19.6,,76,,,9,Ci,2000,,20.2
165,格器,2019.6.18 1:00,19.7,,80,,,8,,1620,,19.9
165,格器,2019.6.18 2:00,19.5,,80,,,9,,1604,,19.8
165,格器,2019.6.18 3:00,19.5,,84,,,9,AcCi,740,19,19.9
165,格器,2019.6.18 4:00,19.7,,86,,,9,ScCi,622,19,20.1
165,格器,2019.6.18 5:00,19.7,,90,,,9,Ci,537,19,20
165,格器,2019.6.18 6:00,19.8,,88,0,0.01,9,AcCi,639,19,20.2
165,格器,2019.6.18 7:00,20.1,,87,0,0.08,9,AcCi,612,19,20.6
165,格器,2019.6.18 8:00,20.6,,85,0,0.19,10,ScAs,609,19,21.3
165,格器,2019.6.18 9:00,21.3,,83,0,0.24,10,ScAs,1070,19,21.6
165,格器,2019.6.18 10:00,21.2,,83,0,0.29,10,As,1020,,21.7
165,格器,2019.6.18 11:00,21.2,,81,0,0.29,10,ScAs,908,19,21.9
165,格器,2019.6.18 12:00,21.6,,74,0,0.53,10,As,1149,19,23.1
165,格器,2019.6.18 13:00,22.8,,69,0,1.28,10,As,1276,,27
165,格器,2019.6.18 14:00,23.9,,62,0.8,2.81,6,ScCi,1149,,33.6
165,格器,2019.6.18 15:00,24.2,,63,1,2.8,3,Ci,1295,,34.4
165,格器,2019.6.18 16:00,23.9,,69,0.8,1.89,6,ScCi,1201,,30.4
165,格器,2019.6.18 17:00,23.7,,70,0.5,1.26,4,Sc,1121,,29.2
165,格器,2019.6.18 18:00,23.4,,72,1,1.06,1,Sc,1046,,26.2
165,格器,2019.6.18 19:00,22.5,,78,0.4,0.42,7,,1057,,24
165,格器,2019.6.18 20:00,21.5,,83,0,0.08,7,,891,19,22.4
165,格器,2019.6.18 21:00,20.7,,87,,,4,Sc,814,19,21.4
165,格器,2019.6.18 22:00,20.5,,85,,,5,,729,19,20.9
165,格器,2019.6.18 23:00,20.3,,86,,,7,,545,19,20.5
165,格器,2019.6.19 0:00,19.7,,90,,,5,Ci,418,19,20.2
165,格器,2019.6.19 1:00,19.6,,89,,,7,,353,19,19.9
165,格器,2019.6.19 2:00,19.5,,89,,,7,,300,19,19.5
165,格器,2019.6.19 3:00,19.1,,92,,,6,ScCi,271,19,19.4
165,格器,2019.6.19 4:00,18.8,,93,,,7,AcCi,264,19,19.3
165,格器,2019.6.19 5:00,19,,90,,,7,Ci,361,19,19
165,格器,2019.6.19 6:00,19,,92,0,0.05,7,Ci,218,19,19.1
165,格器,2019.6.19 7:00,19.2,,92,0.2,0.27,6,Ci,284,19,20.2
165,格器,2019.6.19 8:00,20.5,,83,0.9,0.87,5,ScCi,541,19,22.5
165,格器,2019.6.19 9:00,21.9,,75,0.7,1.34,8,Sc,610,19,24.7
165,格器,2019.6.19 10:00,22.5,,73,0.3,1.43,7,Sc,695,19,26
165,格器,2019.6.19 11:00,23.6,,67,0.6,2.24,8,Sc,725,4019,31.6
165,格器,2019.6.19 12:00,24.6,,66,1,2.82,6,Sc,826,40,33.3
165,格器,2019.6.19 13:00,26.1,,58,1,3.15,5,Sc,833,40,37.2
165,格器,2019.6.19 14:00,26.6,,58,1,3.19,4,Sc,825,40,38.8
165,格器,2019.6.19 15:00,27,,59,1,2.82,5,Ci,803,40,38.2
165,格器,2019.6.19 16:00,26.9,,61,1,2.35,5,Ci,876,40,36.3
165,格器,2019.6.19 17:00,25.4,,67,0.8,1.48,8,Ci,828,40,31.7
165,格器,2019.6.19 18:00,24.8,,69,1,1.02,5,Ci,886,40,28.3
165,格器,2019.6.19 19:00,23.2,,69,0.8,0.48,0,,1032,40,25.4
165,格器,2019.6.19 20:00,21.9,,79,0,0.08,2,,981,19,23.4
165,格器,2019.6.19 21:00,21,,85,,,2,Ci,768,19,22.2
165,格器,2019.6.19 22:00,20.6,,88,,,6,,612,19,21.6
165,格器,2019.6.19 23:00,20.3,,85,,,6,,822,19,21
165,格器,2019.6.20 0:00,20.2,,87,,,6,Ci,675,19,20.7
165,格器,2019.6.20 1:00,20.1,,88,,,6,,589,19,20.4
165,格器,2019.6.20 2:00,19.9,,91,,,4,,458,19,20.2
165,格器,2019.6.20 3:00,19.8,,91,,,4,Ci,378,19,20.2
165,格器,2019.6.20 4:00,19,,91,,,4,Ci,411,19,19.5
165,格器,2019.6.20 5:00,18.7,,91,,,0,,430,19,19.2
165,格器,2019.6.20 6:00,18.5,,90,0,0.03,1,Ci,474,19,19.2
165,格器,2019.6.20 7:00,19.6,,86,1,0.44,0,,570,19,20.5
165,格器,2019.6.20 8:00,20.8,,81,1,1.11,0,,635,19,22.5
165,格器,2019.6.20 9:00,21.9,,71,1,1.82,0,,1015,19,26
165,格器,2019.6.20 10:00,23.5,,67,1,2.42,6,Ci,949,40,30.3
165,格器,2019.6.20 11:00,25,,62,1,3,6,Ci,1006,40,35.4
165,格器,2019.6.20 12:00,25.7,,63,1,3.19,7,Ci,1395,,38.4
165,格器,2019.6.20 13:00,26,,63,1,3.2,7,Ci,1411,,40.3
165,格器,2019.6.20 14:00,25.6,,66,1,2.33,6,Ci,1470,,36.5
165,格器,2019.6.20 15:00,25.7,,63,1,2.29,7,Ci,1535,,36.8
165,格器,2019.6.20 16:00,25.6,,64,1,2.12,8,Ci,1570,,35.2
165,格器,2019.6.20 17:00,24.8,,66,1,1.9,5,Ci,1431,,33.6
165,格器,2019.6.20 18:00,24.5,,68,1,1.18,7,Ci,1595,,28.9
165,格器,2019.6.20 19:00,24.1,,70,0.8,0.54,7,,1811,,26.4
165,格器,2019.6.20 20:00,23.2,,72,0.2,0.11,8,,1491,,24.7
165,格器,2019.6.20 21:00,22.5,,77,,,8,Ci,1078,,23.7
165,格器,2019.6.20 22:00,21.8,,79,,,9,,951,19,23
165,格器,2019.6.20 23:00,21.2,,84,,,7,,755,19,22.4
165,格器,2019.6.21 0:00,20.9,,87,,,5,Ci,636,19,21.9
165,格器,2019.6.21 1:00,20.6,,89,,,5,,549,19,21.4
165,格器,2019.6.21 2:00,20.3,,89,,,5,,542,19,21
165,格器,2019.6.21 3:00,19.8,,87,,,5,Ci,614,19,20.5
165,格器,2019.6.21 4:00,19.7,,89,,,1,Ci,487,19,20.1
165,格器,2019.6.21 5:00,19.2,,92,,,2,Ci,347,19,19.8
165,格器,2019.6.21 6:00,19,,91,0,0.05,7,Ci,442,19,20.1
165,格器,2019.6.21 7:00,20.1,,82,0.8,0.5,5,Ci,534,19,21.5
165,格器,2019.6.21 8:00,21,,79,1,1.13,3,Ci,562,19,22.8
165,格器,2019.6.21 9:00,22.4,,71,1,1.87,3,Ci,943,19,26.4
165,格器,2019.6.21 10:00,23.9,,65,1,2.5,3,Ci,1111,4019,31.8
165,格器,2019.6.21 11:00,24.9,,64,1,3.03,2,Ci,1206,,36.8
165,格器,2019.6.21 12:00,25.7,,63,1,3.37,2,Ci,1334,,40.9
165,格器,2019.6.21 13:00,25.9,,64,1,3.45,6,Ci,1526,,41.5
165,格器,2019.6.21 14:00,26,,62,0.9,2.51,5,Sc,1851,,41.1
165,格器,2019.6.21 15:00,25.1,,62,1,3.01,4,Ci,1847,,41.8
165,格器,2019.6.21 16:00,25.3,,62,1,2.65,6,Ci,1734,,40.4
165,格器,2019.6.21 17:00,24.2,,66,1,2.06,5,Ci,1832,,36
165,格器,2019.6.21 18:00,23.6,,69,1,1.3,0,,1714,,29.7
165,格器,2019.6.21 19:00,22.4,,73,0.6,0.45,1,,1644,,26.6
165,格器,2019.6.21 20:00,21.5,,77,0.2,0.12,3,,1772,,24.3
165,格器,2019.6.21 21:00,20.9,,79,,,0,,1371,,23.1
165,格器,2019.6.21 22:00,20.5,,83,,,2,,1192,,22.4
165,格器,2019.6.21 23:00,20.3,,87,,,3,,925,19,22
165,格器,2019.6.22 0:00,20.3,,86,,,7,Sc,920,19,22
165,格器,2019.6.22 1:00,20.2,,87,,,4,,836,19,21.4
165,格器,2019.6.22 2:00,19.9,,90,,,5,,588,19,21.2
165,格器,2019.6.22 3:00,19.2,,91,,,6,Sc,499,19,20.5
165,格器,2019.6.22 4:00,18.8,,91,,,4,Sc,519,19,20.1
165,格器,2019.6.22 5:00,18.5,,91,,,5,Sc,473,19,19.7
165,格器,2019.6.22 6:00,18.6,,91,0,0.04,3,Sc,429,19,20.1
165,格器,2019.6.22 7:00,19.3,,84,0,0.22,7,Sc,671,19,21.8
165,格器,2019.6.22 8:00,20.2,,83,0,0.35,7,ScAc,630,19,22.7
165,格器,2019.6.22 9:00,22.3,,72,0.4,1.33,7,Sc,658,19,26.8
165,格器,2019.6.22 10:00,23.5,,68,0.8,1.85,6,Sc,760,4019,29.9
165,格器,2019.6.22 11:00,24.7,,64,0.6,1.9,8,ScAc,851,40,30.8
165,格器,2019.6.22 12:00,23.9,,70,0.5,1.73,7,Sc,859,40,30
165,格器,2019.6.22 13:00,24,,66,0.6,2.2,8,Sc,892,40,35.9
165,格器,2019.6.22 14:00,25.1,,63,0.9,2.73,7,ScAc,1005,40,37.8
165,格器,2019.6.22 15:00,25.5,,65,0.9,2.7,6,Sc,988,40,39.4
165,格器,2019.6.22 16:00,24.1,,76,0.4,1.68,7,Sc,706,40,32.8
165,格器,2019.6.22 17:00,22.7,,79,0.2,0.95,6,Sc,516,40,29.9
165,格器,2019.6.22 18:00,22.3,,78,0.4,0.91,5,Sc,618,40,28.7
165,格器,2019.6.22 19:00,21.8,,80,0.2,0.39,4,,671,4019,26
165,格器,2019.6.22 20:00,21.5,,82,0,0.04,6,,566,19,24.6
165,格器,2019.6.22 21:00,20.9,,85,,,7,Sc,514,19,23.5
165,格器,2019.6.22 22:00,20.6,,86,,,6,,512,19,22.9
165,格器,2019.6.22 23:00,20.5,,86,,,7,,553,19,22.5
165,格器,2019.6.23 0:00,20.4,,87,,,6,Sc,530,19,22.1
165,格器,2019.6.23 1:00,20.1,,87,,,6,,559,19,21.3
165,格器,2019.6.23 2:00,20,,87,,,7,,627,19,21.7
165,格器,2019.6.23 3:00,19.9,,91,,,7,Sc,651,19,21.5
165,格器,2019.6.23 4:00,19.9,,90,,,6,Sc,683,19,21.6
165,格器,2019.6.23 5:00,20,,87,,,8,Sc,816,19,21.6
165,格器,2019.6.23 6:00,20.1,,86,0,0,9,Sc,961,19,21.6
165,格器,2019.6.23 7:00,20.2,0,85,0,0.06,10,StNs,564,1901,21.8
165,格器,2019.6.23 8:00,20.3,0.9,90,0,0.33,8,Sc,351,1901,23
165,格器,2019.6.23 9:00,21.2,,82,0.1,0.94,7,Sc,589,19,25.6
165,格器,2019.6.23 10:00,21.9,,73,0.4,1.61,7,Sc,929,19,28
165,格器,2019.6.23 11:00,23.4,,70,0.7,2.45,6,Sc,953,19,31.9
165,格器,2019.6.23 12:00,23.7,,67,0.7,2.45,6,Sc,878,4019,37.1
165,格器,2019.6.23 13:00,24.1,,69,0.9,2.63,6,Sc,1106,40,35.1
165,格器,2019.6.23 14:00,24.7,,67,0.8,2.97,3,Sc,1439,,42.2
165,格器,2019.6.23 15:00,24.7,,64,1,3.22,4,Sc,1616,,42.5
165,格器,2019.6.23 16:00,24,,67,1,2.63,2,Sc,1356,,39.7
165,格器,2019.6.23 17:00,23.4,,70,1,2.01,4,Sc,1632,,35.1
165,格器,2019.6.23 18:00,23.1,,73,0.9,1.23,7,Sc,1770,,30.1
165,格器,2019.6.23 19:00,22.4,,78,0.4,0.52,5,,1570,,27
165,格器,2019.6.23 20:00,21.7,,81,0,0.13,5,,1510,,24.5
165,格器,2019.6.23 21:00,21.3,,84,,,4,Sc,1439,,23.7
165,格器,2019.6.23 22:00,20.7,,88,,,3,,1167,,22.7
165,格器,2019.6.23 23:00,20.4,,88,,,1,,1025,,22
165,格器,2019.6.24 0:00,19.9,,90,,,2,Sc,943,19,21.5
165,格器,2019.6.24 1:00,19.7,,90,,,2,,929,19,20.9
165,格器,2019.6.24 2:00,19.4,,91,,,0,,655,19,20.4
165,格器,2019.6.24 3:00,19.4,,91,,,5,Sc,660,19,20.7
165,格器,2019.6.24 4:00,19.5,,91,,,7,Sc,759,19,21.2
165,格器,2019.6.24 5:00,19.5,,91,,,6,Sc,684,19,20.8
165,格器,2019.6.24 6:00,19.3,,92,0,0.04,2,Sc,609,19,20.2
165,格器,2019.6.24 7:00,19.9,,88,1,0.45,4,Sc,644,19,21.4
165,格器,2019.6.24 8:00,20.6,,86,0.3,0.56,5,Sc,942,19,22.6
165,格器,2019.6.24 9:00,21.4,,75,0.5,1.1,3,Sc,1453,19,24.8
165,格器,2019.6.24 10:00,22.5,,68,0.7,1.68,4,Sc,1688,,30.9
165,格器,2019.6.24 11:00,23.4,,68,1,2.94,4,ScCi,1720,,38.4
165,格器,2019.6.24 12:00,24.4,,61,1,3.4,3,Ci,1541,,43.3
165,格器,2019.6.24 13:00,25.4,,58,1,3.5,3,Sc,1716,,46.2
165,格器,2019.6.24 14:00,25.7,,58,1,3.44,2,Sc,1800,,47.3
165,格器,2019.6.24 15:00,26.4,,56,1,3.12,2,Sc,1868,,46.5
165,格器,2019.6.24 16:00,26.2,,61,1,2.64,2,Sc,1893,,43.4
165,格器,2019.6.24 17:00,25.7,,62,1,1.99,2,Sc,1867,,38
165,格器,2019.6.24 18:00,25.3,,61,1,1.3,0,,1890,,30.7
165,格器,2019.6.24 19:00,23.9,,68,1,0.62,0,,1733,,27.4
165,格器,2019.6.24 20:00,22.9,,79,0.3,0.12,3,,1168,,25.3
165,格器,2019.6.24 21:00,21.9,,88,,,4,Sc,782,19,24
165,格器,2019.6.24 22:00,21.3,,87,,,2,,868,19,23.1
165,格器,2019.6.24 23:00,21,,88,,,1,,793,19,22.5
165,格器,2019.6.25 0:00,20.9,,87,,,4,Sc,687,19,22
165,格器,2019.6.25 1:00,20.6,,89,,,3,,484,19,21.7
165,格器,2019.6.25 2:00,20.3,,89,,,2,,455,19,21.3
165,格器,2019.6.25 3:00,20.1,,93,,,0,,243,19,21.1
165,格器,2019.6.25 4:00,19.8,,92,,,0,,335,19,20.7
165,格器,2019.6.25 5:00,19.5,,95,,,6,Sc,160,19,20.6
165,格器,2019.6.25 6:00,19.5,,95,0,0.04,5,Sc,223,19,20.7
165,格器,2019.6.25 7:00,20.6,,87,1,0.44,2,Sc,434,19,21.8
165,格器,2019.6.25 8:00,22.3,,75,1,1.13,0,,797,19,24
165,格器,2019.6.25 9:00,24.1,,69,1,1.82,0,,890,4019,28.7
165,格器,2019.6.25 10:00,25.7,,61,1,2.49,3,Sc,1273,40,35.6
165,格器,2019.6.25 11:00,27.8,,52,1,3.09,4,Ci,1537,,42
165,格器,2019.6.25 12:00,27.9,,55,1,3.33,4,Ci,1106,,43.9
165,格器,2019.6.25 13:00,25.7,,64,0.6,2.17,7,Sc,1016,,38
165,格器,2019.6.25 14:00,25.3,,66,0.8,2.75,7,Sc,1053,,42.2
165,格器,2019.6.25 15:00,26.5,,62,1,3,6,Ci,1100,,44.8
165,格器,2019.6.25 16:00,27.1,,62,0.9,2.09,7,ScCi,1059,,43
165,格器,2019.6.25 17:00,27.2,,65,0.7,1.35,6,ScCi,1541,,34.5
165,格器,2019.6.25 18:00,27,,64,0.9,0.87,3,Sc,1570,,30.8
165,格器,2019.6.25 19:00,26.1,,68,0.8,0.52,5,,1694,,27.9
165,格器,2019.6.25 20:00,24.4,,75,0,0.08,6,,1442,,25.7
165,格器,2019.6.25 21:00,23.7,,75,,,7,Ci,1316,,24.4
165,格器,2019.6.25 22:00,23.4,,73,,,9,,1381,,23.9
165,格器,2019.6.25 23:00,23.4,,64,,,9,,1909,,23.1
165,格器,2019.6.26 0:00,22.6,,69,,,7,,1658,,22.4
165,格器,2019.6.26 1:00,22,,71,,,8,,1427,,22.2
165,格器,2019.6.26 2:00,21.8,,67,,,10,,1809,,22.2
165,格器,2019.6.26 3:00,21.7,,61,,,10,As,2000,,22.2
165,格器,2019.6.26 4:00,21.5,,64,,,10,ScAs,2000,,22
165,格器,2019.6.26 5:00,21.2,0.2,76,,,10,StNs,862,1901,21.7
165,格器,2019.6.26 6:00,20.3,2.6,90,0,0,10,StNs,237,1901,21.4
165,格器,2019.6.26 7:00,19.4,4.7,91,0,0.01,10,StNs,301,1901,21.2
165,格器,2019.6.26 8:00,19,4,91,0,0.08,10,StNs,340,1901,21.2
165,格器,2019.6.26 9:00,19.1,1.7,90,0,0.21,10,StNs,459,1901,21.7
165,格器,2019.6.26 10:00,19.4,0.8,90,0,0.53,10,StNs,737,1901,23.1
165,格器,2019.6.26 11:00,19.5,0.2,91,0,0.69,10,StNs,551,1901,23.5
165,格器,2019.6.26 12:00,19.6,0.5,93,0,0.44,10,StNs,808,1901,23.8
165,格器,2019.6.26 13:00,20.4,0.5,92,0,1.06,10,StNs,341,1901,25.2
165,格器,2019.6.26 14:00,21.7,0.6,87,0,0.98,10,ScAs,1975,1901,27.2
165,格器,2019.6.26 15:00,22.3,0,89,0,1.09,10,ScAs,882,1901,26.5
165,格器,2019.6.26 16:00,22.5,0.2,92,0,1.02,8,ScAc,844,1901,27.4
165,格器,2019.6.26 17:00,23.5,,86,0.1,1,9,ScAc,2000,19,27.4
165,格器,2019.6.26 18:00,22.8,0,90,0,0.44,10,StNs,847,1901,25.4
165,格器,2019.6.26 19:00,22.5,1.2,94,0,0.14,10,StNs,753,1901,24.4
165,格器,2019.6.26 20:00,22.3,0,94,0,0,10,ScAs,666,1901,23.9
165,格器,2019.6.26 21:00,22.1,0.8,96,,,10,StNs,177,1901,23.6
165,格器,2019.6.26 22:00,22.2,0.1,96,,,10,StNs,281,1901,23.5
165,格器,2019.6.26 23:00,22.4,0,96,,,10,ScAs,442,1901,23.5
165,格器,2019.6.27 0:00,22.3,,97,,,10,,83,1916,23.5
165,格器,2019.6.27 1:00,22.3,,97,,,10,ScAs,459,1916,23.2
165,格器,2019.6.27 2:00,22.4,,97,,,10,,1267,19,23.3
165,格器,2019.6.27 3:00,22.6,0,96,,,10,StNs,1717,1,23.3
165,格器,2019.6.27 4:00,22.5,0.3,97,,,10,StNs,695,1901,23.2
165,格器,2019.6.27 5:00,22.5,0,97,,,8,Sc,1149,1901,23.2
165,格器,2019.6.27 6:00,22.6,,97,0,0.01,9,Sc,710,19,23.3
165,格器,2019.6.27 7:00,22.6,,97,0,0.08,8,Sc,991,19,23.6
165,格器,2019.6.27 8:00,22.8,,97,0,0.2,8,Sc,345,19,24
165,格器,2019.6.27 9:00,22.8,0.1,96,0,0.45,10,As,349,1902,24.9
165,格器,2019.6.27 10:00,23.2,,91,0,0.59,8,Sc,1384,19,25.8
165,格器,2019.6.27 11:00,24.2,,84,0.3,1.54,8,Sc,1989,,28.6
165,格器,2019.6.27 12:00,25,,81,0.2,1.75,7,Sc,2000,,29.7
165,格器,2019.6.27 13:00,25,,79,0.5,2.08,7,Sc,1444,,31.9
165,格器,2019.6.27 14:00,26.2,,73,0.9,3.19,8,Sc,1935,,36.9
165,格器,2019.6.27 15:00,26.2,,70,1,2.65,8,Sc,1923,,37.4
165,格器,2019.6.27 16:00,25.4,,77,0.6,1.87,7,Sc,1308,,32.8
165,格器,2019.6.27 17:00,24.7,,80,1,1.93,4,ScCi,1544,,30
165,格器,2019.6.27 18:00,24.5,,79,1,1.33,8,ScCi,1213,,28
165,格器,2019.6.27 19:00,23.2,,86,0.1,0.29,7,,583,19,25.6
165,格器,2019.6.27 20:00,22.7,,89,0,0.08,8,,479,19,24.6
165,格器,2019.6.27 21:00,22.2,,90,,,7,Sc,410,19,24.3
165,格器,2019.6.27 22:00,22.1,,88,,,8,,407,19,23.8
165,格器,2019.6.27 23:00,21.7,,90,,,6,,257,19,23
165,格器,2019.6.28 0:00,21.5,,92,,,7,Sc,268,19,22.9
165,格器,2019.6.28 1:00,21.3,,92,,,7,,323,19,22.6
165,格器,2019.6.28 2:00,21.1,,92,,,3,,296,19,22.1
165,格器,2019.6.28 3:00,21.1,,91,,,6,Sc,613,19,22.5
165,格器,2019.6.28 4:00,20.7,,94,,,4,Sc,281,19,21.6
165,格器,2019.6.28 5:00,20.4,,95,,,6,Sc,256,19,21.3
165,格器,2019.6.28 6:00,20.3,,93,0,0.04,4,Sc,314,19,21.3
165,格器,2019.6.28 7:00,20.8,,91,0.9,0.45,3,Ci,472,19,22.1
165,格器,2019.6.28 8:00,20.3,,95,0.3,0.55,10,,70,1916,23.7
165,格器,2019.6.28 9:00,21.7,,86,0.5,1.56,3,Sc,660,1916,26.9
165,格器,2019.6.28 10:00,22.5,,77,1,2.28,6,Sc,1433,19,30.8
165,格器,2019.6.28 11:00,24,,68,1,3.15,7,ScCi,1402,,35
165,格器,2019.6.28 12:00,24.6,,66,1,3.5,8,ScCi,1800,,36.6
165,格器,2019.6.28 13:00,25.2,,61,1,3.39,8,Ci,2000,,38.5
165,格器,2019.6.28 14:00,25.7,,63,1,3.53,6,Ci,1940,,39.7
165,格器,2019.6.28 15:00,26.2,,62,1,3.15,5,Ci,1951,,39.2
165,格器,2019.6.28 16:00,26.2,,67,1,2.54,6,Ci,1883,,36.6
165,格器,2019.6.28 17:00,25.5,,74,0.7,1.48,7,ScCi,1831,,31.5
165,格器,2019.6.28 18:00,25.3,,77,0.9,1.16,4,ScCi,1481,,28.7
165,格器,2019.6.28 19:00,24.2,,78,0.2,0.36,8,,1278,,26.8
165,格器,2019.6.28 20:00,23.2,,83,0,0.08,8,,517,19,25
165,格器,2019.6.28 21:00,22.8,,84,,,9,Ci,542,19,24.4
165,格器,2019.6.28 22:00,22.5,,89,,,9,,708,19,24
165,格器,2019.6.28 23:00,22.1,,88,,,8,,833,19,23.8
165,格器,2019.6.29 0:00,21.9,,86,,,10,As,970,19,23.6
165,格器,2019.6.29 1:00,21.7,,86,,,10,,1092,19,23.2
165,格器,2019.6.29 2:00,21.7,,86,,,10,,721,19,23.1
165,格器,2019.6.29 3:00,21.6,,81,,,10,As,961,19,22.8
165,格器,2019.6.29 4:00,21.7,,66,,,10,As,2000,19,22.4
165,格器,2019.6.29 5:00,21.5,,68,,,10,ScAs,2000,,22.5
165,格器,2019.6.29 6:00,21.5,0.2,86,0,0,10,StNs,557,1901,22.5
165,格器,2019.6.29 7:00,21.2,2.9,94,0,0.01,10,StNs,214,1901,22.6
165,格器,2019.6.29 8:00,21,3.2,95,0,0.07,10,StNs,162,1901,22.5
165,格器,2019.6.29 9:00,21,7.5,95,0,0.13,10,StNs,194,1901,22.5
165,格器,2019.6.29 10:00,21.3,4.2,95,0,0.23,10,StNs,313,1901,23.1
165,格器,2019.6.29 11:00,21.7,1.7,94,0,0.4,10,StNs,594,1901,24.1
165,格器,2019.6.29 12:00,21.8,2.5,94,0,0.23,10,StNs,519,1901,23.6
