"¿ù","ÀÏ"," 1h "," 2h "," 3h "," 4h "," 5h "," 6h "," 7h "," 8h "," 9h "," 10h "," 11h "," 12h "," 13h "," 14h "," 15h "," 16h "," 17h "," 18h "," 19h "," 20h "," 21h "," 22h "," 23h "," 24h "," °è "
"06","14","0","0","0","0","0","0","8.04","68.4","120.72","200.76","269.64","488.64","409.68","242.28","150.84","98.04","154.44","142.56","76.56","15.96","0","0","0","0","2447"
"06","15","0","0","0","0","0","0","77.28","295.44","581.28","837.48","714.36","869.4","1102.56","1147.8","695.52","701.52","698.64","278.76","93","23.76","0","0","0","0","8117"
"06","16","0","0","0","0","0","0","42.12","205.92","539.04","847.68","989.52","999.12","792.6","985.44","902.64","800.64","528.12","300.24","164.04","23.16","0","0","0","0","8120"
"06","17","0","0","0","0","0","0","74.16","170.28","496.92","656.64","973.56","1033.2","1058.04","1017.12","900.6","822.84","600.84","325.92","145.32","22.08","0","0","0","0","8298"
"06","18","0","0","0","0","0","0","6.24","63.24","98.16","98.16","133.92","171.48","476.88","869.04","927.36","658.92","423.84","321.84","129","14.04","0","0","0","0","4392"
"06","19","0","0","0","0","0","2.16","45.36","221.16","448.2","653.64","955.44","1116","1115.76","1071.6","858.96","620.76","461.16","321","148.56","21.96","0","0","0","0","8062"
"06","20","0","0","0","0","0","0.12","79.8","291.48","534.84","786.12","979.8","1029.72","1059.12","874.68","794.88","717.24","620.88","406.32","148.44","27","0","0","0","0","8350"
"06","21","0","0","0","0","0","4.56","108.48","305.16","570.84","825.24","998.4","1063.68","1139.4","1153.68","1048.68","930.72","685.32","413.64","129.48","33.96","0","0","0","0","9411"
"06","22","0","0","0","0","0","0","52.44","177.24","302.64","781.44","770.04","840.96","1095.12","1085.04","1017.84","867.72","400.44","281.4","91.2","9.24","0","0","0","0","7773"
"06","23","0","0","0","0","0","0","0","126.96","172.68","584.04","527.88","614.64","594.12","855.84","1062.6","932.4","807.36","396.48","53.04","0.96","0","0","0","0","6729"
"06","24","0","0","0","0","0","0","49.56","192.48","354","791.88","813.48","1094.4","1140.96","928.44","823.08","856.8","677.16","408.12","169.2","22.56","0","0","0","0","8322"
"06","25","0","0","0","0","0","0","73.68","281.4","560.16","806.28","945.48","898.08","1086.36","1075.56","1004.88","654.96","620.88","369.6","146.88","20.76","0","0","0","0","8545"
"06","26","0","0","0","0","0","0","0","0","14.16","105.72","108.36","203.76","203.16","305.4","321.24","228.12","167.28","143.64","43.32","5.04","0","0","0","0","1849"
"06","27","0","0","0","0","0","0","0","47.88","176.16","376.44","452.4","702.84","616.44","725.16","847.08","848.16","724.8","413.64","118.56","18","0","0","0","0","6068"
"06","28","0","0","0","0","0","0","74.16","306.12","298.2","759.96","787.2","759.84","713.64","791.88","1061.88","897.36","622.44","404.16","117.12","31.32","0","0","0","0","7625"
"06","29","0","0","0","0","0","0","0","0","16.32","86.28","77.28","83.88","145.44","54.48","5.16","1.44","0","0","0","0","0","0","0","0","470"
"06","30","0","0","0","0","0","0","5.28","80.28","129.36","339.96","400.08","543.6","532.56","440.28","449.52","471","383.64","263.52","130.56","46.08","0","0","0","0","4216"
"07","01","0","0","0","0","0","0","18.36","63.24","208.56","304.92","247.8","201.72","240.84","215.28","271.44","187.2","189.24","128.16","61.44","27","0","0","0","0","2365"
"07","02","0","0","0","0","0","0","39.72","73.32","379.2","642.6","750.12","718.08","917.76","892.2","847.2","864.36","656.88","385.68","165.96","35.28","0","0","0","0","7368"
"07","03","0","0","0","0","0","0","31.56","166.32","175.2","570.24","658.68","671.88","1005.6","657.12","371.28","672.24","616.2","338.04","166.92","28.44","0","0","0","0","6130"
"07","04","0","0","0","0","0","0","67.44","277.08","572.16","797.04","1015.8","1119.84","1025.64","1134.96","1021.2","838.92","657.96","332.16","142.44","19.44","0","0","0","0","9022"
"07","05","0","0","0","0","0","0","72.6","197.76","355.44","438.48","826.8","883.92","1145.28","1129.92","926.64","891.6","664.56","395.52","152.4","22.68","0","0","0","0","8104"
"07","06","0","0","0","0","0","0","70.44","275.64","564.12","802.8","978.6","1089.84","1148.16","1141.92","1059.6","931.08","715.2","413.04","140.04","18.6","0","0","0","0","9349"
"07","07","0","0","0","0","0","0","35.4","247.68","516.96","794.28","949.2","1066.2","760.92","773.76","693.24","222.96","37.68","135.48","95.28","4.44","0","0","0","0","6333"
"07","08","0","0","0","0","0","0","54.12","148.56","218.88","605.64","924.96","1137.6","1153.44","827.64","819.6","297.96","80.88","134.64","16.56","8.04","0","0","0","0","6429"
"07","09","0","0","0","0","0","0","17.88","154.08","469.44","550.8","781.92","493.8","257.88","180.36","315.24","432.6","278.4","244.68","123.48","16.56","0","0","0","0","4317"
"07","10","0","0","0","0","0","0","0","36.48","104.28","122.88","123.6","87.96","223.68","247.08","118.8","92.52","90.96","78.24","34.08","1.68","0","0","0","0","1362"
"07","11","0","0","0","0","0","0","17.04","108.84","255.84","576","376.08","355.08","416.52","439.2","637.32","528.12","278.88","129.24","70.92","11.04","0","0","0","0","4200"
"07","12","0","0","0","0","0","0","72.96","234.6","472.32","669.24","688.44","756.36","1057.32","972.72","985.68","652.2","426.6","265.44","81.72","8.28","0","0","0","0","7344"
"07","13","0","0","0","0","0","0","0","82.08","144","333.6","389.52","564","727.92","795","680.76","770.88","559.32","234","173.04","24.96","0","0","0","0","5479"
"07","14","0","0","0","0","0","0","50.88","211.44","420.6","712.92","847.56","794.16","774.96","739.56","986.4","862.2","639.24","380.04","149.04","23.16","0","0","0","0","7592"
"07","15","0","0","0","0","0","0","50.52","189.36","372.36","629.16","775.68","891.24","849.84","1014.96","918.96","574.56","313.8","307.08","129.6","20.64","0","0","0","0","7038"
"07","16","0","0","0","0","0","0","58.44","229.44","456.96","685.2","883.32","972.72","880.32","858.36","1011","841.32","561.6","293.04","129.6","7.08","0","0","0","0","7868"
"07","17","0","0","0","0","0","0","61.68","217.92","409.56","563.64","870.12","1004.28","1022.76","1016.4","847.68","587.52","272.04","80.04","35.76","1.68","0","0","0","0","6991"
"07","18","0","0","0","0","0","0","0","1.56","73.08","195.96","273.96","505.44","458.04","263.4","263.04","146.64","63.36","68.88","45.72","8.64","0","0","0","0","2368"
"07","19","0","0","0","0","0","0","0","36","15.48","0","49.56","143.28","160.08","95.52","142.92","101.4","48.12","39.36","32.04","2.16","0","0","0","0","866"
"07","20","0","0","0","0","0","0","0","0","51.36","89.76","138","201.96","424.44","205.08","135.24","144.24","56.28","30.24","17.28","0","0","0","0","0","1494"
"07","21","0","0","0","0","0","0","0","22.08","161.52","291.36","830.16","568.08","560.4","333.36","430.68","464.16","538.32","256.92","135.36","15.6","0","0","0","0","4608"
"07","22","0","0","0","0","0","0","0","90.72","196.2","310.92","279.24","202.92","212.64","318","657.36","357.12","228.48","221.16","80.64","18.96","0","0","0","0","3174"
"07","23","0","0","0","0","0","0","0","55.68","125.64","359.76","672.6","606.6","814.8","890.76","907.44","792.6","626.64","433.08","138.84","17.88","0","0","0","0","6442"
"07","24","0","0","0","0","0","0","0","78.72","148.08","179.76","251.16","438.36","810.84","761.4","503.04","329.64","188.52","68.16","11.04","0","0","0","0","0","3769"
"07","25","0","0","0","0","0","0","0","0.72","113.4","623.28","720.48","527.64","1005.96","896.88","961.56","832.8","610.32","328.2","4.2","0","0","0","0","0","6625"
"07","26","0","0","0","0","0","0","0","17.16","166.8","348.12","570","312.84","519.72","416.64","385.56","468.72","371.76","90","1.2","0","0","0","0","0","3669"
"07","27","0","0","0","0","0","0","0","31.08","52.32","37.32","149.28","119.16","36.36","112.2","121.08","73.44","34.2","9.6","7.2","0","0","0","0","0","783"
"07","28","0","0","0","0","0","0","0","38.16","167.76","357.96","495","518.16","586.44","439.2","482.88","681.12","642.24","362.52","113.16","15.48","0","0","0","0","4900"
"07","29","0","0","0","0","0","0","30.12","243","352.8","556.2","756.12","1105.08","1170.36","1085.52","1063.56","936.96","704.4","421.32","151.2","28.68","0","0","0","0","8605"
"07","30","0","0","0","0","0","0","8.4","207.48","519.84","785.4","801.72","983.52","1185.84","1163.52","1109.16","952.92","663.36","226.8","89.76","9.72","0","0","0","0","8707"
"07","31","0","0","0","0","0","0","28.2","220.32","361.2","501.6","958.8","1114.56","1115.16","1136.28","1038.72","917.64","697.32","405.12","123.12","3.24","0","0","0","0","8621"
"08","01","0","0","0","0","0","0","8.52","222.36","471.48","706.32","994.08","1096.2","1136.52","1028.28","1001.4","889.32","650.88","363.96","121.44","4.92","0","0","0","0","8696"
"08","02","0","0","0","0","0","0","21.24","234.84","534.6","774","965.16","1101.84","1070.76","1000.44","950.04","679.8","487.2","339.12","136.56","13.44","0","0","0","0","8309"
"08","03","0","0","0","0","0","0","14.16","266.88","518.64","750.48","834.72","1016.16","1066.08","1010.04","849.48","652.08","609.84","341.64","115.08","11.4","0","0","0","0","8057"
"08","04","0","0","0","0","0","0","7.92","215.16","431.88","740.52","911.76","855.12","592.2","830.52","983.64","648.72","660.12","227.88","116.88","0","0","0","0","0","7222"
"08","05","0","0","0","0","0","0","27.6","214.68","460.2","760.68","927.12","1042.56","1031.52","936.48","783.36","597.6","457.44","189.12","72.96","2.52","0","0","0","0","7504"
"08","06","0","0","0","0","0","0","25.44","157.8","448.92","747.48","818.64","914.88","929.28","844.08","846.36","421.56","205.92","288.36","153.72","19.56","0","0","0","0","6822"
"08","07","0","0","0","0","0","0","29.64","188.64","407.04","719.28","940.56","1046.52","1135.8","995.04","841.92","913.8","615","375.48","114","5.64","0","0","0","0","8328"
"08","08","0","0","0","0","0","0","23.64","234.12","229.44","692.16","865.08","942.84","1135.08","1050.12","906.36","743.52","636.24","325.44","88.2","5.88","0","0","0","0","7878"
"08","09","0","0","0","0","0","0","13.68","208.32","414.12","553.56","876.72","881.16","887.04","887.28","786.6","567.24","380.28","301.68","104.04","4.56","0","0","0","0","6866"
"08","10","0","0","0","0","0","0","14.16","195.12","448.2","561.24","901.56","879.6","679.56","567.12","953.76","661.32","516.96","241.68","87.72","6.36","0","0","0","0","6714"
"08","11","0","0","0","0","0","0","0.84","178.56","343.68","498.96","481.44","435.72","291","213.12","186.84","113.16","27.36","0","0","0","0","0","0","0","2771"
"08","12","0","0","0","0","0","0","0","9.36","165.24","459.72","501.36","188.88","538.68","448.68","396.48","345.36","200.64","188.88","52.92","0","0","0","0","0","3496"
"08","13","0","0","0","0","0","0","15.36","220.44","526.2","790.68","992.16","1093.32","1058.4","848.16","801.6","670.32","605.16","232.2","91.44","1.92","0","0","0","0","7947"
"08","14","0","0","0","0","0","0","4.92","162.72","392.04","688.08","772.68","731.16","1019.16","925.32","940.44","904.44","581.52","370.44","106.44","2.76","0","0","0","0","7602"
"08","15","0","0","0","0","0","0","0.84","138.24","446.28","411","955.92","1173.84","1010.52","750.24","391.2","698.88","575.16","242.16","48.6","0","0","0","0","0","6843"
"08","16","0","0","0","0","0","0","0.48","66.24","155.04","403.68","488.16","384.72","547.56","724.92","984.48","739.08","572.28","381.72","107.28","2.88","0","0","0","0","5559"
"08","17","0","0","0","0","0","0","22.68","193.8","328.2","605.64","885.24","995.76","1072.92","961.56","920.64","815.4","541.56","219.48","36.96","0","0","0","0","0","7600"
"08","18","0","0","0","0","0","0","4.68","175.8","518.64","603.84","823.68","1121.16","1193.4","1163.52","992.52","914.64","676.44","371.4","106.08","2.4","0","0","0","0","8668"
"08","19","0","0","0","0","0","0","32.04","264.36","413.88","711.72","1028.52","988.32","1060.68","1140.24","1055.52","817.44","510.84","302.04","86.4","0","0","0","0","0","8412"
"08","20","0","0","0","0","0","0","21.12","197.76","478.56","747.12","873.84","956.28","666.36","812.28","486.6","625.2","584.88","327.84","48.48","0","0","0","0","0","6826"
"08","21","0","0","0","0","0","0","15.72","131.04","372.48","545.76","552.96","747.84","360.48","858.24","678.72","533.76","471.48","167.28","36.96","0","0","0","0","0","5473"
"08","22","0","0","0","0","0","0","0","0","24.36","280.56","803.04","630.48","926.88","1030.32","1063.44","842.88","616.44","280.08","74.76","0.96","0","0","0","0","6574"
"08","23","0","0","0","0","0","0","4.92","134.04","184.92","437.52","425.88","398.16","303.36","587.76","590.64","709.56","500.88","272.88","81.36","0.36","0","0","0","0","4632"
"08","24","0","0","0","0","0","0","20.76","145.92","316.2","398.4","454.08","549.84","771.72","858.12","857.76","729.84","561.96","196.68","41.4","0","0","0","0","0","5903"
"08","25","0","0","0","0","0","0","0","56.4","189.96","266.04","324.12","150.12","458.88","428.88","396.96","432.6","553.8","281.28","72.36","0","0","0","0","0","3611"
"08","26","0","0","0","0","0","0","1.32","194.16","515.76","823.2","681.48","489.6","633","657.96","579","692.76","401.76","152.16","51.24","0","0","0","0","0","5873"
"08","27","0","0","0","0","0","0","0","70.32","258.84","101.76","0","0","265.68","191.04","214.8","264.6","140.4","55.44","3.48","0","0","0","0","0","1566"
"08","28","0","0","0","0","0","0","0","6.72","148.68","244.32","346.2","545.28","294.48","434.16","430.2","147.96","181.32","248.88","87.72","0.12","0","0","0","0","3116"
"08","29","0","0","0","0","0","0","0","28.32","86.52","75.96","130.2","169.56","172.56","267.48","257.16","314.16","236.64","86.52","16.08","0","0","0","0","0","1841"
"08","30","0","0","0","0","0","0","15.6","209.52","480.72","606.84","959.88","1134.12","1231.32","1235.88","1034.4","933.84","657.48","392.04","68.28","0","0","0","0","0","8960"
"08","31","0","0","0","0","0","0","17.52","166.8","335.52","268.2","626.52","701.76","974.88","951.84","943.2","510.48","341.04","196.56","77.04","0","0","0","0","0","6111"
"09","01","0","0","0","0","0","0","10.56","132.36","308.16","207.48","235.2","263.88","149.88","154.92","115.2","151.44","155.76","75.12","5.4","0","0","0","0","0","1965"
"09","02","0","0","0","0","0","0","0","0","32.28","98.52","252","310.44","298.08","531.96","222.36","163.56","87","27.36","2.28","0","0","0","0","0","2026"
"09","03","0","0","0","0","0","0","0","0","0","130.92","226.2","342.12","377.16","355.44","289.44","230.52","279.12","161.28","18.6","0","0","0","0","0","2411"
"09","04","0","0","0","0","0","0","0","49.2","111.12","247.44","632.04","630.24","332.52","95.28","153.84","319.92","253.68","137.04","45.12","0","0","0","0","0","3007"
"09","05","0","0","0","0","0","0","0","70.8","233.88","355.56","584.28","872.16","1010.64","901.44","682.08","56.76","16.56","0.48","0","0","0","0","0","0","4785"
"09","06","0","0","0","0","0","0","1.32","74.16","124.32","208.92","338.52","467.88","271.68","510.12","354.96","137.16","66","45.96","0.6","0","0","0","0","0","2602"
"09","07","0","0","0","0","0","0","0","0","41.28","78","184.32","171","182.52","159","286.44","587.16","486","86.04","0.24","0","0","0","0","0","2262"
"09","08","0","0","0","0","0","0","0","122.64","295.92","234","344.76","360.96","329.52","272.04","262.56","228.24","109.2","70.08","2.88","0","0","0","0","0","2633"
"09","09","0","0","0","0","0","0","0","0","63.24","263.76","242.4","216.24","384.84","516.72","405.24","205.08","200.88","11.28","0","0","0","0","0","0","2510"
"09","10","0","0","0","0","0","0","0.24","131.04","255.24","221.28","442.08","537.24","1066.32","1083.36","972.72","774.36","513.48","201.96","26.88","0","0","0","0","0","6226"
"09","11","0","0","0","0","0","0","0","48.12","283.8","523.2","685.2","560.28","581.16","1088.16","998.04","846","562.2","241.08","31.56","0","0","0","0","0","6449"
"09","12","0","0","0","0","0","0","0.36","10.44","97.8","206.64","209.64","264.72","435.12","381.96","150.6","237.12","98.64","59.28","13.08","0","0","0","0","0","2165"
"09","13","0","0","0","0","0","0","0","58.44","483.24","814.32","1015.08","1135.2","1184.28","761.28","663.6","475.8","164.76","77.52","18.96","0","0","0","0","0","6852"
"09","14","0","0","0","0","0","0","0","105.12","318.36","532.8","537.6","552.96","731.28","753.6","657.72","518.4","378.48","155.28","14.28","0","0","0","0","0","5256"
"09","15","0","0","0","0","0","0","0","59.4","345.24","552.24","309.6","358.56","565.08","422.16","349.68","478.32","211.56","135.12","15","0","0","0","0","0","3802"
"09","16","0","0","0","0","0","0","0","21.12","118.08","469.92","750.36","691.2","1129.44","784.2","655.08","507.6","517.92","199.32","21.84","0","0","0","0","0","5866"
"09","17","0","0","0","0","0","0","4.92","165.84","473.04","820.92","1055.28","1151.52","1178.64","1145.4","1034.4","853.32","570.72","234.96","20.4","0","0","0","0","0","8709"
"09","18","0","0","0","0","0","0","0","111.36","381.48","795.12","828.6","1137.36","1228.44","1224.72","1097.16","894.36","597.12","245.76","22.32","0","0","0","0","0","8564"
"09","19","0","0","0","0","0","0","5.4","178.32","536.76","851.52","1052.88","1174.44","1063.56","858.12","1076.88","873.72","569.28","223.32","18.96","0","0","0","0","0","8483"
"09","20","0","0","0","0","0","0","0","81","386.28","667.8","941.52","738.72","855.48","1027.08","1038.96","807","294.96","104.76","6.96","0","0","0","0","0","6951"
"09","21","0","0","0","0","0","0","0","4.44","53.64","64.32","162.12","93.72","43.44","46.08","79.08","33.84","14.76","2.04","0","0","0","0","0","0","597"
"09","22","0","0","0","0","0","0","0","0","0","15.36","51.96","62.4","127.2","188.04","162.96","126.96","56.64","35.4","14.4","0","0","0","0","0","841"
"09","23","0","0","0","0","0","0","0","132.96","531.72","801.12","1093.32","1146.24","1179.84","1224.6","1130.76","915.96","603.6","235.68","16.2","0","0","0","0","0","9012"
"09","24","0","0","0","0","0","0","0.36","78.84","555.84","874.44","1093.2","1218.36","1275.36","1153.08","723","641.88","471.48","198.6","15.96","0","0","0","0","0","8300"
"09","25","0","0","0","0","0","0","8.04","119.76","333.84","629.04","972.84","1023.48","1014.24","1031.04","740.76","568.44","219.84","113.28","7.68","0","0","0","0","0","6782"
"09","26","0","0","0","0","0","0","1.32","160.56","425.16","685.44","661.44","778.92","738.48","808.08","483.6","568.8","290.64","172.2","9.24","0","0","0","0","0","5784"
"09","27","0","0","0","0","0","0","0.72","97.44","425.28","687.36","591.96","731.52","893.28","937.2","603.12","428.64","217.32","104.52","1.68","0","0","0","0","0","5720"
"09","28","0","0","0","0","0","0","0","44.16","180.84","604.8","785.88","458.28","718.92","1023.96","712.44","654.6","425.04","117.96","3.48","0","0","0","0","0","5730"
"09","29","0","0","0","0","0","0","0","75.36","451.32","814.44","757.08","780.72","1078.56","1084.44","1044.24","841.2","512.76","157.56","6.84","0","0","0","0","0","7605"
"09","30","0","0","0","0","0","0","0","167.88","253.8","545.04","735.6","925.32","1091.4","1074.6","920.76","739.32","404.52","161.88","3.36","0","0","0","0","0","7023"
"10","01","0","0","0","0","0","0","0","0","8.4","0.6","6","13.68","168.84","109.2","98.64","52.56","25.68","8.52","0","0","0","0","0","0","492"
"10","02","0","0","0","0","0","0","0","0","0","4.68","92.28","110.76","109.08","42.6","48.24","84.84","12.84","0","0","0","0","0","0","0","505"
"10","03","0","0","0","0","0","0","0","8.64","355.2","487.08","1059.24","1258.56","470.76","707.88","951.24","681.24","342.48","146.64","0.6","0","0","0","0","0","6470"
"10","04","0","0","0","0","0","0","0","57.84","273.6","456.24","487.68","1038.12","1137","1106.76","988.2","755.16","445.32","152.4","3.84","0","0","0","0","0","6902"
"10","05","0","0","0","0","0","0","0","0.84","38.04","59.4","108.12","184.8","226.08","263.52","391.92","283.32","216.48","84.6","0","0","0","0","0","0","1857"
"10","06","0","0","0","0","0","0","0","96.72","308.88","638.76","951.6","1156.08","979.32","444.72","360.12","465.96","176.88","49.56","10.92","0","0","0","0","0","5640"
"10","07","0","0","0","0","0","0","0","5.28","74.76","116.52","80.28","115.44","45.6","31.8","67.32","162.84","77.28","27.84","0","0","0","0","0","0","805"
"10","08","0","0","0","0","0","0","0","59.76","194.64","759.24","935.64","875.04","853.8","1102.56","863.04","644.88","482.64","160.44","1.2","0","0","0","0","0","6933"
"10","09","0","0","0","0","0","0","1.32","200.88","596.04","932.88","1152.84","1273.32","1291.44","1240.08","914.76","859.8","546.12","170.16","0.84","0","0","0","0","0","9180"
"10","10","0","0","0","0","0","0","1.56","97.92","391.2","748.44","1087.2","1198.2","1188.24","1147.08","1006.68","808.32","489.24","125.04","0","0","0","0","0","0","8289"
"10","11","0","0","0","0","0","0","0","172.8","270","859.56","1056.84","1166.88","1203.72","1132.32","958.08","729.24","413.76","75.72","0","0","0","0","0","0","8039"
"10","12","0","0","0","0","0","0","0","138.36","520.44","856.2","1072.08","1182.72","1202.64","1141.92","1001.88","779.88","456","112.68","0","0","0","0","0","0","8465"
"10","13","0","0","0","0","0","0","0","160.08","513.36","838.2","1079.4","1205.88","1216.56","1167","1029.36","812.4","477.96","120.6","0","0","0","0","0","0","8621"
"10","14","0","0","0","0","0","0","0","143.04","521.52","802.56","1036.8","854.64","1146.84","1120.56","589.2","474.24","450.48","111.36","0","0","0","0","0","0","7251"
"10","15","0","0","0","0","0","0","0","61.32","165.96","308.52","791.16","293.16","593.76","414.6","550.8","635.04","322.56","83.28","0","0","0","0","0","0","4220"
"10","16","0","0","0","0","0","0","0","120.84","417.6","828.24","1035.24","1145.64","1253.28","1155.36","663.72","609.48","339.6","71.04","0","0","0","0","0","0","7640"
"10","17","0","0","0","0","0","0","0","21.96","170.64","310.44","308.52","450.96","236.4","423.12","354","449.16","177.84","55.2","0","0","0","0","0","0","2958"
"10","18","0","0","0","0","0","0","0","36.36","186.24","386.52","529.8","440.4","295.92","432.12","229.56","109.8","72.12","12.96","0","0","0","0","0","0","2732"
"10","19","0","0","0","0","0","0","0","121.8","501.6","813.72","1013.4","1103.4","1030.08","1190.4","1059","825.12","459.12","87.24","0","0","0","0","0","0","8205"
"10","20","0","0","0","0","0","0","0","37.2","158.4","402.12","874.68","1151.04","1191.36","1147.56","906","431.64","339.72","63.84","0","0","0","0","0","0","6704"
"10","21","0","0","0","0","0","0","0","99.84","495.6","842.76","1067.52","1192.32","1220.4","1138.44","977.76","712.56","335.64","43.2","0","0","0","0","0","0","8126"
"10","22","0","0","0","0","0","0","0","113.04","509.52","849","1059.36","1159.56","1187.64","1118.88","922.8","700.92","213","39","0","0","0","0","0","0","7873"
"10","23","0","0","0","0","0","0","0","33.96","123.6","174.48","245.28","338.16","483.12","289.8","266.64","199.68","61.56","16.2","0","0","0","0","0","0","2232"
"10","24","0","0","0","0","0","0","0","23.16","90.48","174.84","332.88","474.36","1003.92","1115.52","979.56","712.44","365.28","55.2","0","0","0","0","0","0","5328"
"10","25","0","0","0","0","0","0","0","81","492.84","814.2","971.76","1046.28","825.12","628.32","887.04","539.16","242.88","23.88","0","0","0","0","0","0","6552"
"10","26","0","0","0","0","0","0","0","55.32","392.76","404.16","492.48","427.32","364.08","555.96","377.64","340.8","111.72","26.28","0","0","0","0","0","0","3549"
"10","27","0","0","0","0","0","0","0","103.32","401.52","782.76","1036.92","849.36","831.96","896.16","899.64","532.8","185.76","25.68","0","0","0","0","0","0","6546"
"10","28","0","0","0","0","0","0","0","35.04","293.16","657.48","920.52","1151.88","1191.6","1116.36","983.52","666.6","291.72","17.28","0","0","0","0","0","0","7325"
"10","29","0","0","0","0","0","0","0","39","262.8","557.04","842.88","980.04","1038.36","1067.04","1000.32","777.36","379.32","26.28","0","0","0","0","0","0","6970"
"10","30","0","0","0","0","0","0","0","95.64","526.32","855.48","1079.16","1214.88","1148.88","917.04","888.84","805.2","431.64","46.08","0","0","0","0","0","0","8009"
"10","31","0","0","0","0","0","0","0","81.36","487.56","824.28","1033.68","1151.52","1199.16","1133.04","986.28","705.72","314.88","33.12","0","0","0","0","0","0","7951"
"11","01","0","0","0","0","0","0","0","21.24","103.08","406.44","504.12","994.8","961.44","1001.76","855.72","606.84","237.24","23.52","0","0","0","0","0","0","5716"
"11","02","0","0","0","0","0","0","0","66","311.4","658.92","798.84","801.24","572.04","865.92","830.04","512.88","185.4","26.4","0","0","0","0","0","0","5629"
"11","03","0","0","0","0","0","0","0","8.04","99.36","249.36","702.6","1015.08","961.44","1068.96","834.24","701.4","193.92","12.6","0","0","0","0","0","0","5847"
"11","04","0","0","0","0","0","0","0","39.72","285","570.12","920.16","680.64","768","995.28","293.88","171.36","289.92","26.28","0","0","0","0","0","0","5040"
"11","05","0","0","0","0","0","0","0","13.56","97.56","229.2","729.48","1120.92","1166.04","1026.72","978.6","720.12","302.28","15.72","0","0","0","0","0","0","6400"
"11","06","0","0","0","0","0","0","0","14.4","153.12","730.2","1024.2","1159.32","1214.4","1114.8","962.28","615.96","134.64","12.72","0","0","0","0","0","0","7136"
"11","07","0","0","0","0","0","0","0","19.44","199.44","345.24","589.56","751.68","880.8","864.12","690.96","425.88","184.32","12.6","0","0","0","0","0","0","4964"
"11","08","0","0","0","0","0","0","0","38.76","456.96","846.96","1083.24","1228.56","1260.6","1209.48","1053.12","775.2","330.72","13.92","0","0","0","0","0","0","8298"
"11","09","0","0","0","0","0","0","0","32.04","416.64","822.6","1059.72","1176.84","1184.52","1131.12","975.72","713.64","266.04","14.52","0","0","0","0","0","0","7793"
"11","10","0","0","0","0","0","0","0","8.76","130.32","222.48","358.44","312","509.28","195.72","360.96","254.04","55.44","8.64","0","0","0","0","0","0","2416"
"11","11","0","0","0","0","0","0","0","24.24","355.8","678.96","734.52","778.68","537.12","580.68","248.88","640.56","199.44","8.64","0","0","0","0","0","0","4788"
"11","12","0","0","0","0","0","0","0","22.56","382.68","702.72","842.28","795.36","1050.6","1005.36","414.36","361.92","72.36","5.16","0","0","0","0","0","0","5655"
"11","13","0","0","0","0","0","0","0","7.32","58.92","192.72","265.56","191.16","154.8","172.8","173.28","102.96","6.84","0","0","0","0","0","0","0","1326"
"11","14","0","0","0","0","0","0","0","19.44","297.72","843.36","856.8","1147.08","1266.36","1230.24","1085.4","773.88","247.8","9.96","0","0","0","0","0","0","7778"
"11","15","0","0","0","0","0","0","0","21.12","276.72","727.68","998.4","1154.4","1189.56","888","845.28","569.04","193.32","11.64","0","0","0","0","0","0","6875"
"11","16","0","0","0","0","0","0","0","22.32","329.52","642.12","373.08","858.24","876.48","515.4","264.36","327.96","156.72","9.84","0","0","0","0","0","0","4376"
"11","17","0","0","0","0","0","0","0","0","32.76","75.36","162.12","252.6","402.6","326.04","203.28","78.72","32.76","0","0","0","0","0","0","0","1566"
"11","18","0","0","0","0","0","0","0","3.84","28.08","9.12","45.48","376.32","495.6","389.16","211.44","209.16","90.12","2.88","0","0","0","0","0","0","1861"
"11","19","0","0","0","0","0","0","0","3.6","87.48","325.08","420.72","716.16","812.04","608.4","335.88","271.92","72.48","4.68","0","0","0","0","0","0","3658"
"11","20","0","0","0","0","0","0","0","9.72","265.92","794.64","1086.48","1223.04","1275.72","1209.48","1054.8","699.6","173.76","7.56","0","0","0","0","0","0","7801"
"11","21","0","0","0","0","0","0","0","10.92","240.72","764.04","994.44","909","905.04","762.96","509.76","163.2","74.52","4.68","0","0","0","0","0","0","5339"
"11","22","0","0","0","0","0","0","0","9.96","209.88","666.6","960.84","1030.44","975.48","1067.04","890.28","554.28","151.32","7.2","0","0","0","0","0","0","6523"
"11","23","0","0","0","0","0","0","0","10.44","198.96","675.84","999.6","1104.48","1103.4","1102.68","981.72","525.72","173.16","0.6","0","0","0","0","0","0","6877"
"11","24","0","0","0","0","0","0","0","0","84.12","140.52","419.16","886.56","873.96","501.48","708.36","400.56","97.68","1.44","0","0","0","0","0","0","4114"
"11","25","0","0","0","0","0","0","0","3.6","78.24","152.4","172.92","191.4","183.12","150.6","186.48","136.68","63.96","4.2","0","0","0","0","0","0","1324"
"11","26","0","0","0","0","0","0","0","3.6","49.44","150.12","225.6","236.4","169.68","276.96","184.8","79.8","25.56","0","0","0","0","0","0","0","1402"
"11","27","0","0","0","0","0","0","0","0","12.12","86.4","143.28","206.28","273.6","325.08","263.64","280.8","71.52","0.84","0","0","0","0","0","0","1664"
"11","28","0","0","0","0","0","0","0","9.36","165.24","496.68","667.8","1133.28","1173.6","1119.48","961.56","556.32","114.96","7.08","0","0","0","0","0","0","6405"
