지점,지점명,일시,기온(°C),강수량(mm),습도(%),일조(hr),일사(MJ/m2),전운량(10분위),운형(운형약어),시정(10m),현상번호(국내식),지면온도(°C)
259,강진군,2019-04-05 21:00,10.6,,45,,,0,,622,,8.4
259,강진군,2019-04-05 22:00,8.2,,52,,,0,,661,,7
259,강진군,2019-04-05 23:00,6.7,,53,,,0,,756,,5.8
259,강진군,2019-04-06 00:00,6.9,,50,,,0,,814,,5.1
259,강진군,2019-04-06 01:00,4.8,,57,,,0,,890,,4.4
259,강진군,2019-04-06 02:00,4.3,,58,,,0,,1312,,3.9
259,강진군,2019-04-06 03:00,2.8,,64,,,0,,2264,,3.4
259,강진군,2019-04-06 04:00,2.9,,70,,,0,,2761,,3
259,강진군,2019-04-06 05:00,2.4,,68,,,0,,2952,,2.6
259,강진군,2019-04-06 06:00,1.4,,66,,,0,,3701,,2.1
259,강진군,2019-04-06 07:00,2.5,,63,.4,.74,0,,2328,,2.9
259,강진군,2019-04-06 08:00,6.1,,54,1,1.2,0,,1668,,5.3
259,강진군,2019-04-06 09:00,11,,34,1,1.67,0,,1153,,11.9
259,강진군,2019-04-06 10:00,15.2,,22,1,2.13,0,,896,,17.8
259,강진군,2019-04-06 11:00,18.3,,16,1,2.37,0,,921,,23
259,강진군,2019-04-06 12:00,19.2,,19,1,2.61,0,,934,,26.1
259,강진군,2019-04-06 13:00,20.1,,19,1,2.75,0,,917,,27.6
259,강진군,2019-04-06 14:00,20.9,,17,1,2.72,0,,876,,28.5
259,강진군,2019-04-06 15:00,20.7,,23,1,2.42,0,,833,,26.8
259,강진군,2019-04-06 16:00,20.1,,38,1,1.76,0,,762,,24.2
259,강진군,2019-04-06 17:00,20.3,,35,1,1.16,0,,489,,21.3
259,강진군,2019-04-06 18:00,17.6,,46,1,.32,0,,559,,16.8
259,강진군,2019-04-06 19:00,14.8,,54,0,.02,0,,1239,,13.6
259,강진군,2019-04-06 20:00,13.9,,62,,,0,,1666,,11.8
259,강진군,2019-04-06 21:00,12.1,,69,,,0,,1819,,10.4
259,강진군,2019-04-06 22:00,10.7,,76,,,0,,1365,,9.3
259,강진군,2019-04-06 23:00,8.8,,81,,,0,,1791,,8.6
259,강진군,2019-04-07 00:00,9.3,,85,,,1,,1035,,7.9
259,강진군,2019-04-07 01:00,9,,89,,,0,,712,,7.7
259,강진군,2019-04-07 02:00,8.3,,92,,,0,,607,,7.4
259,강진군,2019-04-07 03:00,8.2,,90,,,2,,718,,7.1
259,강진군,2019-04-07 04:00,7.7,,89,,,5,,745,,7.1
259,강진군,2019-04-07 05:00,8.1,,91,,,9,,585,,8.1
259,강진군,2019-04-07 06:00,8.2,,89,,,9,,720,,8.8
259,강진군,2019-04-07 07:00,9.2,,88,0,.32,4,,756,,9.6
259,강진군,2019-04-07 08:00,10.7,,84,0,.44,8,,859,,11.6
259,강진군,2019-04-07 09:00,11.9,,82,0,.39,9,,738,,12.4
259,강진군,2019-04-07 10:00,13.9,,80,0,.56,10,,779,,14.6
259,강진군,2019-04-07 11:00,14.9,,78,0,.64,9,,826,,15.8
259,강진군,2019-04-07 12:00,16.5,,71,0,1.09,10,,901,,19.5
259,강진군,2019-04-07 13:00,17.1,,69,0,.93,8,,1031,,19.8
259,강진군,2019-04-07 14:00,16,0,74,0,.28,10,,1519,,15.5
259,강진군,2019-04-07 15:00,13.9,3.5,92,0,.06,10,,1126,,14
259,강진군,2019-04-07 16:00,13.6,4,93,0,.21,10,,1327,,13.9
259,강진군,2019-04-07 17:00,13.4,2.5,94,0,.25,10,,1232,,13.8
259,강진군,2019-04-07 18:00,13.3,.5,94,0,.22,10,,1396,,13.3
259,강진군,2019-04-07 19:00,13,1.5,95,0,.21,8,,1302,,12.7
259,강진군,2019-04-07 20:00,13.1,.5,95,,,10,,994,,12.7
259,강진군,2019-04-07 21:00,12.7,,93,,,7,,837,,11.7
259,강진군,2019-04-07 22:00,12.1,,93,,,8,,857,,10.7
259,강진군,2019-04-07 23:00,12.3,,93,,,8,,861,,11.3
259,강진군,2019-04-08 00:00,12.8,,88,,,9,,874,,11.7
259,강진군,2019-04-08 01:00,12.2,,91,,,8,,895,,11
259,강진군,2019-04-08 02:00,10.4,,94,,,7,,560,,9.1
259,강진군,2019-04-08 03:00,10,,97,,,7,,414,,8.2
259,강진군,2019-04-08 04:00,9.7,,94,,,3,,1881,,7.2
259,강진군,2019-04-08 05:00,7.4,,95,,,0,,445,,6.7
259,강진군,2019-04-08 06:00,6.7,,94,,,4,,1267,,6.1
259,강진군,2019-04-08 07:00,5.6,,96,0,.47,4,,183,,7.3
259,강진군,2019-04-08 08:00,8,,96,.5,1.04,0,,634,,8.8
259,강진군,2019-04-08 09:00,10.9,,91,1,1.72,0,,1379,,14.6
259,강진군,2019-04-08 10:00,15.1,,51,1,2.23,0,,2266,,18.9
259,강진군,2019-04-08 11:00,16.8,,29,1,2.59,0,,2292,,23.5
259,강진군,2019-04-08 12:00,18.3,,26,1,2.7,0,,1707,,25.4
259,강진군,2019-04-08 13:00,19.9,,20,1,2.61,0,,1677,,28.3
259,강진군,2019-04-08 14:00,19.8,,27,1,2.66,3,,1636,,26.5
259,강진군,2019-04-08 15:00,20.5,,22,1,2.42,0,,1589,,25.5
259,강진군,2019-04-08 16:00,20.1,,26,1,1.65,5,,1680,,22.7
259,강진군,2019-04-08 17:00,18.9,,24,1,1.25,3,,1588,,19.4
259,강진군,2019-04-08 18:00,17.6,,28,1,.41,2,,1742,,15.6
259,강진군,2019-04-08 19:00,15.5,,34,.1,.08,3,,1658,,12.4
259,강진군,2019-04-08 20:00,14.2,,39,,,5,,2100,,11.3
259,강진군,2019-04-08 21:00,12.9,,48,,,8,,1941,,10.9
259,강진군,2019-04-08 22:00,12.5,,47,,,10,,2340,,10.7
259,강진군,2019-04-08 23:00,10.7,,56,,,8,,2772,,9.4
259,강진군,2019-04-09 00:00,9.3,,63,,,8,,3989,,8.7
259,강진군,2019-04-09 01:00,8.3,,69,,,6,,4830,,7.9
259,강진군,2019-04-09 02:00,7.2,,78,,,4,,4830,,7.4
259,강진군,2019-04-09 03:00,9.7,,78,,,0,,4830,,7.3
259,강진군,2019-04-09 04:00,9.3,,79,,,5,,4830,,7.6
259,강진군,2019-04-09 05:00,9.9,,77,,,9,,4830,,8.6
259,강진군,2019-04-09 06:00,9.7,,74,,,10,,4830,,8.5
259,강진군,2019-04-09 07:00,10.2,,70,0,.36,4,,4830,,8.5
259,강진군,2019-04-09 08:00,11.7,,59,.2,.79,9,,3346,,10.4
259,강진군,2019-04-09 09:00,13,,55,1,1.39,6,,1913,,13.9
259,강진군,2019-04-09 10:00,13.7,,53,1,1.64,7,,1844,,15.5
259,강진군,2019-04-09 11:00,14.1,,48,.7,1.82,8,,1615,,15.3
259,강진군,2019-04-09 12:00,13,0,55,0,.7,10,,1588,,12.6
259,강진군,2019-04-09 13:00,12.8,.2,55,0,.79,10,,2494,,13.3
259,강진군,2019-04-09 14:00,11.2,.3,61,0,.54,10,,2164,,10.6
259,강진군,2019-04-09 15:00,11,2.5,67,0,.53,10,,5010,,10.7
259,강진군,2019-04-09 16:00,11.3,1.5,60,0,.36,10,,1622,,9.6
259,강진군,2019-04-09 17:00,11.3,,61,0,.33,10,,3505,,9.2
259,강진군,2019-04-09 18:00,9.8,3,73,0,.33,10,,5010,,8.8
259,강진군,2019-04-09 19:00,9.6,.5,72,0,.32,10,,2061,,8.5
259,강진군,2019-04-09 20:00,8.7,8,84,,,10,,1062,,8.4
259,강진군,2019-04-09 21:00,8.7,6,86,,,10,,691,,8.4
259,강진군,2019-04-09 22:00,8.7,6,88,,,10,,1283,,8.3
259,강진군,2019-04-09 23:00,8.5,4,89,,,10,,917,,8.3
259,강진군,2019-04-10 00:00,8.5,4.5,87,,,0,,807,,8.3
259,강진군,2019-04-10 01:00,8.5,.5,85,,,10,,1739,,8.1
259,강진군,2019-04-10 02:00,8.5,.5,84,,,10,,3247,,8.1
259,강진군,2019-04-10 03:00,7.9,0,91,,,7,,822,,8.2
259,강진군,2019-04-10 04:00,7.7,.5,94,,,10,,1540,,8.4
259,강진군,2019-04-10 05:00,7.7,.5,95,,,7,,1311,,8.5
259,강진군,2019-04-10 06:00,7.8,,95,,,7,,1091,,8.5
259,강진군,2019-04-10 07:00,7.9,.5,92,0,.36,10,,2262,,8.6
259,강진군,2019-04-10 08:00,8.1,,91,0,.54,10,,2928,,9.6
259,강진군,2019-04-10 09:00,8.3,,90,0,.56,10,,1860,,9.8
259,강진군,2019-04-10 10:00,9,,89,0,.68,10,,1169,,11.1
259,강진군,2019-04-10 11:00,8.7,,89,0,.7,10,,496,,11.1
259,강진군,2019-04-10 12:00,9,,88,0,.77,10,,1339,,11.6
259,강진군,2019-04-10 13:00,9.4,,85,0,.91,10,,1242,,13
259,강진군,2019-04-10 14:00,10.1,,79,.1,1.31,10,,1114,,14.8
259,강진군,2019-04-10 15:00,10.1,,77,.2,1.54,9,,1373,,15.6
259,강진군,2019-04-10 16:00,9.1,,79,0,.71,9,,1809,,11.8
259,강진군,2019-04-10 17:00,8.7,,79,0,.67,10,,1900,,11.3
259,강진군,2019-04-10 18:00,8.8,,76,0,.51,10,,1740,,10.5
259,강진군,2019-04-10 19:00,8.7,,76,0,.35,10,,1940,,9.8
259,강진군,2019-04-10 20:00,8.5,,79,,,0,,1897,,9.2
259,강진군,2019-04-10 21:00,8.5,,78,,,10,,1395,,9.1
259,강진군,2019-04-10 22:00,8.3,,79,,,10,,1332,,8.7
259,강진군,2019-04-10 23:00,7.9,,82,,,6,,1152,,7.6
259,강진군,2019-04-11 00:00,7.5,,82,,,9,,1083,,6.6
259,강진군,2019-04-11 01:00,6.8,,84,,,8,,1719,,5.9
259,강진군,2019-04-11 02:00,6.1,,87,,,9,,1592,,5.6
259,강진군,2019-04-11 03:00,5.4,,89,,,6,,1057,,5.5
259,강진군,2019-04-11 04:00,4.9,,91,,,8,,764,,5.2
259,강진군,2019-04-11 05:00,4.8,,92,,,6,,797,,5.2
259,강진군,2019-04-11 06:00,5.4,,91,,,10,,810,,5.5
259,강진군,2019-04-11 07:00,5.7,,90,0,.64,10,,781,,6.6
259,강진군,2019-04-11 08:00,7.6,,85,0,.93,10,,774,,9.3
259,강진군,2019-04-11 09:00,8.7,,79,0,1.13,10,,848,,11.9
259,강진군,2019-04-11 10:00,11.3,,68,0,1.46,10,,1396,,15.3
259,강진군,2019-04-11 11:00,12.8,,58,.8,1.95,9,,1705,,18.5
259,강진군,2019-04-11 12:00,13.4,,57,0,1.5,10,,2184,,18.4
259,강진군,2019-04-11 13:00,13.7,,56,0,1.67,10,,1857,,19.2
259,강진군,2019-04-11 14:00,13.9,,47,0,1.65,10,,1893,,19.5
259,강진군,2019-04-11 15:00,13.1,,58,0,1.02,10,,2471,,14.9
259,강진군,2019-04-11 16:00,14,,51,0,.87,10,,2139,,16.4
259,강진군,2019-04-11 17:00,13.6,,56,.2,1.02,8,,2023,,15
259,강진군,2019-04-11 18:00,13,,64,.7,.78,8,,2588,,13
259,강진군,2019-04-11 19:00,11.8,,65,.1,.32,7,,4087,,11.1
259,강진군,2019-04-11 20:00,10.5,,74,0,.29,8,,1782,,10.2
259,강진군,2019-04-11 21:00,9.3,,82,,,8,,604,,9.6
259,강진군,2019-04-11 22:00,9,,83,,,9,,1299,,9.2
259,강진군,2019-04-11 23:00,9.1,,78,,,9,,1193,,9
259,강진군,2019-04-12 00:00,8.7,,78,,,9,,2081,,8.7
259,강진군,2019-04-12 01:00,8.2,,78,,,8,,1677,,8
259,강진군,2019-04-12 02:00,7,,83,,,8,,1558,,6.9
259,강진군,2019-04-12 03:00,6.6,,85,,,6,,1608,,6.4
259,강진군,2019-04-12 04:00,5.2,,89,,,3,,1613,,5.5
259,강진군,2019-04-12 05:00,4.5,,92,,,2,,1513,,4.6
259,강진군,2019-04-12 06:00,4.2,,93,,,0,,1875,,4.2
259,강진군,2019-04-12 07:00,4.2,,90,.5,.77,0,,3149,,4.7
259,강진군,2019-04-12 08:00,7.3,,85,1,1.27,0,,1693,,7
259,강진군,2019-04-12 09:00,11.2,,67,1,1.85,0,,1559,,13.3
259,강진군,2019-04-12 10:00,13.7,,45,1,2.39,0,,1348,,18.6
259,강진군,2019-04-12 11:00,15.9,,32,1,2.72,0,,1225,,23.6
259,강진군,2019-04-12 12:00,16.7,,30,1,2.94,0,,1161,,25.1
259,강진군,2019-04-12 13:00,17,,28,1,3.05,0,,1153,,26.2
259,강진군,2019-04-12 14:00,17.7,,32,1,2.99,6,,1123,,26.9
259,강진군,2019-04-12 15:00,18.6,,28,.9,2.26,4,,1155,,25.5
259,강진군,2019-04-12 16:00,16.8,,31,.7,1.39,3,,924,,19.5
259,강진군,2019-04-12 17:00,16.1,,30,.9,1.16,0,,924,,17.6
259,강진군,2019-04-12 18:00,14.3,,33,.7,.66,5,,1038,,13.5
259,강진군,2019-04-12 19:00,12.9,,33,0,.28,7,,1227,,10.8
259,강진군,2019-04-12 20:00,10.9,,37,0,.26,4,,1761,,9.1
259,강진군,2019-04-12 21:00,10.5,,36,,,3,,1832,,8.1
259,강진군,2019-04-12 22:00,7.4,,56,,,6,,2840,,7.2
259,강진군,2019-04-12 23:00,7.7,,58,,,9,,3280,,7.8
259,강진군,2019-04-13 00:00,6.6,,65,,,0,,3823,,6.3
259,강진군,2019-04-13 01:00,5.2,,68,,,0,,4830,,5.5
259,강진군,2019-04-13 02:00,5.2,,69,,,8,,4830,,5.5
259,강진군,2019-04-13 03:00,4.8,,76,,,9,,4830,,6
259,강진군,2019-04-13 04:00,5.3,,73,,,9,,4830,,6.1
259,강진군,2019-04-13 05:00,5.7,,72,,,9,,4830,,6.4
259,강진군,2019-04-13 06:00,4.4,,79,,,8,,4830,,5.2
259,강진군,2019-04-13 07:00,5.6,,73,0,.69,10,,4830,,6.7
259,강진군,2019-04-13 08:00,7.8,,64,0,.92,10,,2620,,9.4
259,강진군,2019-04-13 09:00,10.9,,47,.7,1.45,7,,1473,,13.7
259,강진군,2019-04-13 10:00,14.9,,32,.8,1.95,8,,1291,,17.8
259,강진군,2019-04-13 11:00,15.1,,31,.2,1.52,10,,1279,,17.8
259,강진군,2019-04-13 12:00,15.8,,34,.6,2.04,9,,1080,,18.6
259,강진군,2019-04-13 13:00,17.4,,30,.9,2.72,2,,1118,,23.1
259,강진군,2019-04-13 14:00,16.9,,28,.2,1.78,9,,1205,,18.9
259,강진군,2019-04-13 15:00,17.2,,34,.8,2.11,8,,967,,19
259,강진군,2019-04-13 16:00,17.9,,29,.4,1.23,7,,1084,,18.7
259,강진군,2019-04-13 17:00,16.8,,32,.8,1.16,7,,1006,,16.6
259,강진군,2019-04-13 18:00,15.1,,35,.9,.79,2,,1078,,12.9
259,강진군,2019-04-13 19:00,13.2,,46,.2,.28,6,,1333,,10.7
259,강진군,2019-04-13 20:00,10.6,,53,0,.24,6,,2025,,9.1
259,강진군,2019-04-13 21:00,9.5,,62,,,8,,2168,,9.3
259,강진군,2019-04-13 22:00,9.5,,61,,,9,,1796,,9.5
259,강진군,2019-04-13 23:00,9.7,,60,,,10,,1962,,9.6
259,강진군,2019-04-14 00:00,9.4,,66,,,10,,2088,,9.5
259,강진군,2019-04-14 01:00,9.3,,65,,,10,,2152,,9.2
259,강진군,2019-04-14 02:00,9.3,,66,,,10,,2089,,9.5
259,강진군,2019-04-14 03:00,9.3,,68,,,10,,1875,,9.5
259,강진군,2019-04-14 04:00,9.2,,67,,,10,,2303,,9.3
259,강진군,2019-04-14 05:00,8.4,,72,,,10,,2562,,8.4
259,강진군,2019-04-14 06:00,8.4,,73,,,10,,2391,,8.5
259,강진군,2019-04-14 07:00,8.7,,76,0,.38,10,,2247,,9.1
259,강진군,2019-04-14 08:00,10.2,,64,0,.62,10,,1608,,10.7
259,강진군,2019-04-14 09:00,11.3,,62,0,.69,10,,1544,,11.9
259,강진군,2019-04-14 10:00,12.6,,60,0,.97,10,,1839,,14.5
259,강진군,2019-04-14 11:00,13.8,,61,0,.82,10,,793,,14.7
259,강진군,2019-04-14 12:00,13.7,,67,0,.51,10,,1413,,14
259,강진군,2019-04-14 13:00,13.6,0,71,0,.64,10,,758,,14
259,강진군,2019-04-14 14:00,13.6,,72,0,.97,9,,673,,15.5
259,강진군,2019-04-14 15:00,13.3,,77,.1,1.03,9,,846,,15.7
259,강진군,2019-04-14 16:00,14.4,,69,.3,1.19,9,,936,,18.3
259,강진군,2019-04-14 17:00,13.8,,63,1,1.51,2,,865,,15.9
259,강진군,2019-04-14 18:00,13.8,,60,1,.95,0,,865,,13
259,강진군,2019-04-14 19:00,11.6,,68,.7,.33,0,,1098,,10.3
259,강진군,2019-04-14 20:00,10.5,,69,0,.29,0,,1090,,8.7
259,강진군,2019-04-14 21:00,9.5,,65,,,0,,1412,,7.6
259,강진군,2019-04-14 22:00,9.5,,56,,,0,,1639,,6.7
259,강진군,2019-04-14 23:00,8.9,,54,,,0,,1576,,6.1
259,강진군,2019-04-15 00:00,8.7,,54,,,0,,1460,,5.6
259,강진군,2019-04-15 01:00,8.2,,58,,,0,,1544,,5.1
259,강진군,2019-04-15 02:00,7.5,,59,,,0,,1718,,4.7
259,강진군,2019-04-15 03:00,5.2,,71,,,0,,1908,,4.1
259,강진군,2019-04-15 04:00,3.5,,80,,,0,,1835,,3.4
259,강진군,2019-04-15 05:00,3.1,,82,,,0,,1827,,3
259,강진군,2019-04-15 06:00,2.4,,83,,,0,,2420,,2.7
259,강진군,2019-04-15 07:00,3.9,,80,.7,.89,0,,2021,,3.4
259,강진군,2019-04-15 08:00,7.8,,74,1,1.43,0,,1370,,5.8
259,강진군,2019-04-15 09:00,11.1,,45,1,1.99,0,,1206,,12.9
259,강진군,2019-04-15 10:00,15,,26,1,2.46,0,,1115,,18.4
259,강진군,2019-04-15 11:00,16.5,,20,1,2.77,0,,1065,,23.2
259,강진군,2019-04-15 12:00,17.9,,19,1,3,0,,995,,26.2
259,강진군,2019-04-15 13:00,18.6,,22,1,3.02,0,,963,,28
259,강진군,2019-04-15 14:00,19.3,,26,1,2.77,0,,949,,27.6
259,강진군,2019-04-15 15:00,20,,29,1,2.44,0,,952,,25.5
259,강진군,2019-04-15 16:00,19.6,,28,1,1.97,0,,4830,,23
259,강진군,2019-04-15 17:00,18.3,,26,1,1.31,0,,4830,,19.2
259,강진군,2019-04-15 18:00,16.7,,30,1,.71,3,,2880,,15
259,강진군,2019-04-15 19:00,14.4,,32,.3,.18,5,,4830,,12.5
259,강진군,2019-04-15 20:00,11.8,,44,0,.18,1,,4830,,10.6
259,강진군,2019-04-15 21:00,9.8,,53,,,0,,1477,,9.4
259,강진군,2019-04-15 22:00,7.6,,63,,,0,,1681,,8.6
259,강진군,2019-04-15 23:00,8.2,,52,,,1,,1939,,7.9
259,강진군,2019-04-16 00:00,7.4,,56,,,0,,1663,,7.2
259,강진군,2019-04-16 01:00,5.6,,65,,,0,,2137,,6.5
259,강진군,2019-04-16 02:00,4.9,,66,,,3,,3624,,6
259,강진군,2019-04-16 03:00,4.4,,70,,,3,,4231,,5.6
259,강진군,2019-04-16 04:00,4.1,,69,,,0,,4830,,5.1
259,강진군,2019-04-16 05:00,3.6,,72,,,3,,4830,,4.8
259,강진군,2019-04-16 06:00,2.8,,77,,,3,,4003,,4.5
259,강진군,2019-04-16 07:00,4.1,,72,.3,.83,5,,4080,,5.2
259,강진군,2019-04-16 08:00,7.8,,57,1,1.27,1,,1792,,7.2
259,강진군,2019-04-16 09:00,12.5,,43,1,1.8,6,,1238,,12.1
259,강진군,2019-04-16 10:00,16.4,,36,1,2.06,5,,1094,,17.1
259,강진군,2019-04-16 11:00,19.8,,22,1,2.53,6,,971,,21.9
259,강진군,2019-04-16 12:00,21.4,,23,1,2.31,7,,957,,23.3
259,강진군,2019-04-16 13:00,21.4,,22,1,2.5,8,,1002,,23.4
259,강진군,2019-04-16 14:00,21.4,,23,.9,2.07,8,,958,,21.8
259,강진군,2019-04-16 15:00,20.9,,25,.9,1.72,8,,940,,19.5
259,강진군,2019-04-16 16:00,21.3,,26,.7,1.42,8,,942,,20.3
259,강진군,2019-04-16 17:00,19,,30,.4,.67,8,,745,,16.4
259,강진군,2019-04-16 18:00,17.8,,33,0,.26,8,,888,,14.4
259,강진군,2019-04-16 19:00,16.4,,37,0,.07,10,,1252,,12.7
259,강진군,2019-04-16 20:00,15.4,,45,0,.09,10,,1510,,12.2
259,강진군,2019-04-16 21:00,13.5,,63,,,10,,1442,,11.9
259,강진군,2019-04-16 22:00,12.2,,69,,,8,,1681,,11.4
259,강진군,2019-04-16 23:00,11.9,,66,,,9,,1860,,11.2
259,강진군,2019-04-17 00:00,12.3,,65,,,9,,2015,,11.2
259,강진군,2019-04-17 01:00,11.2,4,85,,,10,,593,,10.9
259,강진군,2019-04-17 02:00,11.2,2,90,,,10,,1829,,11.2
259,강진군,2019-04-17 03:00,11.4,1.5,91,,,10,,1112,,11.3
259,강진군,2019-04-17 04:00,11.2,1,94,,,10,,1196,,11.3
259,강진군,2019-04-17 05:00,11.2,.5,94,,,10,,1168,,11.2
259,강진군,2019-04-17 06:00,11.5,0,94,0,.29,0,,985,,11.1
259,강진군,2019-04-17 07:00,11.4,0,93,0,.33,10,,1051,,11.5
259,강진군,2019-04-17 08:00,12.3,,89,0,.55,9,,1249,,12.9
259,강진군,2019-04-17 09:00,14.5,,72,.4,1.06,7,,1475,,15.9
259,강진군,2019-04-17 10:00,16.2,,66,.8,1.76,7,,1156,,17.8
259,강진군,2019-04-17 11:00,17.6,,53,.6,1.35,6,,1306,,19.1
259,강진군,2019-04-17 12:00,18.5,,52,.7,1.92,7,,1189,,22.6
259,강진군,2019-04-17 13:00,20,,46,.9,3.2,7,,1232,,27.6
259,강진군,2019-04-17 14:00,19.8,,45,.9,2.31,8,,1179,,24.3
259,강진군,2019-04-17 15:00,19.7,,39,1,2.7,8,,1064,,24.7
259,강진군,2019-04-17 16:00,19.1,,51,.4,1.23,9,,1022,,20.1
259,강진군,2019-04-17 17:00,18.8,,48,.5,.64,9,,1186,,18.6
259,강진군,2019-04-17 18:00,17.1,,60,.1,.25,7,,1542,,15.8
259,강진군,2019-04-17 19:00,15.7,,65,.7,.19,2,,2153,,14.5
259,강진군,2019-04-17 20:00,14.4,,66,0,.07,0,,3691,,13
259,강진군,2019-04-17 21:00,11.9,,78,,,0,,2018,,12
259,강진군,2019-04-17 22:00,10.5,,85,,,0,,2780,,11.1
259,강진군,2019-04-17 23:00,9.7,,87,,,2,,4830,,10.2
259,강진군,2019-04-18 00:00,8.6,,90,,,0,,1761,,9.5
259,강진군,2019-04-18 01:00,8.2,,91,,,0,,1885,,9
259,강진군,2019-04-18 02:00,7.2,,93,,,0,,1621,,8.5
259,강진군,2019-04-18 03:00,7.1,,94,,,0,,1811,,8
259,강진군,2019-04-18 04:00,6.6,,94,,,0,,1629,,7.8
259,강진군,2019-04-18 05:00,6.4,,95,,,0,,1179,,7.1
259,강진군,2019-04-18 06:00,6.3,,96,0,.37,0,,1276,,6.9
259,강진군,2019-04-18 07:00,6.7,,96,.5,.63,0,,1251,,7.5
259,강진군,2019-04-18 08:00,8.9,,95,1,1.15,3,,280,,9.7
259,강진군,2019-04-18 09:00,13.6,,77,1,1.82,0,,1125,,15
259,강진군,2019-04-18 10:00,16,,68,1,2.25,0,,1152,,19
259,강진군,2019-04-18 11:00,18.1,,71,1,2.57,0,,1170,,23.2
259,강진군,2019-04-18 12:00,20.1,,53,1,2.76,0,,1214,,25.3
259,강진군,2019-04-18 13:00,20.3,,51,1,2.79,0,,1216,,26.3
259,강진군,2019-04-18 14:00,21.8,,44,1,2.77,0,,1227,,26.2
259,강진군,2019-04-18 15:00,21.7,,44,1,2.57,2,,1238,,25.2
259,강진군,2019-04-18 16:00,21.9,,43,1,2.07,0,,1390,,24.2
259,강진군,2019-04-18 17:00,21.8,,42,1,1.42,0,,1336,,21.7
259,강진군,2019-04-18 18:00,20.5,,44,1,.68,0,,1267,,18.2
259,강진군,2019-04-18 19:00,17.9,,59,.6,.09,0,,1509,,15.9
259,강진군,2019-04-18 20:00,15.1,,68,0,0,1,,1568,,14.1
259,강진군,2019-04-18 21:00,14.1,,73,,,1,,1898,,13.2
259,강진군,2019-04-18 22:00,13.4,,78,,,7,,1971,,12.5
259,강진군,2019-04-18 23:00,12.4,,85,,,10,,1856,,12.5
259,강진군,2019-04-19 00:00,13.5,,84,,,10,,1663,,13.4
259,강진군,2019-04-19 01:00,13.7,,83,,,10,,1593,,13.7
259,강진군,2019-04-19 02:00,14.3,,83,,,10,,1521,,13.7
259,강진군,2019-04-19 03:00,14.5,,83,,,10,,1116,,13.8
259,강진군,2019-04-19 04:00,14.6,,85,,,9,,1022,,13.8
259,강진군,2019-04-19 05:00,14.5,,86,,,8,,915,,13.8
259,강진군,2019-04-19 06:00,14.4,,87,0,.13,9,,909,,13.8
259,강진군,2019-04-19 07:00,14.7,,86,0,.19,10,,972,,14.2
259,강진군,2019-04-19 08:00,15.7,,82,0,.33,10,,846,,15.4
259,강진군,2019-04-19 09:00,16.7,,75,0,.7,10,,950,,17.5
259,강진군,2019-04-19 10:00,18.6,,69,.8,1.74,8,,1120,,21.9
259,강진군,2019-04-19 11:00,19,,68,.1,.69,10,,862,,20.3
259,강진군,2019-04-19 12:00,17.1,,74,0,.19,9,,900,,17.7
259,강진군,2019-04-19 13:00,16.1,,76,0,.2,10,,976,,16.6
259,강진군,2019-04-19 14:00,16.3,,74,0,.41,10,,946,,17.2
259,강진군,2019-04-19 15:00,16,,72,0,.43,10,,1029,,16.8
259,강진군,2019-04-19 16:00,16.2,,71,0,.44,10,,1022,,17
259,강진군,2019-04-19 17:00,15.5,,72,0,.65,10,,1135,,16.6
259,강진군,2019-04-19 18:00,14.8,,74,0,.35,10,,1259,,15.1
259,강진군,2019-04-19 19:00,14.5,,73,0,.14,10,,1433,,14.1
259,강진군,2019-04-19 20:00,12.6,,79,0,.14,9,,1692,,12.5
259,강진군,2019-04-19 21:00,12.8,,79,,,10,,1815,,12.6
259,강진군,2019-04-19 22:00,13.2,,72,,,10,,1624,,12.5
259,강진군,2019-04-19 23:00,12.5,,75,,,6,,1945,,12
259,강진군,2019-04-20 00:00,12.2,,75,,,10,,2063,,11.6
259,강진군,2019-04-20 01:00,11.2,,80,,,9,,1976,,10.5
259,강진군,2019-04-20 02:00,8.9,,90,,,1,,1012,,9.9
259,강진군,2019-04-20 03:00,8,,93,,,3,,874,,9.4
259,강진군,2019-04-20 04:00,7.9,,94,,,1,,595,,8.9
259,강진군,2019-04-20 05:00,7.8,,93,,,3,,488,,8.9
259,강진군,2019-04-20 06:00,7.4,,94,0,.37,0,,648,,8.4
259,강진군,2019-04-20 07:00,8.3,,93,.2,.56,0,,430,,9.2
259,강진군,2019-04-20 08:00,11.7,,81,.8,1.01,2,,730,,11.2
259,강진군,2019-04-20 09:00,13.8,,68,1,1.61,3,,1322,,15.7
259,강진군,2019-04-20 10:00,16.2,,58,1,2.11,0,,1195,,20
259,강진군,2019-04-20 11:00,17.7,,56,1,2.44,0,,2494,,24.7
259,강진군,2019-04-20 12:00,19.2,,51,1,2.7,1,,1185,,27.2
259,강진군,2019-04-20 13:00,20.3,,50,1,2.94,0,,1129,,28.4
259,강진군,2019-04-20 14:00,20.7,,49,1,2.79,0,,1204,,27.7
259,강진군,2019-04-20 15:00,20.6,,48,1,2.55,2,,1187,,25.8
259,강진군,2019-04-20 16:00,20.2,,47,1,2.06,0,,1146,,24
259,강진군,2019-04-20 17:00,19.5,,51,1,1.37,0,,906,,20.7
259,강진군,2019-04-20 18:00,18.1,,55,1,.63,0,,990,,17.1
