지점,지점명,일시,기온(°C),강수량(mm),습도(%),일조(hr),일사(MJ/m2),전운량(10분위),운형(운형약어),시정(10m),현상번호(국내식),지면온도(°C)
259,강진군,2019-01-01 01:00,-.1,,58,,,0,,1918,,-2.7
259,강진군,2019-01-01 02:00,-.6,,62,,,7,,1893,,-3.2
259,강진군,2019-01-01 03:00,-.4,,58,,,3,,1854,,-2.4
259,강진군,2019-01-01 04:00,-.2,,63,,,10,,1683,,-1.7
259,강진군,2019-01-01 05:00,.4,,61,,,9,,1850,,-2.2
259,강진군,2019-01-01 06:00,.8,,59,,,7,,1908,,-2.2
259,강진군,2019-01-01 07:00,.4,,59,,,7,,2045,,-2.9
259,강진군,2019-01-01 08:00,.1,,64,0,.73,10,,2052,,-1.5
259,강진군,2019-01-01 09:00,1.1,,62,0,.81,10,,1775,,-.6
259,강진군,2019-01-01 10:00,1.7,,61,0,.88,10,,1687,,-.4
259,강진군,2019-01-01 11:00,3.1,,59,.1,1.26,9,,1417,,1.9
259,강진군,2019-01-01 12:00,2.7,,60,.2,1.29,9,,1267,,2.4
259,강진군,2019-01-01 13:00,2.9,,67,.2,1.34,10,,1236,,4.6
259,강진군,2019-01-01 14:00,3.3,,66,.5,1.3,9,,1456,,6.2
259,강진군,2019-01-01 15:00,2.7,.1,65,.1,.98,10,,794,,3.7
259,강진군,2019-01-01 16:00,2.2,,66,.1,.82,10,,1384,,2.5
259,강진군,2019-01-01 17:00,2,,61,.2,.75,10,,1267,,1.4
259,강진군,2019-01-01 18:00,1.3,,64,.1,.69,0,,1151,,.3
259,강진군,2019-01-01 19:00,1.3,,62,,,10,,1175,,.3
259,강진군,2019-01-01 20:00,1.3,,62,,,9,,1409,,.4
259,강진군,2019-01-01 21:00,1.4,,58,,,7,,1293,,.2
259,강진군,2019-01-01 22:00,1.2,,56,,,10,,1300,,-.1
259,강진군,2019-01-01 23:00,1.4,,54,,,9,,1307,,.1
259,강진군,2019-01-02 00:00,1.3,,56,,,9,,1331,,.1
259,강진군,2019-01-02 01:00,1.3,,54,,,9,,1693,,.2
259,강진군,2019-01-02 02:00,1.3,,53,,,10,,1850,,.1
259,강진군,2019-01-02 03:00,1.1,,56,,,9,,1668,,.1
259,강진군,2019-01-02 04:00,1.1,,56,,,9,,1532,,.2
259,강진군,2019-01-02 05:00,.7,,60,,,9,,1637,,.2
259,강진군,2019-01-02 06:00,.3,,64,,,4,,1590,,.1
259,강진군,2019-01-02 07:00,-.8,,72,,,1,,1724,,0
259,강진군,2019-01-02 08:00,-.5,,71,0,.76,10,,1570,,.2
259,강진군,2019-01-02 09:00,.3,,67,0,.8,9,,1242,,.6
259,강진군,2019-01-02 10:00,1.7,,62,.1,1.09,8,,1121,,2
259,강진군,2019-01-02 11:00,2.9,,54,.9,1.81,6,,981,,6
259,강진군,2019-01-02 12:00,3.8,,57,.6,1.76,5,,1180,,7.1
259,강진군,2019-01-02 13:00,3.1,,54,.5,1.45,9,,1023,,5.6
259,강진군,2019-01-02 14:00,4,,57,.5,1.56,10,,1078,,7.1
259,강진군,2019-01-02 15:00,3.8,,53,.3,1.31,8,,1049,,6.7
259,강진군,2019-01-02 16:00,4.2,,50,.4,1.12,6,,982,,6.8
259,강진군,2019-01-02 17:00,2.7,,53,.7,.92,2,,1087,,2.5
259,강진군,2019-01-02 18:00,1.7,,57,0,.65,1,,1401,,.3
259,강진군,2019-01-02 19:00,1,,57,,,0,,1553,,.1
259,강진군,2019-01-02 20:00,.4,,59,,,0,,1563,,-.2
259,강진군,2019-01-02 21:00,.3,,61,,,0,,1600,,-.5
259,강진군,2019-01-02 22:00,.1,,63,,,0,,1465,,-1
259,강진군,2019-01-02 23:00,-.3,,65,,,0,,1465,,-1.4
259,강진군,2019-01-03 00:00,-.4,,63,,,0,,1580,,-1.7
259,강진군,2019-01-03 01:00,-1.4,,66,,,4,,1609,,-2.5
259,강진군,2019-01-03 02:00,-2.8,,74,,,3,,1469,,-3.1
259,강진군,2019-01-03 03:00,-2.3,,72,,,0,,1544,,-3.7
259,강진군,2019-01-03 04:00,-2.4,,72,,,0,,1517,,-3.9
259,강진군,2019-01-03 05:00,-.8,,62,,,0,,1700,,-3.5
259,강진군,2019-01-03 06:00,-1.8,,68,,,0,,1517,,-4.1
259,강진군,2019-01-03 07:00,-2.1,,69,,,0,,1573,,-4.2
259,강진군,2019-01-03 08:00,-2.6,,72,0,.93,0,,1229,,-4
259,강진군,2019-01-03 09:00,.3,,64,0,1.01,0,,1519,,-2.4
259,강진군,2019-01-03 10:00,1.7,,57,.6,1.49,0,,1429,,-1.2
259,강진군,2019-01-03 11:00,2.7,,48,1,2.12,0,,1379,,1.4
259,강진군,2019-01-03 12:00,3.7,,42,1,2.4,0,,1359,,2.9
259,강진군,2019-01-03 13:00,4.2,,40,1,2.46,0,,1250,,7.5
259,강진군,2019-01-03 14:00,5.1,,35,1,2.34,0,,1225,,10.2
259,강진군,2019-01-03 15:00,6.2,,34,1,2.02,0,,1209,,10
259,강진군,2019-01-03 16:00,5.8,,34,1,1.51,0,,937,,7.2
259,강진군,2019-01-03 17:00,4.7,,36,1,.99,0,,1041,,3
259,강진군,2019-01-03 18:00,2.7,,43,.3,.54,0,,1226,,.8
259,강진군,2019-01-03 19:00,.3,,54,,,0,,1244,,.3
259,강진군,2019-01-03 20:00,0,,55,,,0,,1421,,-.2
259,강진군,2019-01-03 21:00,-1.3,,64,,,0,,1280,,-.6
259,강진군,2019-01-03 22:00,-2,,69,,,0,,1629,,-1.2
259,강진군,2019-01-03 23:00,-2.8,,71,,,0,,1500,,-2
259,강진군,2019-01-04 00:00,-3.2,,73,,,0,,1439,,-2.8
259,강진군,2019-01-04 01:00,-3.6,,74,,,0,,1415,,-3.3
259,강진군,2019-01-04 02:00,-4,,76,,,1,,1340,,-3.7
259,강진군,2019-01-04 03:00,-4.1,,76,,,4,,1302,,-3.3
259,강진군,2019-01-04 04:00,-4.2,,75,,,0,,1241,,-3.5
259,강진군,2019-01-04 05:00,-5.1,,80,,,0,,1190,,-3.7
259,강진군,2019-01-04 06:00,-4.8,,77,,,1,,1167,,-3.5
259,강진군,2019-01-04 07:00,-5.6,,80,,,0,,1088,,-3.7
259,강진군,2019-01-04 08:00,-5.1,,80,0,.99,0,,862,,-3.3
259,강진군,2019-01-04 09:00,-3.6,,74,0,1.09,10,,1059,,-1.1
259,강진군,2019-01-04 10:00,-1.4,,69,.3,1.3,8,,981,,-.5
259,강진군,2019-01-04 11:00,.1,,65,.1,1.1,10,,1099,,-.4
259,강진군,2019-01-04 12:00,1.4,,56,0,1.05,10,,1023,,.5
259,강진군,2019-01-04 13:00,3.5,,39,.1,1.33,9,,1075,,2.9
259,강진군,2019-01-04 14:00,4,,28,.3,1.31,10,,1172,,1.8
259,강진군,2019-01-04 15:00,4,,23,0,.76,10,,1316,,1.5
259,강진군,2019-01-04 16:00,3.9,,34,0,.72,10,,1279,,1.6
259,강진군,2019-01-04 17:00,3,,51,0,.66,10,,937,,.9
259,강진군,2019-01-04 18:00,2.3,,61,0,.59,9,,1263,,1.1
259,강진군,2019-01-04 19:00,2,,68,,,0,,1172,,1.1
259,강진군,2019-01-04 20:00,2.1,,69,,,9,,1130,,1.3
259,강진군,2019-01-04 21:00,2,.1,69,,,10,,1124,,1.4
259,강진군,2019-01-04 22:00,2.1,,68,,,10,,1076,,1.5
259,강진군,2019-01-04 23:00,3.2,,59,,,10,,1201,,1.5
259,강진군,2019-01-05 00:00,3.5,,60,,,10,,1292,,1.5
259,강진군,2019-01-05 01:00,3.8,,66,,,10,,1112,,1.8
259,강진군,2019-01-05 02:00,3.5,,69,,,10,,1091,,1.8
259,강진군,2019-01-05 03:00,3.2,,74,,,10,,1020,,1.9
259,강진군,2019-01-05 04:00,3.1,,75,,,10,,966,,1.8
259,강진군,2019-01-05 05:00,3.1,,76,,,5,,953,,1.6
259,강진군,2019-01-05 06:00,3.1,,76,,,9,,851,,1.7
259,강진군,2019-01-05 07:00,3.2,,74,,,9,,743,,1.8
259,강진군,2019-01-05 08:00,3.9,,71,0,.59,9,,519,,2.1
259,강진군,2019-01-05 09:00,4.3,,68,0,.68,9,,562,,2.6
259,강진군,2019-01-05 10:00,4,,67,0,.76,9,,500,,3.6
259,강진군,2019-01-05 11:00,3.7,,65,0,.94,9,,508,,4.7
259,강진군,2019-01-05 12:00,4.3,,55,0,1.23,9,,663,,6.5
259,강진군,2019-01-05 13:00,6,,35,.7,2,4,,1067,,9.4
259,강진군,2019-01-05 14:00,6.7,,30,1,2.18,2,,1080,,10.7
259,강진군,2019-01-05 15:00,6.9,,29,1,1.93,3,,1142,,10.1
259,강진군,2019-01-05 16:00,6.4,,23,1,1.46,3,,1008,,7.4
259,강진군,2019-01-05 17:00,5.5,,31,1,.96,0,,1080,,3.9
259,강진군,2019-01-05 18:00,2.4,,43,.4,.52,,,1381,,1.5
259,강진군,2019-01-05 19:00,1.7,,43,,,0,,1506,,.7
259,강진군,2019-01-05 20:00,.1,,53,,,0,,1578,,.3
259,강진군,2019-01-05 21:00,-.1,,53,,,0,,1628,,-.1
259,강진군,2019-01-05 22:00,-.5,,55,,,0,,1766,,-.6
259,강진군,2019-01-05 23:00,-.4,,50,,,0,,1656,,-1.1
259,강진군,2019-01-06 00:00,.2,,41,,,4,,1760,,-1.4
259,강진군,2019-01-06 01:00,.1,,38,,,9,,1612,,-.9
259,강진군,2019-01-06 02:00,-.1,,39,,,9,,1770,,-.9
259,강진군,2019-01-06 03:00,-.2,,32,,,10,,1945,,-.9
259,강진군,2019-01-06 04:00,-.1,,32,,,9,,1886,,-.9
259,강진군,2019-01-06 05:00,0,,38,,,10,,1866,,-.8
259,강진군,2019-01-06 06:00,.6,,46,,,9,,1688,,-.7
259,강진군,2019-01-06 07:00,-.1,,50,,,9,,1656,,-1.6
259,강진군,2019-01-06 08:00,-.1,,51,0,.74,7,,1833,,-1.6
259,강진군,2019-01-06 09:00,.4,,52,0,.94,8,,1570,,-.7
259,강진군,2019-01-06 10:00,2.1,,43,.6,1.24,0,,1516,,-1
259,강진군,2019-01-06 11:00,3.5,,35,1,2.03,0,,1390,,2.2
259,강진군,2019-01-06 12:00,4.7,,28,1,2.34,0,,1247,,6.3
259,강진군,2019-01-06 13:00,5.7,,30,1,2.4,0,,1253,,9.2
259,강진군,2019-01-06 14:00,6.2,,22,1,2.32,0,,1276,,10.4
259,강진군,2019-01-06 15:00,6,,32,1,2.05,0,,1257,,9.6
259,강진군,2019-01-06 16:00,5.1,,38,1,1.55,2,,1079,,7.3
259,강진군,2019-01-06 17:00,4.1,,45,1,1.03,0,,1227,,3.7
259,강진군,2019-01-06 18:00,2.3,,52,.2,.56,3,,1381,,1.3
259,강진군,2019-01-06 19:00,2.1,,55,,,9,,1490,,.7
259,강진군,2019-01-06 20:00,1.4,,60,,,7,,1490,,.6
259,강진군,2019-01-06 21:00,1.6,,57,,,10,,1620,,.5
259,강진군,2019-01-06 22:00,1.1,,61,,,10,,1584,,.4
259,강진군,2019-01-06 23:00,.7,,66,,,9,,1676,,.1
259,강진군,2019-01-07 00:00,-1.5,,75,,,10,,1519,,-.3
259,강진군,2019-01-07 01:00,-.1,,71,,,0,,1488,,-.5
259,강진군,2019-01-07 02:00,-1.4,,76,,,0,,1465,,-.9
259,강진군,2019-01-07 03:00,-1.1,,77,,,0,,1433,,-1.3
259,강진군,2019-01-07 04:00,-1.5,,78,,,0,,1434,,-1.8
259,강진군,2019-01-07 05:00,-1.5,,79,,,0,,1451,,-2.3
259,강진군,2019-01-07 06:00,-.5,,77,,,0,,1414,,-2.3
259,강진군,2019-01-07 07:00,1.1,,69,,,0,,1512,,-1.8
259,강진군,2019-01-07 08:00,.8,,71,0,.74,0,,1495,,-1.7
259,강진군,2019-01-07 09:00,2.1,,65,0,.87,2,,1477,,-1.1
259,강진군,2019-01-07 10:00,3.5,,58,.7,1.25,0,,1307,,-.5
259,강진군,2019-01-07 11:00,4.1,,55,1,1.85,2,,1301,,2.2
259,강진군,2019-01-07 12:00,5.2,,49,1,2.17,1,,1271,,6.1
259,강진군,2019-01-07 13:00,5.9,,45,1,2.3,1,,1178,,10.3
259,강진군,2019-01-07 14:00,6.1,,47,1,2.07,1,,1064,,11.3
259,강진군,2019-01-07 15:00,7.2,,47,1,1.74,2,,848,,9.9
259,강진군,2019-01-07 16:00,5.7,,49,1,1.23,6,,720,,6.7
259,강진군,2019-01-07 17:00,4.6,,50,.1,.8,6,,846,,4.3
259,강진군,2019-01-07 18:00,3.7,,52,0,.54,6,,837,,2.2
259,강진군,2019-01-07 19:00,2.4,,58,,,8,,828,,1.3
259,강진군,2019-01-07 20:00,3.3,,54,,,10,,896,,1.6
259,강진군,2019-01-07 21:00,2.8,,58,,,9,,835,,1.3
259,강진군,2019-01-07 22:00,2.8,,57,,,10,,904,,1.2
259,강진군,2019-01-07 23:00,2.4,,59,,,9,,928,,1
259,강진군,2019-01-08 00:00,3,,57,,,10,,946,,1.4
259,강진군,2019-01-08 01:00,2.9,,58,,,10,,927,,1.4
259,강진군,2019-01-08 02:00,2.8,,61,,,9,,956,,1.4
259,강진군,2019-01-08 03:00,2.7,,63,,,1,,968,,.4
259,강진군,2019-01-08 04:00,1.4,,68,,,7,,910,,-.5
259,강진군,2019-01-08 05:00,1,,71,,,5,,841,,.1
259,강진군,2019-01-08 06:00,1.2,,70,,,4,,810,,.1
259,강진군,2019-01-08 07:00,.7,,73,,,9,,777,,-.1
259,강진군,2019-01-08 08:00,1.5,,72,0,.74,9,,704,,-.2
259,강진군,2019-01-08 09:00,3,,65,0,.83,9,,809,,.4
259,강진군,2019-01-08 10:00,3.9,,59,.6,1.22,2,,1063,,2.5
259,강진군,2019-01-08 11:00,4.9,,53,1,1.72,3,,1032,,6.2
259,강진군,2019-01-08 12:00,5.1,,53,1,2.09,6,,975,,7.9
259,강진군,2019-01-08 13:00,5.2,,50,1,1.96,9,,955,,8.9
259,강진군,2019-01-08 14:00,5,,53,.6,1.46,9,,874,,7.5
259,강진군,2019-01-08 15:00,4.8,,50,.4,1.24,9,,980,,7.1
259,강진군,2019-01-08 16:00,4.2,,50,.9,1.3,5,,999,,6.1
259,강진군,2019-01-08 17:00,2.4,,54,.9,.99,5,,1089,,2.8
259,강진군,2019-01-08 18:00,1.3,,54,0,.65,0,,1279,,.9
259,강진군,2019-01-08 19:00,.7,,53,,,5,,1454,,0
259,강진군,2019-01-08 20:00,.6,,53,,,10,,1400,,.4
259,강진군,2019-01-08 21:00,.5,,55,,,10,,1373,,.6
259,강진군,2019-01-08 22:00,.1,,59,,,10,,1222,,.5
259,강진군,2019-01-08 23:00,-.1,,64,,,10,,1295,,.3
259,강진군,2019-01-09 00:00,-.3,,67,,,10,,1265,,0
259,강진군,2019-01-09 01:00,0,,60,,,9,,1361,,-.2
259,강진군,2019-01-09 02:00,-.6,,55,,,10,,1370,,-.4
259,강진군,2019-01-09 03:00,-1.1,,50,,,10,,1433,,-.4
259,강진군,2019-01-09 04:00,-1.6,,53,,,10,,1375,,-.7
259,강진군,2019-01-09 05:00,-2.5,,54,,,10,,1333,,-1
259,강진군,2019-01-09 06:00,-3,,51,,,10,,1233,,-1.6
259,강진군,2019-01-09 07:00,-3.1,,46,,,10,,1356,,-1.8
259,강진군,2019-01-09 08:00,-3.4,,42,0,.87,10,,1313,,-2.1
259,강진군,2019-01-09 09:00,-2.3,,36,0,1.07,10,,1418,,-1.5
259,강진군,2019-01-09 10:00,-.9,,30,.7,1.48,5,,1378,,-.6
259,강진군,2019-01-09 11:00,.5,,27,1,2.02,9,,1299,,1.5
259,강진군,2019-01-09 12:00,2.5,,23,.8,1.9,9,,978,,5.9
259,강진군,2019-01-09 13:00,3.6,,21,.4,1.74,10,,897,,8.7
259,강진군,2019-01-09 14:00,4.2,,22,.2,1.48,10,,993,,8.2
259,강진군,2019-01-09 15:00,4.7,,21,0,1.15,9,,1039,,7.7
259,강진군,2019-01-09 16:00,4.9,,21,0,1.02,10,,1075,,6.6
259,강진군,2019-01-09 17:00,3.6,,27,0,.78,2,,1156,,3.7
259,강진군,2019-01-09 18:00,2.3,,32,0,.61,10,,1230,,2
259,강진군,2019-01-09 19:00,1.6,,34,,,10,,1269,,1.2
259,강진군,2019-01-09 20:00,.2,,41,,,10,,1303,,.3
259,강진군,2019-01-09 21:00,.2,,44,,,10,,1273,,.6
259,강진군,2019-01-09 22:00,.4,,42,,,10,,1255,,.9
259,강진군,2019-01-09 23:00,.1,,50,,,10,,1295,,1
259,강진군,2019-01-10 00:00,.4,,45,,,10,,1220,,.8
259,강진군,2019-01-10 01:00,.2,,50,,,10,,1252,,1
259,강진군,2019-01-10 02:00,.6,,49,,,10,,1237,,.9
259,강진군,2019-01-10 03:00,.8,,41,,,9,,1302,,.9
259,강진군,2019-01-10 04:00,1.2,,35,,,10,,1351,,.8
259,강진군,2019-01-10 05:00,1,,32,,,9,,1334,,.7
259,강진군,2019-01-10 06:00,.8,,35,,,7,,1329,,.7
259,강진군,2019-01-10 07:00,1.1,,40,,,7,,1363,,.5
259,강진군,2019-01-10 08:00,1,,42,0,.73,9,,1359,,.6
259,강진군,2019-01-10 09:00,1.6,,49,0,.82,8,,1257,,1.9
259,강진군,2019-01-10 10:00,2.9,,51,0,1.04,10,,1139,,3.5
259,강진군,2019-01-10 11:00,4,,40,.6,1.4,8,,1135,,5.8
259,강진군,2019-01-10 12:00,5,,50,1,2.38,4,,1154,,7.5
259,강진군,2019-01-10 13:00,6.2,,49,1,2.39,7,,1102,,11.1
259,강진군,2019-01-10 14:00,6.4,,51,.4,1.61,8,,987,,9.5
259,강진군,2019-01-10 15:00,5.8,,55,.6,1.47,9,,955,,8.6
259,강진군,2019-01-10 16:00,5.1,,59,0,.85,10,,1044,,6.7
259,강진군,2019-01-10 17:00,4.8,,63,0,.69,10,,1099,,5.3
259,강진군,2019-01-10 18:00,4.4,,66,0,.47,6,,1106,,4.4
259,강진군,2019-01-10 19:00,4.1,,69,,,10,,1233,,3.6
259,강진군,2019-01-10 20:00,4.2,,70,,,3,,1141,,3.7
259,강진군,2019-01-10 21:00,2.9,,76,,,0,,1103,,2
259,강진군,2019-01-10 22:00,2.2,,78,,,0,,1084,,.9
259,강진군,2019-01-10 23:00,1.3,,79,,,10,,1087,,.4
259,강진군,2019-01-11 00:00,1.3,,80,,,9,,1105,,.5
259,강진군,2019-01-11 01:00,1.6,,81,,,10,,1032,,.6
259,강진군,2019-01-11 02:00,1.4,,78,,,10,,1087,,.5
259,강진군,2019-01-11 03:00,1.2,,75,,,9,,1057,,.3
259,강진군,2019-01-11 04:00,1.2,,70,,,9,,1002,,.2
259,강진군,2019-01-11 05:00,-1.1,,80,,,6,,935,,-.3
259,강진군,2019-01-11 06:00,.4,,68,,,9,,870,,-.3
259,강진군,2019-01-11 07:00,1.2,,64,,,9,,868,,-.1
259,강진군,2019-01-11 08:00,1,,66,0,.71,10,,842,,.1
259,강진군,2019-01-11 09:00,1.7,,62,0,.85,10,,735,,.4
259,강진군,2019-01-11 10:00,3.5,,56,.7,1.22,4,,1018,,1.8
259,강진군,2019-01-11 11:00,5.6,,49,1,1.77,6,,906,,7.7
259,강진군,2019-01-11 12:00,8.4,,39,1,2.18,5,,827,,11.6
259,강진군,2019-01-11 13:00,8.7,,37,1,2.31,6,,782,,13.9
259,강진군,2019-01-11 14:00,9.4,,33,1,1.82,5,,834,,14.6
259,강진군,2019-01-11 15:00,8.8,,41,1,1.64,0,,861,,12
259,강진군,2019-01-11 16:00,8.1,,37,.3,.93,7,,718,,8.8
259,강진군,2019-01-11 17:00,7.6,,44,.4,.71,7,,724,,7.1
259,강진군,2019-01-11 18:00,6.8,,49,0,.37,10,,730,,6.1
259,강진군,2019-01-11 19:00,6.6,,49,,,10,,740,,5.5
259,강진군,2019-01-11 20:00,6,,54,,,10,,703,,5.2
259,강진군,2019-01-11 21:00,5.6,,59,,,10,,724,,5
259,강진군,2019-01-11 22:00,5.2,,63,,,9,,745,,4.8
259,강진군,2019-01-11 23:00,4.6,,72,,,10,,725,,4.6
259,강진군,2019-01-12 00:00,4,.4,83,,,10,,913,,4.5
259,강진군,2019-01-12 01:00,4.1,,82,,,10,,973,,4.3
259,강진군,2019-01-12 02:00,3.7,,88,,,10,,817,,4.2
259,강진군,2019-01-12 03:00,3.6,1,88,,,9,,728,,4.1
259,강진군,2019-01-12 04:00,3.4,,88,,,9,,559,,4
259,강진군,2019-01-12 05:00,3.3,,88,,,1,,923,,3.9
259,강진군,2019-01-12 06:00,3,.5,92,,,10,,479,,3.8
259,강진군,2019-01-12 07:00,3,,92,,,10,,742,,3.6
259,강진군,2019-01-12 08:00,3,,91,0,.61,10,,854,,3.6
259,강진군,2019-01-12 09:00,3.5,0,87,0,.71,9,,1046,,4.2
259,강진군,2019-01-12 10:00,4.6,,82,.1,.98,9,,1079,,6.7
259,강진군,2019-01-12 11:00,5.6,,78,.8,1.72,7,,1225,,10.9
259,강진군,2019-01-12 12:00,7.3,,73,1,2.18,6,,1264,,13.1
259,강진군,2019-01-12 13:00,8.1,,68,1,2.01,4,,1176,,13.9
259,강진군,2019-01-12 14:00,9.3,,53,1,1.82,0,,1299,,14.6
259,강진군,2019-01-12 15:00,9.8,,49,1,1.82,0,,1166,,13.9
259,강진군,2019-01-12 16:00,9.6,,49,1,1.35,1,,816,,11
259,강진군,2019-01-12 17:00,8.6,,52,1,.78,1,,952,,7.3
259,강진군,2019-01-12 18:00,6.8,,64,.1,.37,0,,802,,5
259,강진군,2019-01-12 19:00,4.8,,71,,,4,,805,,3.6
259,강진군,2019-01-12 20:00,3.2,,79,,,4,,697,,2.6
259,강진군,2019-01-12 21:00,1.7,,84,,,0,,620,,1.8
259,강진군,2019-01-12 22:00,1.4,,82,,,0,,696,,1.2
259,강진군,2019-01-12 23:00,1.9,,80,,,1,,716,,1.7
259,강진군,2019-01-13 00:00,2.5,,79,,,0,,824,,2.5
259,강진군,2019-01-13 01:00,1.2,,87,,,0,,598,,.7
259,강진군,2019-01-13 02:00,.3,,87,,,0,,600,,.6
259,강진군,2019-01-13 03:00,.3,,89,,,0,,509,,.4
259,강진군,2019-01-13 04:00,.2,,90,,,0,,487,,.3
259,강진군,2019-01-13 05:00,-1,,92,,,0,,457,,.1
259,강진군,2019-01-13 06:00,.9,,91,,,0,,542,,-.4
259,강진군,2019-01-13 07:00,1.7,,83,,,0,,670,,-.4
259,강진군,2019-01-13 08:00,.6,,84,0,.73,0,,897,,-.5
259,강진군,2019-01-13 09:00,2,,75,0,.94,0,,1352,,-.3
259,강진군,2019-01-13 10:00,4.6,,56,.7,1.27,0,,3588,,.5
259,강진군,2019-01-13 11:00,6,,48,1,1.85,0,,4072,,7.1
259,강진군,2019-01-13 12:00,7,,43,1,2.11,0,,2489,,9.8
259,강진군,2019-01-13 13:00,8.2,,40,1,2.17,0,,2416,,12.6
259,강진군,2019-01-13 14:00,8.2,,44,1,2.11,0,,2287,,12.3
259,강진군,2019-01-13 15:00,8.5,,44,1,1.82,0,,2324,,11.8
259,강진군,2019-01-13 16:00,7.7,,52,1,1.39,0,,1960,,9.1
259,강진군,2019-01-13 17:00,6.4,,55,1,.87,0,,2430,,5.8
259,강진군,2019-01-13 18:00,4.3,,57,.2,.47,0,,2189,,3
259,강진군,2019-01-13 19:00,3.7,,56,,,0,,2420,,1.7
259,강진군,2019-01-13 20:00,3.1,,61,,,0,,1644,,.9
259,강진군,2019-01-13 21:00,1.9,,70,,,0,,1287,,.6
259,강진군,2019-01-13 22:00,1.1,,72,,,0,,2057,,.5
259,강진군,2019-01-13 23:00,.8,,71,,,0,,2303,,.2
259,강진군,2019-01-14 00:00,.7,,76,,,0,,1496,,-.4
259,강진군,2019-01-14 01:00,.4,,81,,,0,,1132,,-.6
259,강진군,2019-01-14 02:00,-.3,,78,,,0,,1029,,-.8
259,강진군,2019-01-14 03:00,-2.1,,87,,,0,,734,,-1.4
259,강진군,2019-01-14 04:00,-.5,,82,,,0,,867,,-1.9
259,강진군,2019-01-14 05:00,-2.4,,85,,,0,,650,,-2.4
259,강진군,2019-01-14 06:00,-2.5,,85,,,2,,621,,-2.6
259,강진군,2019-01-14 07:00,-1.6,,80,,,2,,687,,-2.7
259,강진군,2019-01-14 08:00,-1.8,,86,0,.85,4,,613,,-2.8
259,강진군,2019-01-14 09:00,-.6,,84,0,1.02,0,,497,,-1.5
259,강진군,2019-01-14 10:00,2.1,,74,.7,1.56,0,,903,,-.5
259,강진군,2019-01-14 11:00,6.1,,54,1,2.01,0,,1065,,4.4
259,강진군,2019-01-14 12:00,7.2,,48,1,2.09,0,,1158,,8.3
259,강진군,2019-01-14 13:00,8.8,,43,1,2.15,0,,1225,,12.2
259,강진군,2019-01-14 14:00,8.9,,38,1,1.77,6,,1181,,12.9
259,강진군,2019-01-14 15:00,9.5,,37,1,1.78,7,,1189,,12
259,강진군,2019-01-14 16:00,8.5,,44,1,1.25,7,,1049,,8.8
259,강진군,2019-01-14 17:00,6.9,,53,.9,.77,6,,813,,5.5
259,강진군,2019-01-14 18:00,4.9,,62,.1,.42,3,,802,,3.1
259,강진군,2019-01-14 19:00,3.9,,66,,,4,,777,,1.9
259,강진군,2019-01-14 20:00,2.4,,70,,,6,,779,,.9
259,강진군,2019-01-14 21:00,1.4,,73,,,6,,689,,.8
259,강진군,2019-01-14 22:00,.4,,80,,,8,,627,,.6
259,강진군,2019-01-14 23:00,.2,,80,,,8,,1020,,.5
259,강진군,2019-01-15 00:00,-.5,,84,,,9,,807,,.4
259,강진군,2019-01-15 01:00,-.5,,85,,,10,,842,,.4
259,강진군,2019-01-15 02:00,-.5,,86,,,8,,826,,.4
259,강진군,2019-01-15 03:00,.2,,83,,,9,,913,,.4
259,강진군,2019-01-15 04:00,-.3,,88,,,10,,722,,.3
259,강진군,2019-01-15 05:00,-.7,,87,,,6,,734,,0
259,강진군,2019-01-15 06:00,-.7,,88,,,8,,786,,0
259,강진군,2019-01-15 07:00,-.4,,87,,,10,,772,,.1
259,강진군,2019-01-15 08:00,-.6,,89,0,.76,0,,682,,0
259,강진군,2019-01-15 09:00,1.9,,85,0,.97,4,,694,,.4
259,강진군,2019-01-15 10:00,5.6,,67,.5,1.29,4,,1412,,3.5
259,강진군,2019-01-15 11:00,6.6,,60,1,1.6,4,,1600,,7.7
259,강진군,2019-01-15 12:00,7,,56,1,1.73,6,,1606,,8.6
259,강진군,2019-01-15 13:00,8,,52,1,1.97,7,,1428,,11.2
259,강진군,2019-01-15 14:00,7.6,,46,1,1.89,5,,1724,,11
259,강진군,2019-01-15 15:00,7.2,,46,1,1.6,7,,4830,,8.4
259,강진군,2019-01-15 16:00,6.7,,48,.4,1.07,8,,4830,,7
259,강진군,2019-01-15 17:00,4.7,,69,0,.65,10,,4830,,5.5
259,강진군,2019-01-15 18:00,3.4,,70,0,.49,10,,3222,,4.1
259,강진군,2019-01-15 19:00,2.4,,60,,,10,,4830,,2.6
259,강진군,2019-01-15 20:00,1.6,,60,,,10,,4830,,2
259,강진군,2019-01-15 21:00,.5,,67,,,10,,4690,,1.5
259,강진군,2019-01-15 22:00,.1,,54,,,10,,4830,,.8
259,강진군,2019-01-15 23:00,-.2,,56,,,10,,4830,,.8
259,강진군,2019-01-16 00:00,-1.1,,71,,,10,,997,,.6
259,강진군,2019-01-16 01:00,-1.1,,63,,,10,,3783,,.5
259,강진군,2019-01-16 02:00,-1.2,,59,,,10,,3837,,.3
259,강진군,2019-01-16 03:00,-1.1,,55,,,9,,1728,,.1
259,강진군,2019-01-16 04:00,-1.3,,57,,,9,,1702,,.1
259,강진군,2019-01-16 05:00,-2,,56,,,8,,1681,,-.4
