지점,지점명,일시,기온(°C),강수량(mm),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),현상번호(국내식),지면온도(°C)
155,창원,2020-07-01 01:00,20.3,,75,,,,5,,2000,,20.2
155,창원,2020-07-01 02:00,20.2,,76,,,,5,,2000,,20.3
155,창원,2020-07-01 03:00,20.3,,75,,,,8,Sc,2000,,20.3
155,창원,2020-07-01 04:00,20.5,,75,,,,7,Sc,2000,,20.1
155,창원,2020-07-01 05:00,20.4,,72,,,,10,ScAs,2000,,19.5
155,창원,2020-07-01 06:00,20.2,,73,0,.04,,8,ScAc,2000,,19.5
155,창원,2020-07-01 07:00,20.5,,69,.2,.41,,9,Sc,2000,,20.9
155,창원,2020-07-01 08:00,22.1,,63,.5,1.16,,8,ScAc,2000,,23.7
155,창원,2020-07-01 09:00,21.4,,65,.2,1.13,,9,ScAc,2000,,23.2
155,창원,2020-07-01 10:00,22.8,,61,.4,1.93,,7,ScAc,2000,,28.2
155,창원,2020-07-01 11:00,25.2,,53,1,2.87,,7,ScAc,2000,,33
155,창원,2020-07-01 12:00,26.5,,50,1,3.52,,8,Sc,2000,,35.6
155,창원,2020-07-01 13:00,25,,63,.4,1.79,,8,ScAc,2000,,31.9
155,창원,2020-07-01 14:00,24.6,,62,.3,1.82,,8,ScAc,2000,,32
155,창원,2020-07-01 15:00,25.5,,62,.9,2.74,,8,ScAc,2000,,32.7
155,창원,2020-07-01 16:00,24.7,,64,.8,2.15,,8,ScAc,2000,,30.1
155,창원,2020-07-01 17:00,24.2,,66,.3,.82,,8,ScAc,2000,,27.8
155,창원,2020-07-01 18:00,22.9,0,73,0,.18,,9,ScAc,2000,01,24.7
155,창원,2020-07-01 19:00,22.5,0,73,0,.08,,9,ScAc,2000,01,23.4
155,창원,2020-07-01 20:00,21.1,.1,84,0,0,,8,ScAc,2000,01,22.6
155,창원,2020-07-01 21:00,20.5,,83,,,,2,Sc,2000,,21.5
155,창원,2020-07-01 22:00,19.9,,83,,,,4,,2000,,20.3
155,창원,2020-07-01 23:00,19.9,,84,,,,3,,2000,,19.7
155,창원,2020-07-02 00:00,18.8,,89,,,,0,,2000,,19.2
155,창원,2020-07-02 01:00,18.7,,89,,,,6,,2000,,18.8
155,창원,2020-07-02 02:00,18.9,,87,,,,3,,2000,,18.5
155,창원,2020-07-02 03:00,19.2,,86,,,,7,Ci,2000,,18.5
155,창원,2020-07-02 04:00,18.7,,91,,,,7,Ci,2000,,18.4
155,창원,2020-07-02 05:00,19.4,,87,,,,6,Ci,2000,,18.2
155,창원,2020-07-02 06:00,19.6,,86,0,.04,,0,,1963,,18.7
155,창원,2020-07-02 07:00,20.6,,83,.7,.39,,1,Ci,1658,,21.2
155,창원,2020-07-02 08:00,21.7,,80,.9,1.03,,7,Ci,1622,,24.2
155,창원,2020-07-02 09:00,23.2,,72,.7,1.34,,8,Ci,1821,,27.3
155,창원,2020-07-02 10:00,25.4,,63,.9,2.03,,8,ScCi,2000,,32.1
155,창원,2020-07-02 11:00,25.2,,69,.5,2,,8,ScCi,1975,,31.6
155,창원,2020-07-02 12:00,24.6,,68,.4,2.01,,9,ScCi,1669,,29.8
155,창원,2020-07-02 13:00,24.7,,68,0,1.71,,9,Ci,1599,,29.7
155,창원,2020-07-02 14:00,24.2,,64,0,1.35,,9,ScCi,2000,,28.8
155,창원,2020-07-02 15:00,23.9,,65,0,1.03,,9,ScCi,2000,,26.5
155,창원,2020-07-02 16:00,24.2,,61,.1,.94,,8,Ci,2000,,27.9
155,창원,2020-07-02 17:00,23.8,,61,.7,1.35,,8,AcCi,2000,,27.4
155,창원,2020-07-02 18:00,23.5,,62,.3,.92,,8,Ci,2000,,25.4
155,창원,2020-07-02 19:00,21.9,,66,.3,.42,,8,,2000,,22.9
155,창원,2020-07-02 20:00,20.8,,68,0,.03,,8,,2000,,20.7
155,창원,2020-07-02 21:00,20.6,,67,,,,9,Ci,2000,,20.1
155,창원,2020-07-02 22:00,20.3,,68,,,,10,,2000,,19.9
155,창원,2020-07-02 23:00,20.2,,70,,,,10,,2000,,19.7
155,창원,2020-07-03 00:00,20,,72,,,,9,Ci,2000,,19.6
155,창원,2020-07-03 01:00,20.4,,76,,,,10,,2000,,19.5
155,창원,2020-07-03 02:00,20.1,,74,,,,10,,2000,,19.4
155,창원,2020-07-03 03:00,20.3,,75,,,,9,AcCi,2000,,19.3
155,창원,2020-07-03 04:00,19.6,,78,,,,9,AcCi,2000,,19.1
155,창원,2020-07-03 05:00,19.9,,75,,,,10,As,1896,,19.1
155,창원,2020-07-03 06:00,19.8,,75,0,0,,10,As,2000,,19.2
155,창원,2020-07-03 07:00,20.3,,73,0,.15,,10,As,2000,,20.3
155,창원,2020-07-03 08:00,21.1,,66,0,.25,,10,As,2000,,21
155,창원,2020-07-03 09:00,21.8,,63,0,.45,,10,As,2000,,21.6
155,창원,2020-07-03 10:00,22,0,63,0,.69,,10,ScAs,2000,01,23
155,창원,2020-07-03 11:00,21.6,0,68,0,.5,,10,ScNs,2000,01,23.2
155,창원,2020-07-03 12:00,20.4,.8,83,0,.41,,10,ScNs,1714,01,23.3
155,창원,2020-07-03 13:00,20.6,.7,82,0,.61,,10,ScNs,1818,01,24.6
155,창원,2020-07-03 14:00,21.9,.2,78,0,1.44,,10,ScAs,1630,01,28.4
155,창원,2020-07-03 15:00,22.5,,72,0,1.22,,10,As,2000,,26.6
155,창원,2020-07-03 16:00,22.2,,71,0,.81,,10,ScAs,2000,,24.3
155,창원,2020-07-03 17:00,22.1,,69,0,.37,,10,As,2000,,22.9
155,창원,2020-07-03 18:00,22,,68,0,.27,,10,ScAs,2000,,21.9
155,창원,2020-07-03 19:00,21.7,0,72,0,.07,,10,ScAs,2000,01,20.8
155,창원,2020-07-03 20:00,21.4,,70,0,0,,10,,2000,,20
155,창원,2020-07-03 21:00,20.2,0,76,,,,10,ScAs,1862,01,19.8
155,창원,2020-07-03 22:00,18.7,3.1,90,,,,10,StNs,479,1901,19.3
155,창원,2020-07-03 23:00,18.8,.9,87,,,,10,ScAs,1987,1901,19
155,창원,2020-07-04 00:00,18.9,,86,,,,10,ScAs,2000,,18.9
155,창원,2020-07-04 01:00,18.8,,85,,,,6,,1976,,18.6
155,창원,2020-07-04 02:00,18.6,,85,,,,6,,2000,,18
155,창원,2020-07-04 03:00,18.9,,81,,,,8,Sc,2000,,18.2
155,창원,2020-07-04 04:00,18.7,,81,,,,8,Sc,2000,,18.2
155,창원,2020-07-04 05:00,19,,81,,,,10,ScAs,2000,,18.4
155,창원,2020-07-04 06:00,18.4,,86,0,0,,10,ScAs,2000,,18.7
155,창원,2020-07-04 07:00,18.9,,86,0,.1,,10,ScAs,2000,,19.7
155,창원,2020-07-04 08:00,19.6,,79,0,.53,,9,Sc,2000,,21.7
155,창원,2020-07-04 09:00,21.2,,74,.2,1.3,,9,Sc,2000,,25.3
155,창원,2020-07-04 10:00,23.4,,70,.4,2,,9,ScAc,2000,,29.9
155,창원,2020-07-04 11:00,24.2,,66,1,3.12,,8,ScAc,2000,,34.7
155,창원,2020-07-04 12:00,23.2,,68,.4,2.2,,9,Sc,2000,,30.1
155,창원,2020-07-04 13:00,22.9,,70,0,.79,,10,ScAs,2000,,27.9
155,창원,2020-07-04 14:00,22.6,,73,0,1.03,,10,ScAs,2000,,27.3
155,창원,2020-07-04 15:00,22.8,,72,.1,1.58,,9,ScAc,2000,,27.4
155,창원,2020-07-04 16:00,22.2,,76,0,.46,,10,ScAs,2000,,24.6
155,창원,2020-07-04 17:00,21.8,,76,.1,.42,,10,ScAs,2000,,23.4
155,창원,2020-07-04 18:00,21.3,,80,0,.11,,10,ScAs,2000,,22.2
155,창원,2020-07-04 19:00,20.2,0,84,0,.03,,10,ScAs,1374,01,21.2
155,창원,2020-07-04 20:00,19,.9,91,0,0,,10,StNs,522,1901,20.6
155,창원,2020-07-04 21:00,18.8,0,94,,,,10,ScAs,1597,1901,20.5
155,창원,2020-07-04 22:00,18.6,,94,,,,7,,1411,,19.9
155,창원,2020-07-04 23:00,18.7,,94,,,,7,,921,19,19.9
155,창원,2020-07-05 00:00,18.3,,94,,,,8,Ac,1038,19,19.7
155,창원,2020-07-05 01:00,18.4,,95,,,,6,,1343,,19.6
155,창원,2020-07-05 02:00,18.8,,94,,,,9,,1254,,19.8
155,창원,2020-07-05 03:00,18.8,,93,,,,9,Sc,2000,,19.8
155,창원,2020-07-05 04:00,18.8,,91,,,,9,Sc,2000,,19.5
155,창원,2020-07-05 05:00,18.6,,92,,,,9,Sc,2000,,19.5
155,창원,2020-07-05 06:00,19.2,,90,0,0,,9,Sc,1154,,19.7
155,창원,2020-07-05 07:00,19.8,,88,0,.27,,8,ScAc,1369,,21.2
155,창원,2020-07-05 08:00,21.4,,82,.5,1,,8,Sc,1739,,25.2
155,창원,2020-07-05 09:00,22.5,,76,.4,1.38,,10,ScAs,1556,,27.8
155,창원,2020-07-05 10:00,23.5,,73,.3,1.54,,10,ScAs,1938,,29.6
155,창원,2020-07-05 11:00,23.4,,74,.2,1.26,,10,ScAs,1564,,28.7
155,창원,2020-07-05 12:00,24.8,,70,.5,2.26,,10,ScAs,1615,,31.6
155,창원,2020-07-05 13:00,25.3,,67,.3,2.04,,9,ScAc,1471,,31.5
155,창원,2020-07-05 14:00,25.9,,65,.7,2.76,,8,ScAc,1389,,34
155,창원,2020-07-05 15:00,25.1,,67,.8,2.28,,9,ScAc,1316,,31.2
155,창원,2020-07-05 16:00,24.8,,69,.4,1.8,,9,Sc,1246,,28.9
155,창원,2020-07-05 17:00,23.7,,70,0,.91,,9,AcCi,1756,,27.2
155,창원,2020-07-05 18:00,24,,69,.6,.99,,8,AcCi,1715,,26.6
155,창원,2020-07-05 19:00,22.3,,77,.3,.29,,8,,1590,,23.8
155,창원,2020-07-05 20:00,21.4,,80,0,.03,,10,,1500,,22.1
155,창원,2020-07-05 21:00,21,,81,,,,7,Ci,2000,,21.3
155,창원,2020-07-05 22:00,20.6,,82,,,,8,,1502,,20.7
155,창원,2020-07-05 23:00,20.5,,83,,,,8,,2000,,20.8
155,창원,2020-07-06 00:00,20.5,,81,,,,8,ScAc,2000,,20.5
155,창원,2020-07-06 01:00,20.4,,83,,,,8,,2000,,20.5
155,창원,2020-07-06 02:00,20.5,,83,,,,6,,2000,,20.5
155,창원,2020-07-06 03:00,20.2,,87,,,,8,Sc,2000,,20.2
155,창원,2020-07-06 04:00,20.7,,85,,,,9,Sc,2000,,20.8
155,창원,2020-07-06 05:00,20.8,0,86,,,,10,ScAs,714,1901,21.1
155,창원,2020-07-06 06:00,20.9,0,87,0,0,,10,ScAs,818,1901,21.2
155,창원,2020-07-06 07:00,20.6,0,89,0,.03,,10,ScAs,670,1901,21.4
155,창원,2020-07-06 08:00,20.8,,90,0,.06,,10,ScAs,676,19,21.9
155,창원,2020-07-06 09:00,21.4,,86,0,.14,,10,ScAs,689,19,22.6
155,창원,2020-07-06 10:00,22,,84,0,.41,,10,ScAs,794,19,24.1
155,창원,2020-07-06 11:00,23.6,,81,0,.65,,10,ScAs,1879,19,25.3
155,창원,2020-07-06 12:00,24.2,,81,0,.62,,10,ScAs,1887,,26.3
155,창원,2020-07-06 13:00,23.6,0,85,0,.34,,10,ScAs,1665,01,25.7
155,창원,2020-07-06 14:00,24.6,,81,0,.91,,10,ScAs,1757,,28
155,창원,2020-07-06 15:00,24.3,,82,0,.47,,10,ScAs,1686,,26.5
155,창원,2020-07-06 16:00,23.9,0,83,0,.25,,10,ScAs,1937,01,25.2
155,창원,2020-07-06 17:00,22.9,,88,0,.16,,10,ScAs,1058,19,24.1
155,창원,2020-07-06 18:00,22.5,,91,0,.08,,10,ScAs,1137,,23.5
155,창원,2020-07-06 19:00,22.3,,92,0,.04,,10,,517,19,23.1
155,창원,2020-07-06 20:00,21.7,0,93,0,0,,10,St,256,1902,22.6
155,창원,2020-07-06 21:00,21.5,0,95,,,,10,St,319,1902,22.3
155,창원,2020-07-06 22:00,21.7,,95,,,,,,281,19,22.3
155,창원,2020-07-06 23:00,21.8,0,95,,,,10,ScAs,162,1901,22.3
155,창원,2020-07-07 00:00,21.8,.3,96,,,,10,ScAs,111,191601,22.3
155,창원,2020-07-07 01:00,21.6,0,96,,,,10,St,102,191601,22.2
155,창원,2020-07-07 02:00,21.8,0,96,,,,10,ScAs,952,1901,22
155,창원,2020-07-07 03:00,22.2,,95,,,,9,Sc,854,19,22
155,창원,2020-07-07 04:00,22.1,,93,,,,8,Sc,1193,19,21.4
155,창원,2020-07-07 05:00,21.5,,93,,,,6,Sc,575,19,20.8
155,창원,2020-07-07 06:00,21.8,,94,0,.01,,5,Sc,486,19,21.6
155,창원,2020-07-07 07:00,22.1,,94,0,.21,,8,ScAc,611,19,22.8
155,창원,2020-07-07 08:00,23,,88,0,.42,,9,Sc,758,19,24.4
155,창원,2020-07-07 09:00,24,,83,0,.87,,8,Sc,1166,19,27.4
155,창원,2020-07-07 10:00,26.6,,72,.9,2.36,,6,ScCi,1525,,33.3
155,창원,2020-07-07 11:00,28.7,,67,1,2.95,,5,ScCi,1821,,36.7
155,창원,2020-07-07 12:00,27.3,,71,1,3.27,,7,ScCi,1464,,35.9
155,창원,2020-07-07 13:00,26.3,,73,1,2.93,,7,ScCi,1808,,33.8
155,창원,2020-07-07 14:00,27.4,,69,1,2.66,,7,ScCi,2000,,33.7
155,창원,2020-07-07 15:00,27.5,,69,1,2.4,,8,ScCi,2000,,34.2
155,창원,2020-07-07 16:00,24.4,,78,.4,1.59,,9,ScCi,2000,,29.6
155,창원,2020-07-07 17:00,24.7,,78,.8,1.66,,3,Sc,2000,,31
155,창원,2020-07-07 18:00,24,,81,1,1.23,,6,Sc,2000,,27.9
155,창원,2020-07-07 19:00,22.9,,82,0,.22,,4,,2000,,24.7
155,창원,2020-07-07 20:00,22.7,,82,0,.02,,5,,2000,,23.4
155,창원,2020-07-07 21:00,22.7,,82,,,,9,Sc,2000,,23.4
155,창원,2020-07-07 22:00,22.4,,83,,,,7,,2000,,22.8
155,창원,2020-07-07 23:00,22.3,,84,,,,7,,2000,,22.7
155,창원,2020-07-08 00:00,22.2,,85,,,,8,Sc,2000,,22.5
155,창원,2020-07-08 01:00,21.9,,86,,,,8,,1975,,22.2
155,창원,2020-07-08 02:00,21.5,,88,,,,7,,1532,,21.7
155,창원,2020-07-08 03:00,21.7,,88,,,,8,Sc,1478,,21.8
155,창원,2020-07-08 04:00,21.2,,90,,,,3,Sc,794,19,21
155,창원,2020-07-08 05:00,21.2,,92,,,,0,,604,19,20.5
155,창원,2020-07-08 06:00,21.2,,93,0,.02,,2,Sc,527,19,20.8
155,창원,2020-07-08 07:00,23,,86,.6,.4,,2,ScCi,688,19,23.2
155,창원,2020-07-08 08:00,25.4,,75,1,1.1,,0,,1030,19,27.2
155,창원,2020-07-08 09:00,26.2,,64,1,1.87,,1,Sc,1523,,29.3
155,창원,2020-07-08 10:00,27.9,,61,1,2.57,,3,ScCi,1572,,33.7
155,창원,2020-07-08 11:00,29.5,,54,1,2.94,,4,ScCi,1926,,37
155,창원,2020-07-08 12:00,30.8,,50,1,3.2,,8,ScCi,2000,,39.2
155,창원,2020-07-08 13:00,27.9,,60,.5,1.96,,8,ScCi,1479,,33.1
155,창원,2020-07-08 14:00,28.3,,63,.7,2.36,,7,ScCi,1322,,34.4
155,창원,2020-07-08 15:00,28.2,,57,.8,2.32,,7,Ci,1653,,34.3
155,창원,2020-07-08 16:00,27.6,,58,1,2.16,,7,Ci,1779,,31.6
155,창원,2020-07-08 17:00,27.4,,58,.9,1.66,,7,Ci,1767,,31.3
155,창원,2020-07-08 18:00,25.6,,64,.6,.78,,8,ScCi,1449,,26.3
155,창원,2020-07-08 19:00,24.3,,72,0,.24,,7,,926,19,24.6
155,창원,2020-07-08 20:00,23.9,,73,0,.02,,6,,975,19,23.1
155,창원,2020-07-08 21:00,23.2,,77,,,,9,Ci,748,19,22.8
155,창원,2020-07-08 22:00,22.2,,84,,,,8,,439,19,22.2
155,창원,2020-07-08 23:00,21.5,,88,,,,8,,357,19,21.8
155,창원,2020-07-09 00:00,21.4,,89,,,,9,Ci,324,19,21.6
155,창원,2020-07-09 01:00,21.2,,90,,,,10,,313,19,21.5
155,창원,2020-07-09 02:00,20.7,,91,,,,9,,293,19,21
155,창원,2020-07-09 03:00,20.5,,91,,,,8,Ci,259,19,20.7
155,창원,2020-07-09 04:00,20.8,,91,,,,9,ScCi,230,19,20.9
155,창원,2020-07-09 05:00,21.1,,89,,,,8,St,277,19,21.5
155,창원,2020-07-09 06:00,21.2,,89,0,0,,8,St,320,19,21.9
155,창원,2020-07-09 07:00,21.7,,86,0,.06,,10,ScAs,317,19,22.5
155,창원,2020-07-09 08:00,22.4,,83,0,.34,,10,St,360,19,24.6
155,창원,2020-07-09 09:00,23.5,,78,0,.85,,10,St,453,19,27
155,창원,2020-07-09 10:00,24.1,,76,0,.75,,10,St,436,19,27
155,창원,2020-07-09 11:00,23.9,,77,0,.67,,10,St,571,19,27.5
155,창원,2020-07-09 12:00,27.1,,64,.2,1.8,,8,Sc,1294,19,32.6
155,창원,2020-07-09 13:00,27.1,,67,.5,2.53,,9,Sc,1096,,33.9
155,창원,2020-07-09 14:00,24.4,,76,0,.76,,10,ScAs,856,19,27.6
155,창원,2020-07-09 15:00,23.9,,81,0,.49,,10,ScAs,764,19,26.6
155,창원,2020-07-09 16:00,23.9,,83,0,.24,,10,ScAs,813,19,25.8
155,창원,2020-07-09 17:00,22.6,1.1,92,0,.23,,10,StNs,214,1901,25.4
155,창원,2020-07-09 18:00,23,0,91,0,.15,,10,ScAs,608,1901,25.3
155,창원,2020-07-09 19:00,22.8,0,91,0,.02,,10,ScAs,719,1901,24.4
155,창원,2020-07-09 20:00,22.5,0,91,0,0,,10,StNs,244,1901,23.8
155,창원,2020-07-09 21:00,22.1,3,93,,,,10,StNs,152,1901,23.2
155,창원,2020-07-09 22:00,22.1,.4,93,,,,10,ScAs,979,1901,23
155,창원,2020-07-09 23:00,21.8,2,93,,,,10,StNs,213,1901,22.7
155,창원,2020-07-10 00:00,22,3,94,,,,10,StNs,333,1901,22.6
155,창원,2020-07-10 01:00,21.9,1.3,93,,,,10,StNs,639,1901,22.5
155,창원,2020-07-10 02:00,21.9,1.6,93,,,,10,StNs,854,1901,22.4
155,창원,2020-07-10 03:00,21.7,2.4,93,,,,10,StNs,341,1901,22.4
155,창원,2020-07-10 04:00,21.5,11.7,95,,,,10,StNs,468,1901,22.1
155,창원,2020-07-10 05:00,21.7,.6,95,,,,10,StNs,189,1901,22.2
155,창원,2020-07-10 06:00,22,1.7,95,0,0,,10,ScAs,2000,1901,22.2
155,창원,2020-07-10 07:00,22,10.9,94,0,0,,10,StNs,85,191601,22.1
155,창원,2020-07-10 08:00,22,11,95,0,0,,10,StNs,414,191601,22.2
155,창원,2020-07-10 09:00,22.1,11.5,95,0,0,,10,StNs,435,1901,22.4
155,창원,2020-07-10 10:00,22,9.3,94,0,0,,10,CbStNs,310,190401,22.2
155,창원,2020-07-10 11:00,21.8,18.4,95,0,.05,,10,StNs,878,190401,22.4
155,창원,2020-07-10 12:00,22.6,.1,94,0,.41,,10,StNs,2000,1901,25.2
155,창원,2020-07-10 13:00,23.7,0,90,0,.99,,10,StNs,1416,0201,27.3
155,창원,2020-07-10 14:00,23.2,0,93,0,.54,,10,St,173,1902,27
155,창원,2020-07-10 15:00,23.3,0,93,0,.82,,10,StNs,795,1902,28.3
155,창원,2020-07-10 16:00,25.3,0,84,0,.98,,9,Sc,2000,1902,29.9
155,창원,2020-07-10 17:00,25.8,,85,.1,1.12,,9,Sc,2000,,30.3
155,창원,2020-07-10 18:00,25.5,,86,0,.62,,8,Sc,2000,,28.5
155,창원,2020-07-10 19:00,24.8,,86,.3,.33,,,,2000,,26
155,창원,2020-07-10 20:00,24,,87,0,.02,,,,2000,,24.1
155,창원,2020-07-10 21:00,23.4,,89,,,,8,Sc,2000,,23.4
155,창원,2020-07-10 22:00,23,,92,,,,,,1927,,22.8
155,창원,2020-07-10 23:00,22.7,,93,,,,,,996,19,22.8
155,창원,2020-07-11 00:00,22.7,,93,,,,9,St,601,19,23
155,창원,2020-07-11 01:00,22.5,,94,,,,,,531,19,23
155,창원,2020-07-11 02:00,22.3,,94,,,,,,533,19,22.7
155,창원,2020-07-11 03:00,22.3,,94,,,,9,ScCi,415,19,22.6
155,창원,2020-07-11 04:00,22.4,,94,,,,9,ScCi,331,19,22.7
155,창원,2020-07-11 05:00,22.4,,94,,,,9,ScCi,365,19,22.7
155,창원,2020-07-11 06:00,22.4,,94,0,0,,10,St,321,19,22.8
155,창원,2020-07-11 07:00,22.7,,93,0,.08,,10,St,418,19,23.4
155,창원,2020-07-11 08:00,23.2,,91,0,.22,,10,St,410,19,24.4
155,창원,2020-07-11 09:00,24.7,,86,.1,.7,,9,ScAc,691,19,27.3
155,창원,2020-07-11 10:00,25.7,,81,.2,1.31,,8,AcCi,918,19,30.1
155,창원,2020-07-11 11:00,27.5,,72,.8,2.21,,8,AcCs,1407,19,34.5
155,창원,2020-07-11 12:00,28.9,,67,.7,2.58,,9,AcCi,1962,,35.3
155,창원,2020-07-11 13:00,26.9,,76,.6,2.3,,9,ScCs,1083,,34.2
155,창원,2020-07-11 14:00,25,,80,.3,2.12,,9,ScCi,1001,19,32.1
155,창원,2020-07-11 15:00,24.4,,81,0,1.26,,9,ScCi,1100,,29.6
155,창원,2020-07-11 16:00,24.2,,79,0,.73,,10,ScAs,1061,,28
155,창원,2020-07-11 17:00,23.2,,80,0,.42,,10,ScAs,1725,,25.7
155,창원,2020-07-11 18:00,22.6,,81,0,.21,,10,ScAs,1951,,24.5
155,창원,2020-07-11 19:00,22.1,,81,0,.07,,,,2000,,23.4
155,창원,2020-07-11 20:00,21.6,,84,0,0,,,,2000,,23
155,창원,2020-07-11 21:00,21.2,,84,,,,10,ScAs,2000,,22.5
155,창원,2020-07-11 22:00,21,,86,,,,,,1987,,22.4
155,창원,2020-07-11 23:00,21,,87,,,,,,1640,,22.2
155,창원,2020-07-12 00:00,20.9,,88,,,,10,,1550,,22
155,창원,2020-07-12 01:00,20.7,,88,,,,,,1376,,21.6
155,창원,2020-07-12 02:00,20.7,,87,,,,,,1299,,21.6
155,창원,2020-07-12 03:00,20.1,,91,,,,8,Ci,1062,,21.1
155,창원,2020-07-12 04:00,20,,91,,,,9,ScCi,947,19,21
155,창원,2020-07-12 05:00,20.2,,90,,,,10,ScAs,1152,19,20.9
155,창원,2020-07-12 06:00,20.2,,90,0,0,,10,ScAs,1078,,21.1
155,창원,2020-07-12 07:00,20.6,,87,0,.04,,10,ScAs,1423,,21.7
155,창원,2020-07-12 08:00,21.1,,88,0,.16,,10,ScAs,1580,,22.9
155,창원,2020-07-12 09:00,21.7,,83,0,.32,,10,ScAs,1901,,23.5
155,창원,2020-07-12 10:00,21.4,.1,84,0,.22,,10,ScAs,1489,01,23.1
155,창원,2020-07-12 11:00,21.2,.3,86,0,.41,,10,ScNs,1709,01,24.1
155,창원,2020-07-12 12:00,21,.6,89,0,.31,,10,StNs,1493,01,23.9
155,창원,2020-07-12 13:00,20.9,.9,89,0,.58,,10,StNs,1419,01,24.9
155,창원,2020-07-12 14:00,21.2,.7,91,0,.55,,10,StNs,1003,01,25.3
155,창원,2020-07-12 15:00,21,.2,90,0,.52,,10,StNs,1940,01,24.7
155,창원,2020-07-12 16:00,20.5,1.1,91,0,.2,,10,StNs,705,1901,23
155,창원,2020-07-12 17:00,20.6,2.1,93,0,.2,,10,StNs,1509,1901,23.2
155,창원,2020-07-12 18:00,20.3,2.3,90,0,.1,,10,StNs,738,1901,22.1
155,창원,2020-07-12 19:00,20.2,2.5,92,0,.04,,10,StNs,813,1901,21.5
155,창원,2020-07-12 20:00,19.8,2.8,94,0,0,,10,StNs,696,1901,21.2
155,창원,2020-07-12 21:00,19.1,9,95,,,,10,StNs,432,1901,20.5
155,창원,2020-07-12 22:00,19.1,4.5,94,,,,10,StNs,1135,1901,20.1
155,창원,2020-07-12 23:00,19.2,3.4,92,,,,10,StNs,682,1901,19.8
155,창원,2020-07-13 00:00,18.9,7.5,93,,,,10,StNs,528,1901,19.4
155,창원,2020-07-13 01:00,18.7,6.9,94,,,,10,StNs,1639,1901,19.4
155,창원,2020-07-13 02:00,18.6,3.3,94,,,,10,StNs,627,1901,19.4
155,창원,2020-07-13 03:00,18.6,1.9,95,,,,10,StNs,1313,1901,19.4
155,창원,2020-07-13 04:00,18.8,4.4,95,,,,10,StNs,935,1901,19.3
155,창원,2020-07-13 05:00,18.7,5,94,,,,10,StNs,366,1901,19
155,창원,2020-07-13 06:00,18.8,4.6,94,0,0,,10,StNs,532,1901,19.1
155,창원,2020-07-13 07:00,18.7,12.3,95,0,0,,10,StNs,291,1901,19.1
155,창원,2020-07-13 08:00,18.9,7,94,0,0,,10,StNs,424,1901,19.2
155,창원,2020-07-13 09:00,19,9.3,94,0,.01,,10,StNs,567,1901,19.3
155,창원,2020-07-13 10:00,19,13.3,95,0,.04,,10,StNs,239,1901,19.4
155,창원,2020-07-13 11:00,19.1,9.4,95,0,.13,,10,StNs,995,1901,19.9
155,창원,2020-07-13 12:00,19.4,6,94,0,.25,,10,StNs,530,1901,20.7
155,창원,2020-07-13 13:00,19.5,2.3,93,0,.29,,10,StNs,435,1901,21.6
155,창원,2020-07-13 14:00,19.8,.6,93,0,.54,,10,StNs,287,1901,22.8
155,창원,2020-07-13 15:00,19.8,2.1,93,0,.45,,10,StNs,551,1901,22.9
155,창원,2020-07-13 16:00,19.6,2,93,0,.23,,10,StNs,349,1901,21.7
155,창원,2020-07-13 17:00,19.5,1.6,94,0,.12,,10,ScAs,1976,1901,21.3
155,창원,2020-07-13 18:00,19.6,.1,95,0,.08,,10,ScAs,1030,1901,21.4
155,창원,2020-07-13 19:00,19.7,.2,95,0,.04,,10,StNs,187,190201,21.1
155,창원,2020-07-13 20:00,19.4,.6,95,0,.01,,10,StNs,164,1901,20.7
155,창원,2020-07-13 21:00,19.4,.8,96,,,,10,StNs,121,1901,20.2
155,창원,2020-07-13 22:00,19.4,1.4,96,,,,10,StNs,125,1901,20.2
155,창원,2020-07-13 23:00,19.4,1.1,96,,,,10,StNs,156,191601,20.1
155,창원,2020-07-14 00:00,19.2,.5,96,,,,10,,289,1901,19.8
155,창원,2020-07-14 01:00,19.1,.2,95,,,,10,ScAs,913,1901,19.6
155,창원,2020-07-14 02:00,19.2,.2,95,,,,10,StNs,687,1901,19.6
155,창원,2020-07-14 03:00,19.5,.1,94,,,,10,ScAs,416,1901,19.6
155,창원,2020-07-14 04:00,19.7,.2,95,,,,10,StNs,580,1901,19.7
155,창원,2020-07-14 05:00,19.5,.6,95,,,,10,StNs,314,1901,19.6
155,창원,2020-07-14 06:00,19.4,.3,95,0,0,,10,StNs,207,1901,19.6
155,창원,2020-07-14 07:00,19.3,.4,95,0,0,,10,StNs,326,1901,19.7
155,창원,2020-07-14 08:00,19.2,.6,95,0,.12,,10,StNs,196,1901,20.6
155,창원,2020-07-14 09:00,19.1,.6,95,0,.23,,10,StNs,185,1901,21
155,창원,2020-07-14 10:00,19.1,.5,94,0,.27,,10,StNs,241,1901,21.2
155,창원,2020-07-14 11:00,19.2,1.3,95,0,.42,,10,StNs,190,1901,22
155,창원,2020-07-14 12:00,19.7,.7,95,0,.7,,10,StNs,297,1901,24
155,창원,2020-07-14 13:00,19.9,.1,92,0,1.05,,10,StNs,438,1901,25.4
155,창원,2020-07-14 14:00,20.4,0,88,0,1.14,,10,StNs,905,190201,26.1
155,창원,2020-07-14 15:00,19.8,0,91,0,.67,,10,StNs,364,1902,24.2
